Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-2.5,3.7,3.8,20504,215,179,7,3.9,1.4,23859|60505|71751|80906|106757|227377|234396,Dlg2|Il21|Map3k13|Kcnip2|Catsperd|Farp2|Ankle1,0,Geneid
GO Biological Processes,19,GO:0008608,attachment of spindle microtubules to kinetochore,19_GO:0009987 cellular process,-2.5,10,5.1,20504,33,179,3,1.7,0.96,54141|73804|83560,Spag5|Kif2c|Tex14,0,Geneid
GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-2.5,2.4,3.3,20504,620,179,13,7.3,1.9,12121|12449|16551|54141|72080|72205|73804|78801|110082|213582|219114|231214|627872,Bicd1|Ccnf|Kif11|Spag5|Sapcd2|Eml2|Kif2c|Ak7|Dnah5|Map9|Ska3|Cc2d2a|Dnah7a,0,Geneid
GO Biological Processes,19,GO:0021591,ventricular system development,19_GO:0032502 developmental process,-2.5,10,5,20504,34,179,3,1.7,0.96,108000|110082|214968,Cenpf|Dnah5|Sema6d,0,Geneid
GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-2.5,2.4,3.3,20504,621,179,13,7.3,1.9,12449|12534|14173|16551|23834|54141|72080|73804|83560|109212|208628|213582|219114,Ccnf|Cdk1|Fgf2|Kif11|Cdc6|Spag5|Sapcd2|Kif2c|Tex14|Pimreg|Kntc1|Map9|Ska3,0,Geneid
GO Biological Processes,19,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,19_GO:0023052 signaling,-2.5,6.5,4.4,20504,70,179,4,2.2,1.1,11839|29815|231125|232431,Areg|Bcar3|Zfyve28|Gprc5a,0,Geneid
GO Biological Processes,19,GO:0045577,regulation of B cell differentiation,19_GO:0002376 immune system process,-2.4,9.5,4.8,20504,36,179,3,1.7,0.96,17387|60505|234396,Mmp14|Il21|Ankle1,0,Geneid
GO Biological Processes,19,GO:1901184,regulation of ERBB signaling pathway,19_GO:0023052 signaling,-2.4,6.1,4.2,20504,75,179,4,2.2,1.1,11839|29815|231125|232431,Areg|Bcar3|Zfyve28|Gprc5a,0,Geneid
GO Biological Processes,19,GO:0061097,regulation of protein tyrosine kinase activity,19_GO:0008152 metabolic process,-2.3,6,4.1,20504,77,179,4,2.2,1.1,11839|231125|232431|320664,Areg|Zfyve28|Gprc5a|Cass4,0,Geneid
GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-2.3,2.8,3.3,20504,366,179,9,5,1.6,12449|20739|20947|22351|72205|79456|83560|208084|208628,Ccnf|Spta1|Swap70|Vill|Eml2|Recql4|Tex14|Pif1|Kntc1,0,Geneid
GO Biological Processes,19,GO:0036465,synaptic vesicle recycling,19_GO:0051179 localization,-2.2,5.6,3.9,20504,82,179,4,2.2,1.1,26875|77057|94190|108800,Pclo|Ston1|Ophn1|Ston2,0,Geneid
GO Biological Processes,19,GO:0000819,sister chromatid segregation,19_GO:0009987 cellular process,-2.2,3.7,3.4,20504,188,179,6,3.4,1.3,23834|54141|73804|79456|83560|208628,Cdc6|Spag5|Kif2c|Recql4|Tex14|Kntc1,0,Geneid
GO Biological Processes,19,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,19_GO:0051179 localization,-2.2,8,4.3,20504,43,179,3,1.7,0.96,78801|110082|271639,Ak7|Dnah5|Adcy10,0,Geneid
GO Biological Processes,19,GO:0048041,focal adhesion assembly,19_GO:0022610 biological adhesion,-2.2,5.3,3.8,20504,86,179,4,2.2,1.1,16475|17387|19272|77057,Ajuba|Mmp14|Ptprk|Ston1,0,Geneid
GO Biological Processes,19,GO:0035082,axoneme assembly,19_GO:0009987 cellular process,-2.2,5.3,3.8,20504,86,179,4,2.2,1.1,78801|110082|231214|627872,Ak7|Dnah5|Cc2d2a|Dnah7a,0,Geneid
GO Biological Processes,19,GO:2001251,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-2.2,5.3,3.8,20504,86,179,4,2.2,1.1,79456|83560|208084|208628,Recql4|Tex14|Pif1|Kntc1,0,Geneid
GO Biological Processes,19,GO:0051983,regulation of chromosome segregation,19_GO:0050789 regulation of biological process,-2.2,5.3,3.8,20504,86,179,4,2.2,1.1,23834|73804|83560|208628,Cdc6|Kif2c|Tex14|Kntc1,0,Geneid
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-2.1,2.1,2.9,20504,766,179,14,7.8,2,11941|12273|14130|16475|17387|19272|26875|55983|77057|93707|94190|195733|268729|545156,Atp2b2|C5ar1|Fcgr2b|Ajuba|Mmp14|Ptprk|Pclo|Pdzrn3|Ston1|Pcdhgc4|Ophn1|Grhl1|Frmpd2|Kalrn,0,Geneid
GO Biological Processes,19,GO:0006858,extracellular transport,19_GO:0051179 localization,-2.1,7.5,4.1,20504,46,179,3,1.7,0.96,78801|110082|271639,Ak7|Dnah5|Adcy10,0,Geneid
GO Biological Processes,19,GO:0006873,cellular ion homeostasis,19_GO:0065007 biological regulation,-2,2.1,2.8,20504,703,179,13,7.3,1.9,11941|11975|12273|12709|14173|15945|20947|22063|22393|54403|68428|233081|242341,Atp2b2|Atp6v0a1|C5ar1|Ckb|Fgf2|Cxcl10|Swap70|Trpc1|Wfs1|Slc4a4|Steap3|Ffar1|Atp6v0d2,0,Geneid
GO Biological Processes,19,GO:0003341,cilium movement,19_GO:0009987 cellular process,-2,3.4,3.2,20504,203,179,6,3.4,1.3,70918|78801|106757|110082|271639|627872,Nsun7|Ak7|Catsperd|Dnah5|Adcy10|Dnah7a,0,Geneid
GO Biological Processes,19,GO:0030835,negative regulation of actin filament depolymerization,19_GO:0048519 negative regulation of biological process,-2,7,4,20504,49,179,3,1.7,0.96,20739|20947|22351,Spta1|Swap70|Vill,0,Geneid
GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-2,2.7,3,20504,338,179,8,4.5,1.5,23834|54141|73804|79456|83560|108000|208628|219114,Cdc6|Spag5|Kif2c|Recql4|Tex14|Cenpf|Kntc1|Ska3,0,Geneid
