_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-2.1,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-4,GO:0001562,response to protozoan,M1,1,0
1,-2.4,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-2,GO:0021543,pallium development,M1,1,0
1,-2.3,GO:0043087,regulation of GTPase activity,M1,1,0
1,-2.1,GO:0021536,diencephalon development,M1,1,0
1,-2.3,GO:0042330,taxis,M1,1,0
1,-3.2,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-4.2,GO:0042832,defense response to protozoan,M1,1,0
1,-3,GO:2000403,positive regulation of lymphocyte migration,M1,1,0
1,-2.3,R-MMU-977606,Regulation of Complement cascade,M1,1,0
1,-2.1,R-MMU-8875878,MET promotes cell motility,M1,1,0
1,-3,R-MMU-9009391,Extra-nuclear estrogen signaling,M1,1,0
1,-3.6,GO:0045927,positive regulation of growth,M1,1,0
1,-2.4,R-MMU-442755,Activation of NMDA receptors and postsynaptic events,M1,1,0
1,-3.6,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-3.1,GO:0050867,positive regulation of cell activation,M1,1,0
1,-2.4,R-MMU-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-2.2,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-2.4,mmu04360,Axon guidance,M1,1,0
1,-2.8,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-2.3,GO:0051058,negative regulation of small GTPase mediated signal transduction,M1,1,0
1,-3.1,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.1,R-MMU-166520,Signaling by NTRKs,M1,1,0
1,-3,mmu05211,Renal cell carcinoma,M1,1,0
1,-2.7,GO:1901623,regulation of lymphocyte chemotaxis,M1,1,0
1,-2.2,GO:0050865,regulation of cell activation,M1,1,0
1,-2.3,GO:0032673,regulation of interleukin-4 production,M1,1,0
1,-3.2,GO:0055017,cardiac muscle tissue growth,M1,1,0
