_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.7,GO:0021602,cranial nerve morphogenesis,M1,1,0
1,-2.8,GO:0090023,positive regulation of neutrophil chemotaxis,M1,1,0
1,-2.2,GO:0048041,focal adhesion assembly,M1,1,0
1,-4.8,GO:0050870,positive regulation of T cell activation,M1,1,0
1,-3.6,GO:1902284,neuron projection extension involved in neuron projection guidance,M1,1,0
1,-2.1,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M1,1,0
1,-3,GO:0046632,alpha-beta T cell differentiation,M1,1,0
1,-3.5,GO:0007411,axon guidance,M1,1,0
1,-2.9,GO:0048675,axon extension,M1,1,0
1,-2.3,GO:0006897,endocytosis,M1,1,0
1,-2,R-MMU-72689,Formation of a pool of free 40S subunits,M1,1,0
1,-2.2,R-MMU-1442490,Collagen degradation,M1,1,0
1,-3,ko04550,Signaling pathways regulating pluripotency of stem cells,M1,1,0
1,-2.6,mmu05210,Colorectal cancer,M1,1,0
1,-2.8,GO:0048843,negative regulation of axon extension involved in axon guidance,M1,1,0
1,-2.1,GO:0071526,semaphorin-plexin signaling pathway,M1,1,0
1,-3.9,GO:0050867,positive regulation of cell activation,M1,1,0
1,-2,ko05231,Choline metabolism in cancer,M1,1,0
1,-2.5,R-MMU-1474228,Degradation of the extracellular matrix,M1,1,0
1,-2.3,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-2.2,GO:0030111,regulation of Wnt signaling pathway,M1,1,0
1,-2.8,GO:0002690,positive regulation of leukocyte chemotaxis,M1,1,0
1,-2,GO:0062014,negative regulation of small molecule metabolic process,M1,1,0
1,-3.2,GO:0097529,myeloid leukocyte migration,M1,1,0
1,-2.9,mmu04550,Signaling pathways regulating pluripotency of stem cells,M1,1,0
1,-4.1,GO:0006935,chemotaxis,M1,1,0
1,-2.1,ko05213,Endometrial cancer,M1,1,0
1,-2.5,GO:0042098,T cell proliferation,M1,1,0
1,-2,GO:0090207,regulation of triglyceride metabolic process,M1,1,0
1,-4.2,GO:0070665,positive regulation of leukocyte proliferation,M1,1,0
1,-3,GO:0043550,regulation of lipid kinase activity,M1,1,0
1,-3.8,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-5.2,GO:0050863,regulation of T cell activation,M1,1,0
1,-2,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-2.3,GO:0007015,actin filament organization,M1,1,0
1,-3.7,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-3.9,GO:0007163,establishment or maintenance of cell polarity,M1,1,0
1,-2.6,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-3.7,GO:0050671,positive regulation of lymphocyte proliferation,M1,1,0
1,-3.6,GO:0042110,T cell activation,M1,1,0
1,-4.1,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-2.4,GO:0008045,motor neuron axon guidance,M1,1,0
1,-2,mmu05231,Choline metabolism in cancer,M1,1,0
1,-3.6,GO:0051272,positive regulation of cellular component movement,M1,1,0
1,-2.9,GO:0045730,respiratory burst,M1,1,0
1,-2.5,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.4,GO:0002688,regulation of leukocyte chemotaxis,M1,1,0
1,-2,WP1770,One-carbon metabolism and related pathways,M1,1,0
1,-3,GO:0046631,alpha-beta T cell activation,M1,1,0
1,-3,GO:0030031,cell projection assembly,M1,1,0
1,-3.8,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.4,GO:0019432,triglyceride biosynthetic process,M1,1,0
1,-3.5,R-MMU-1592389,Activation of Matrix Metalloproteinases,M1,1,0
1,-2.7,GO:0045582,positive regulation of T cell differentiation,M1,1,0
1,-4.4,GO:0030010,establishment of cell polarity,M1,1,0
1,-3.5,GO:0030155,regulation of cell adhesion,M1,1,0
1,-3.7,R-MMU-399954,Sema3A PAK dependent Axon repulsion,M1,1,0
1,-2.1,WP163,Cytoplasmic ribosomal proteins,M1,1,0
1,-3.2,GO:0030890,positive regulation of B cell proliferation,M1,1,0
1,-3,GO:0007409,axonogenesis,M1,1,0
1,-2.2,GO:0046530,photoreceptor cell differentiation,M1,1,0
1,-2,R-MMU-1296071,Potassium Channels,M1,1,0
1,-2.1,GO:0010721,negative regulation of cell development,M1,1,0
1,-2.6,GO:0031295,T cell costimulation,M1,1,0
1,-2,GO:0046463,acylglycerol biosynthetic process,M1,1,0
1,-2.5,GO:0030516,regulation of axon extension,M1,1,0
1,-2.7,GO:0050921,positive regulation of chemotaxis,M1,1,0
1,-4.1,GO:0042330,taxis,M1,1,0
1,-3.8,GO:0048841,regulation of axon extension involved in axon guidance,M1,1,0
1,-2.3,GO:0061387,regulation of extent of cell growth,M1,1,0
1,-2.4,R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,M1,1,0
1,-2,ko04390,Hippo signaling pathway,M1,1,0
1,-4.2,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
