Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002717,positive regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.5,15,8.8,20504,36,233,6,2.6,1,16641|16642|16643|17059|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-2.4,Geneid
GO Biological Processes,19,GO:0042269,regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.5,11,8,20504,56,233,7,3,1.1,16641|16642|16643|17059|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Klre1,-2.4,Geneid
GO Biological Processes,19,GO:0042267,natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.4,8.7,7.4,20504,81,233,8,3.4,1.2,16641|16642|16643|17059|17101|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Lyst|Ceacam1|Klrk1|Klre1,-2.4,Geneid
GO Biological Processes,19,GO:0002715,regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.3,10,7.8,20504,59,233,7,3,1.1,16641|16642|16643|17059|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Klre1,-2.3,Geneid
GO Biological Processes,19,GO:0002228,natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.3,8.4,7.3,20504,84,233,8,3.4,1.2,16641|16642|16643|17059|17101|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Lyst|Ceacam1|Klrk1|Klre1,-2.3,Geneid
GO Biological Processes,19,GO:0001910,regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-5,6.6,6.6,20504,120,233,9,3.9,1.3,15007|16641|16642|16643|17059|26365|27007|140474|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-2,Geneid
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-5,3.3,5.5,20504,479,233,18,7.7,1.7,12557|12628|12772|14130|14131|15007|16641|16642|16643|16904|17059|17101|18646|26365|27007|140474|243655|628398,Cdh17|Cfh|Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Gzmm|Klrb1c|Lyst|Prf1|Ceacam1|Klrk1|Muc4|Klre1|Ighv6-4,-2,Geneid
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-4.9,4.7,6,20504,226,233,12,5.2,1.4,12772|14130|14131|15007|16641|16642|16643|17059|26365|27007|140474|243655,Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-2,Geneid
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-4.9,2.7,5.2,20504,739,233,23,9.9,2,12273|12628|12771|12772|12774|14130|14131|17228|19883|20304|20305|20308|22259|27226|30955|52392|58992|74603|78801|80901|210029|239081|329731,C5ar1|Cfh|Ccr3|Ccr2|Ccr5|Fcgr2b|Fcgr3|Cma1|Rora|Ccl5|Ccl6|Ccl9|Nr1h3|Pla2g7|Pik3cg|Macir|F12|Cd200r3|Ak7|Cxcr6|Metrnl|Tlr11|Tafa3,-2,Geneid
GO Biological Processes,19,GO:0031343,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-4.7,7,6.5,20504,100,233,8,3.4,1.2,15007|16641|16642|16643|17059|18646|27007|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Prf1|Klrk1|Klre1,-1.8,Geneid
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.6,10,7.2,20504,51,233,6,2.6,1,15951|16641|16642|16643|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrk1|Klre1,-1.7,Geneid
GO Biological Processes,19,GO:0002418,immune response to tumor cell,19_GO:0002376 immune system process,-4.6,14,7.9,20504,31,233,5,2.1,0.95,18646|26365|27007|140474|243655,Prf1|Ceacam1|Klrk1|Muc4|Klre1,-1.7,Geneid
GO Biological Processes,19,GO:0002434,immune complex clearance,19_GO:0002376 immune system process,-4.5,44,11,20504,6,233,3,1.3,0.74,12628|12772|14130,Cfh|Ccr2|Fcgr2b,-1.7,Geneid
GO Biological Processes,19,GO:0030101,natural killer cell activation,19_GO:0002376 immune system process,-4.5,6.6,6.2,20504,106,233,8,3.4,1.2,15902|16641|16642|17059|17101|18514|27007|243655,Id2|Klrc1|Klrc2|Klrb1c|Lyst|Pbx1|Klrk1|Klre1,-1.7,Geneid
GO Biological Processes,19,GO:0002673,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-4.5,10,7,20504,53,233,6,2.6,1,12774|14130|14131|20304|30955|58992,Ccr5|Fcgr2b|Fcgr3|Ccl5|Pik3cg|F12,-1.7,Geneid
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-4.5,3.2,5.1,20504,472,233,17,7.3,1.7,11735|12550|12571|12772|12774|14538|14766|15205|16480|16852|20304|20739|26365|70839|110351|320832|330662,Ank3|Cdh1|Cdk6|Ccr2|Ccr5|Gcnt2|Adgrg1|Hes1|Jup|Lgals1|Ccl5|Spta1|Ceacam1|P2ry12|Rap1gap|Sirpb1a|Dock1,-1.7,Geneid
GO Biological Processes,19,GO:0034109,homotypic cell-cell adhesion,19_GO:0022610 biological adhesion,-4.5,7.8,6.5,20504,79,233,7,3,1.1,11735|12628|16480|16852|20304|26365|70839,Ank3|Cfh|Jup|Lgals1|Ccl5|Ceacam1|P2ry12,-1.7,Geneid
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-4.5,3.7,5.3,20504,337,233,14,6,1.6,15951|16641|16642|16643|17059|17916|19376|20304|22165|26365|27007|71648|140474|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Myo1f|Rab34|Ccl5|Txk|Ceacam1|Klrk1|Optn|Muc4|Klre1,-1.7,Geneid
GO Biological Processes,19,GO:0050727,regulation of inflammatory response,19_GO:0050896 response to stimulus,-4.4,3.6,5.2,20504,342,233,14,6,1.6,12772|12774|14130|14131|17228|19883|20304|22259|30955|52392|58992|74603|210029|329731,Ccr2|Ccr5|Fcgr2b|Fcgr3|Cma1|Rora|Ccl5|Nr1h3|Pik3cg|Macir|F12|Cd200r3|Metrnl|Tafa3,-1.6,Geneid
GO Biological Processes,19,GO:0002835,negative regulation of response to tumor cell,19_GO:0048519 negative regulation of biological process,-4.3,38,10,20504,7,233,3,1.3,0.74,26365|140474|243655,Ceacam1|Muc4|Klre1,-1.6,Geneid
GO Biological Processes,19,GO:0002838,negative regulation of immune response to tumor cell,19_GO:0002376 immune system process,-4.3,38,10,20504,7,233,3,1.3,0.74,26365|140474|243655,Ceacam1|Muc4|Klre1,-1.6,Geneid
GO Biological Processes,19,GO:0002274,myeloid leukocyte activation,19_GO:0002376 immune system process,-4.3,4,5.3,20504,264,233,12,5.2,1.4,12273|12772|14130|14131|15979|17916|19883|20304|22259|27007|246746|329731,C5ar1|Ccr2|Fcgr2b|Fcgr3|Ifngr1|Myo1f|Rora|Ccl5|Nr1h3|Klrk1|Cd300lf|Tafa3,-1.6,Geneid
GO Biological Processes,19,GO:0035082,axoneme assembly,19_GO:0009987 cellular process,-4.3,7.2,6.1,20504,86,233,7,3,1.1,22092|50525|78801|110082|211535|213402|231214,Rsph1|Spag6l|Ak7|Dnah5|Odad1|Armc2|Cc2d2a,-1.5,Geneid
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-4.2,2.8,4.8,20504,598,233,19,8.2,1.8,12557|12628|12772|14130|14131|15007|16641|16642|16643|16904|17059|17101|17916|18646|26365|27007|140474|243655|628398,Cdh17|Cfh|Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Gzmm|Klrb1c|Lyst|Myo1f|Prf1|Ceacam1|Klrk1|Muc4|Klre1|Ighv6-4,-1.5,Geneid
GO Biological Processes,19,GO:0001578,microtubule bundle formation,19_GO:0009987 cellular process,-4.2,5.9,5.8,20504,119,233,8,3.4,1.2,22092|50525|56742|78801|110082|211535|213402|231214,Rsph1|Spag6l|Psrc1|Ak7|Dnah5|Odad1|Armc2|Cc2d2a,-1.5,Geneid
GO Biological Processes,19,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-4.2,6.9,6,20504,89,233,7,3,1.1,15007|16641|16642|16643|17059|27007|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-1.5,Geneid
GO Biological Processes,19,GO:0002347,response to tumor cell,19_GO:0050896 response to stimulus,-4,11,6.7,20504,41,233,5,2.1,0.95,18646|26365|27007|140474|243655,Prf1|Ceacam1|Klrk1|Muc4|Klre1,-1.3,Geneid
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-4,2.7,4.5,20504,628,233,19,8.2,1.8,11735|12273|12771|12772|12774|14131|15902|17101|20304|20305|20308|27226|30955|70839|72349|80901|108699|109700|545156,Ank3|C5ar1|Ccr3|Ccr2|Ccr5|Fcgr3|Id2|Lyst|Ccl5|Ccl6|Ccl9|Pla2g7|Pik3cg|P2ry12|Dusp3|Cxcr6|Chn1|Itga1|Kalrn,-1.3,Geneid
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.9,3.7,4.9,20504,288,233,12,5.2,1.4,11735|12550|12772|12774|14538|15205|16852|20304|20739|26365|110351|320832,Ank3|Cdh1|Ccr2|Ccr5|Gcnt2|Hes1|Lgals1|Ccl5|Spta1|Ceacam1|Rap1gap|Sirpb1a,-1.3,Geneid
GO Biological Processes,19,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,19_GO:0051179 localization,-3.9,10,6.5,20504,43,233,5,2.1,0.95,50525|71870|78801|110082|271639,Spag6l|Cfap45|Ak7|Dnah5|Adcy10,-1.3,Geneid
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.9,5.4,5.4,20504,131,233,8,3.4,1.2,15951|16641|16642|16643|17059|22165|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Txk|Klrk1|Klre1,-1.3,Geneid
Reactome Gene Sets,6,R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-3.8,6.2,5.5,20504,100,233,7,3,1.1,14130|15007|16643|17057|23900|27007|66141,Fcgr2b|H2-Q10|Klrd1|Klrb1a|Hcst|Klrk1|Ifitm3,-1.2,Geneid
GO Biological Processes,19,GO:0002420,natural killer cell mediated cytotoxicity directed against tumor cell target,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,26,8.6,20504,10,233,3,1.3,0.74,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.2,Geneid
GO Biological Processes,19,GO:0002858,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,26,8.6,20504,10,233,3,1.3,0.74,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.2,Geneid
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.8,3.5,4.7,20504,298,233,12,5.2,1.4,12772|14130|14131|15007|16641|16642|16643|17059|26365|27007|140474|243655,Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-1.2,Geneid
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-3.8,4.6,5.1,20504,173,233,9,3.9,1.3,15951|16641|16642|16643|17059|19376|22165|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Rab34|Txk|Klrk1|Klre1,-1.2,Geneid
GO Biological Processes,19,GO:0051607,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,3.8,4.8,20504,255,233,11,4.7,1.4,15951|15959|15979|16523|17086|17101|18646|20304|66141|667370|667373,Ifi204|Ifit3|Ifngr1|Kcnj8|Ncr1|Lyst|Prf1|Ccl5|Ifitm3|Ifit3b|Ifit1bl1,-1.2,Geneid
GO Biological Processes,19,GO:0140546,defense response to symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.8,3.8,4.8,20504,255,233,11,4.7,1.4,15951|15959|15979|16523|17086|17101|18646|20304|66141|667370|667373,Ifi204|Ifit3|Ifngr1|Kcnj8|Ncr1|Lyst|Prf1|Ccl5|Ifitm3|Ifit3b|Ifit1bl1,-1.2,Geneid
GO Biological Processes,19,GO:0006858,extracellular transport,19_GO:0051179 localization,-3.8,9.6,6.2,20504,46,233,5,2.1,0.95,50525|71870|78801|110082|271639,Spag6l|Cfap45|Ak7|Dnah5|Adcy10,-1.2,Geneid
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7,4.1,4.9,20504,217,233,10,4.3,1.3,15951|16641|16642|16643|17059|17916|22165|26365|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Myo1f|Txk|Ceacam1|Klrk1|Klre1,-1.2,Geneid
GO Biological Processes,19,GO:0002855,regulation of natural killer cell mediated immune response to tumor cell,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7,24,8.2,20504,11,233,3,1.3,0.74,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.1,Geneid
GO Biological Processes,19,GO:0002423,natural killer cell mediated immune response to tumor cell,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7,24,8.2,20504,11,233,3,1.3,0.74,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.1,Geneid
GO Biological Processes,19,GO:0002704,negative regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.6,6.9,5.6,20504,76,233,6,2.6,1,12772|14130|16643|26365|140474|243655,Ccr2|Fcgr2b|Klrd1|Ceacam1|Muc4|Klre1,-1.1,Geneid
WikiPathways,27,WP1396,"GPCRs, non-odorant",,-3.6,3.6,4.6,20504,267,233,11,4.7,1.4,12273|12771|12772|14064|14766|70839|80901|94226|108072|230775|319229,C5ar1|Ccr3|Ccr2|F2rl2|Adgrg1|P2ry12|Cxcr6|S1pr5|Grm6|Adgrb2|Sctr,-1.1,Geneid
GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-3.6,3.4,4.5,20504,313,233,12,5.2,1.4,12273|12771|12772|12774|14131|17101|20304|20305|20308|27226|80901|109700,C5ar1|Ccr3|Ccr2|Ccr5|Fcgr3|Lyst|Ccl5|Ccl6|Ccl9|Pla2g7|Cxcr6|Itga1,-1.1,Geneid
Reactome Gene Sets,6,R-MMU-418594,G alpha (i) signalling events,,-3.6,3.6,4.6,20504,269,233,11,4.7,1.4,12273|12771|12774|20304|20305|20308|70839|71729|80901|94226|108072,C5ar1|Ccr3|Ccr5|Ccl5|Ccl6|Ccl9|P2ry12|Rgs12|Cxcr6|S1pr5|Grm6,-1.1,Geneid
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0040011 locomotion,-3.6,3.9,4.7,20504,226,233,10,4.3,1.3,12273|12771|12772|14131|20304|20305|20308|27226|70839|109700,C5ar1|Ccr3|Ccr2|Fcgr3|Ccl5|Ccl6|Ccl9|Pla2g7|P2ry12|Itga1,-1.1,Geneid
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-3.5,3.9,4.7,20504,227,233,10,4.3,1.3,12273|12771|12772|14131|17101|20304|20305|20308|27226|109700,C5ar1|Ccr3|Ccr2|Fcgr3|Lyst|Ccl5|Ccl6|Ccl9|Pla2g7|Itga1,-1.1,Geneid
GO Biological Processes,19,GO:0002456,T cell mediated immunity,19_GO:0002376 immune system process,-3.5,4.8,4.9,20504,147,233,8,3.4,1.2,12557|12772|15007|16643|16904|17101|18646|140474,Cdh17|Ccr2|H2-Q10|Klrd1|Gzmm|Lyst|Prf1|Muc4,-1.1,Geneid
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-3.5,2.5,4.2,20504,623,233,18,7.7,1.7,11735|12273|12771|12772|12774|14131|17101|20304|20305|20308|27226|30955|70839|72349|80901|108699|109700|545156,Ank3|C5ar1|Ccr3|Ccr2|Ccr5|Fcgr3|Lyst|Ccl5|Ccl6|Ccl9|Pla2g7|Pik3cg|P2ry12|Dusp3|Cxcr6|Chn1|Itga1|Kalrn,-1.1,Geneid
GO Biological Processes,19,GO:0034112,positive regulation of homotypic cell-cell adhesion,19_GO:0022610 biological adhesion,-3.5,22,7.8,20504,12,233,3,1.3,0.74,11735|16852|20304,Ank3|Lgals1|Ccl5,-1.1,Geneid
GO Biological Processes,19,GO:0002837,regulation of immune response to tumor cell,19_GO:0002376 immune system process,-3.5,12,6.4,20504,29,233,4,1.7,0.85,26365|27007|140474|243655,Ceacam1|Klrk1|Muc4|Klre1,-1.1,Geneid
GO Biological Processes,19,GO:0002834,regulation of response to tumor cell,19_GO:0050896 response to stimulus,-3.5,12,6.4,20504,29,233,4,1.7,0.85,26365|27007|140474|243655,Ceacam1|Klrk1|Muc4|Klre1,-1.1,Geneid
Reactome Gene Sets,6,R-MMU-2424491,DAP12 signaling,,-3.5,8.3,5.7,20504,53,233,5,2.1,0.95,15007|16641|16642|16643|27007,H2-Q10|Klrc1|Klrc2|Klrd1|Klrk1,-1,Geneid
GO Biological Processes,19,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-3.5,12,6.3,20504,30,233,4,1.7,0.85,16643|26365|140474|243655,Klrd1|Ceacam1|Muc4|Klre1,-1,Geneid
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-3.4,3.7,4.5,20504,236,233,10,4.3,1.3,14130|15951|16643|19883|22259|26365|52392|210029|243655|329731,Fcgr2b|Ifi204|Klrd1|Rora|Nr1h3|Ceacam1|Macir|Metrnl|Klre1|Tafa3,-0.98,Geneid
Reactome Gene Sets,6,R-MMU-418990,Adherens junctions interactions,,-3.3,11,6.1,20504,32,233,4,1.7,0.85,12550|12557|16480|239096,Cdh1|Cdh17|Jup|Cdh24,-0.91,Geneid
GO Biological Processes,19,GO:0002708,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-3.3,4.5,4.7,20504,158,233,8,3.4,1.2,14131|15007|16641|16642|16643|17059|27007|243655,Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-0.91,Geneid
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-3.3,2.6,4.1,20504,541,233,16,6.9,1.7,12273|12628|12771|12772|13819|14766|16480|17228|19883|20304|26365|30955|69219|71690|76905|230775,C5ar1|Cfh|Ccr3|Ccr2|Epas1|Adgrg1|Jup|Cma1|Rora|Ccl5|Ceacam1|Pik3cg|Ddah1|Esm1|Lrg1|Adgrb2,-0.89,Geneid
GO Biological Processes,19,GO:0002675,positive regulation of acute inflammatory response,19_GO:0048518 positive regulation of biological process,-3.3,11,6,20504,33,233,4,1.7,0.85,12774|14131|20304|30955,Ccr5|Fcgr3|Ccl5|Pik3cg,-0.88,Geneid
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-3.3,2.3,3.9,20504,770,233,20,8.6,1.8,12772|14130|15205|15902|16641|16642|16852|17101|19883|20304|20739|22165|22259|26365|27007|72349|246746|320832|329731|628398,Ccr2|Fcgr2b|Hes1|Id2|Klrc1|Klrc2|Lgals1|Lyst|Rora|Ccl5|Spta1|Txk|Nr1h3|Ceacam1|Klrk1|Dusp3|Cd300lf|Sirpb1a|Tafa3|Ighv6-4,-0.87,Geneid
GO Biological Processes,19,GO:0003341,cilium movement,19_GO:0009987 cellular process,-3.3,3.9,4.5,20504,203,233,9,3.9,1.3,50525|71233|71870|78801|106757|110082|211535|213402|271639,Spag6l|Enkur|Cfap45|Ak7|Catsperd|Dnah5|Odad1|Armc2|Adcy10,-0.87,Geneid
GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-3.3,2.3,3.9,20504,772,233,20,8.6,1.8,11735|12550|12571|12772|12774|14538|14766|15205|16480|16852|17916|20304|20739|26365|70839|72349|110351|140474|320832|330662,Ank3|Cdh1|Cdk6|Ccr2|Ccr5|Gcnt2|Adgrg1|Hes1|Jup|Lgals1|Myo1f|Ccl5|Spta1|Ceacam1|P2ry12|Dusp3|Rap1gap|Muc4|Sirpb1a|Dock1,-0.87,Geneid
GO Biological Processes,19,GO:0002548,monocyte chemotaxis,19_GO:0040011 locomotion,-3.3,7.5,5.3,20504,59,233,5,2.1,0.95,12772|20304|20305|20308|27226,Ccr2|Ccl5|Ccl6|Ccl9|Pla2g7,-0.87,Geneid
Reactome Gene Sets,6,R-MMU-388396,GPCR downstream signalling,,-3.2,2.6,4,20504,549,233,16,6.9,1.7,12273|12771|12774|14064|14163|20304|20305|20308|30955|70839|71729|80901|94226|108072|319229|545156,C5ar1|Ccr3|Ccr5|F2rl2|Fgd1|Ccl5|Ccl6|Ccl9|Pik3cg|P2ry12|Rgs12|Cxcr6|S1pr5|Grm6|Sctr|Kalrn,-0.86,Geneid
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-3.2,4.9,4.7,20504,127,233,7,3,1.1,12273|12771|14131|20304|20305|20308|109700,C5ar1|Ccr3|Fcgr3|Ccl5|Ccl6|Ccl9|Itga1,-0.82,Geneid
GO Biological Processes,19,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,19_GO:0022610 biological adhesion,-3.2,10,5.7,20504,35,233,4,1.7,0.85,12550|12557|26365|239096,Cdh1|Cdh17|Ceacam1|Cdh24,-0.82,Geneid
