Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-3.4,4.6,4.8,20504,219,164,8,4.9,1.7,27413|52815|56050|66968|69219|74121|216188|232078,Abcb11|Ldhd|Cyp39a1|Plin5|Ddah1|Acoxl|Aldh1l2|Thnsl2,-0.33,Geneid
GO Biological Processes,19,GO:0034109,homotypic cell-cell adhesion,19_GO:0022610 biological adhesion,-3.4,7.9,5.5,20504,79,164,5,3,1.3,11555|18793|20304|26365|216033,Adrb2|Plaur|Ccl5|Ceacam1|Ctnna3,-0.33,Geneid
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-3.4,2.6,4.1,20504,766,164,16,9.8,2.3,11482|12550|12826|13048|13497|13631|13823|14083|17127|17999|18479|20971|26365|58220|252973|545156,Acvrl1|Cdh1|Col4a1|Cux2|Drp2|Eef2k|Epb41l3|Ptk2|Smad3|Nedd4|Pak1|Sdc4|Ceacam1|Pard6b|Grhl2|Kalrn,-0.33,Geneid
GO Biological Processes,19,GO:0050680,negative regulation of epithelial cell proliferation,19_GO:0048519 negative regulation of biological process,-3.3,5.1,4.9,20504,171,164,7,4.3,1.6,11482|12550|12571|12579|18028|26365|328949,Acvrl1|Cdh1|Cdk6|Cdkn2b|Nfib|Ceacam1|Mcc,-0.33,Geneid
GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-3.2,2.9,4.1,20504,558,164,13,7.9,2.1,11482|11555|12290|14083|15902|17127|17888|17970|26365|29856|50490|69219|216033,Acvrl1|Adrb2|Cacna1e|Ptk2|Id2|Smad3|Myh6|Ncf2|Ceacam1|Smtn|Nox4|Ddah1|Ctnna3,-0.27,Geneid
KEGG Pathway,24,mmu04650,Natural killer cell mediated cytotoxicity,,-3.2,5.8,4.9,20504,129,164,6,3.7,1.5,15979|17086|18479|18646|18752|19055,Ifngr1|Ncr1|Pak1|Prf1|Prkcg|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0035082,axoneme assembly,19_GO:0009987 cellular process,-3.2,7.3,5.2,20504,86,164,5,3,1.3,50525|54562|212517|213402|381738,Spag6l|Lrrc6|Cfap44|Armc2|Drc1,-0.26,Geneid
KEGG Pathway,24,ko04020,Calcium signaling pathway,,-3.2,4.8,4.6,20504,183,164,7,4.3,1.6,11555|12290|12322|14676|18679|18752|19055,Adrb2|Cacna1e|Camk2a|Gna15|Phka1|Prkcg|Ppp3ca,-0.26,Geneid
KEGG Pathway,24,mmu04020,Calcium signaling pathway,,-3.1,4.7,4.6,20504,185,164,7,4.3,1.6,11555|12290|12322|14676|18679|18752|19055,Adrb2|Cacna1e|Camk2a|Gna15|Phka1|Prkcg|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0009749,response to glucose,19_GO:0050896 response to stimulus,-3.1,4.7,4.6,20504,186,164,7,4.3,1.6,12290|17970|19055|19376|21416|50490|545192,Cacna1e|Ncf2|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0099170,postsynaptic modulation of chemical synaptic transmission,19_GO:0023052 signaling,-3.1,16,6.6,20504,23,164,3,1.8,1,12550|17999|19055,Cdh1|Nedd4|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0009746,response to hexose,19_GO:0050896 response to stimulus,-3.1,4.6,4.5,20504,189,164,7,4.3,1.6,12290|17970|19055|19376|21416|50490|545192,Cacna1e|Ncf2|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0034284,response to monosaccharide,19_GO:0050896 response to stimulus,-3.1,4.6,4.5,20504,190,164,7,4.3,1.6,12290|17970|19055|19376|21416|50490|545192,Cacna1e|Ncf2|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0048814,regulation of dendrite morphogenesis,19_GO:0032502 developmental process,-3,6.7,5,20504,93,164,5,3,1.3,13048|13631|17999|19055|545156,Cux2|Eef2k|Nedd4|Ppp3ca|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0090257,regulation of muscle system process,19_GO:0032501 multicellular organismal process,-3,3.9,4.2,20504,255,164,8,4.9,1.7,11555|14083|17127|18479|19055|21957|29856|216033,Adrb2|Ptk2|Smad3|Pak1|Ppp3ca|Tnnt3|Smtn|Ctnna3,-0.26,Geneid
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.9,2.8,3.8,20504,528,164,12,7.3,2,11482|11555|12290|14083|15902|17127|17888|17970|26365|29856|69219|216033,Acvrl1|Adrb2|Cacna1e|Ptk2|Id2|Smad3|Myh6|Ncf2|Ceacam1|Smtn|Ddah1|Ctnna3,-0.26,Geneid
GO Biological Processes,19,GO:0014898,cardiac muscle hypertrophy in response to stress,19_GO:0032501 multicellular organismal process,-2.9,14,6.2,20504,26,164,3,1.8,1,17127|17888|19055,Smad3|Myh6|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0003299,muscle hypertrophy in response to stress,19_GO:0032501 multicellular organismal process,-2.9,14,6.2,20504,26,164,3,1.8,1,17127|17888|19055,Smad3|Myh6|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0071333,cellular response to glucose stimulus,19_GO:0050896 response to stimulus,-2.9,5.1,4.5,20504,146,164,6,3.7,1.5,12290|19055|19376|21416|50490|545192,Cacna1e|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0007528,neuromuscular junction development,19_GO:0009987 cellular process,-2.9,8.6,5.2,20504,58,164,4,2.4,1.2,12826|17999|18479|545156,Col4a1|Nedd4|Pak1|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0051496,positive regulation of stress fiber assembly,19_GO:0048518 positive regulation of biological process,-2.9,8.6,5.2,20504,58,164,4,2.4,1.2,17127|18479|20971|50490,Smad3|Pak1|Sdc4|Nox4,-0.26,Geneid
GO Biological Processes,19,GO:0071331,cellular response to hexose stimulus,19_GO:0050896 response to stimulus,-2.9,5.1,4.5,20504,148,164,6,3.7,1.5,12290|19055|19376|21416|50490|545192,Cacna1e|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0044458,motile cilium assembly,19_GO:0009987 cellular process,-2.9,8.5,5.2,20504,59,164,4,2.4,1.2,50525|54562|212517|213402,Spag6l|Lrrc6|Cfap44|Armc2,-0.26,Geneid
GO Biological Processes,19,GO:0014887,cardiac muscle adaptation,19_GO:0032501 multicellular organismal process,-2.9,14,6,20504,27,164,3,1.8,1,17127|17888|19055,Smad3|Myh6|Ppp3ca,-0.26,Geneid
GO Biological Processes,19,GO:0071326,cellular response to monosaccharide stimulus,19_GO:0050896 response to stimulus,-2.9,5,4.4,20504,149,164,6,3.7,1.5,12290|19055|19376|21416|50490|545192,Cacna1e|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0009743,response to carbohydrate,19_GO:0050896 response to stimulus,-2.9,4.3,4.2,20504,204,164,7,4.3,1.6,12290|17970|19055|19376|21416|50490|545192,Cacna1e|Ncf2|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-2.9,3.1,3.9,20504,397,164,10,6.1,1.9,11555|15902|17127|18028|18793|19055|21416|54562|97165|228775,Adrb2|Id2|Smad3|Nfib|Plaur|Ppp3ca|Tcf7l2|Lrrc6|Hmgb2|Trib3,-0.26,Geneid
GO Biological Processes,19,GO:0120316,sperm flagellum assembly,19_GO:0051704 multi-organism process,-2.8,13,5.9,20504,28,164,3,1.8,1,50525|212517|213402,Spag6l|Cfap44|Armc2,-0.26,Geneid
GO Biological Processes,19,GO:0007288,sperm axoneme assembly,19_GO:0051704 multi-organism process,-2.8,13,5.9,20504,28,164,3,1.8,1,50525|212517|213402,Spag6l|Cfap44|Armc2,-0.26,Geneid
GO Biological Processes,19,GO:0014909,smooth muscle cell migration,19_GO:0040011 locomotion,-2.8,6.1,4.6,20504,103,164,5,3,1.3,14083|18479|20304|50490|545156,Ptk2|Pak1|Ccl5|Nox4|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0003300,cardiac muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.8,6,4.6,20504,104,164,5,3,1.3,14083|17127|17888|18479|19055,Ptk2|Smad3|Myh6|Pak1|Ppp3ca,-0.26,Geneid
KEGG Pathway,24,ko04390,Hippo signaling pathway,,-2.8,4.9,4.3,20504,154,164,6,3.7,1.5,12550|15902|17127|21416|58220|216033,Cdh1|Id2|Smad3|Tcf7l2|Pard6b|Ctnna3,-0.26,Geneid
GO Biological Processes,19,GO:0030042,actin filament depolymerization,19_GO:0009987 cellular process,-2.8,8.1,5,20504,62,164,4,2.4,1.2,20741|22351|50874|194401,Sptb|Vill|Tmod4|Mical3,-0.26,Geneid
GO Biological Processes,19,GO:0061003,positive regulation of dendritic spine morphogenesis,19_GO:0048518 positive regulation of biological process,-2.8,13,5.8,20504,29,164,3,1.8,1,13048|13631|545156,Cux2|Eef2k|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0060285,cilium-dependent cell motility,19_GO:0040011 locomotion,-2.8,4.8,4.3,20504,156,164,6,3.7,1.5,12290|50525|54562|212517|213402|381738,Cacna1e|Spag6l|Lrrc6|Cfap44|Armc2|Drc1,-0.26,Geneid
GO Biological Processes,19,GO:0001539,cilium or flagellum-dependent cell motility,19_GO:0040011 locomotion,-2.8,4.8,4.3,20504,156,164,6,3.7,1.5,12290|50525|54562|212517|213402|381738,Cacna1e|Spag6l|Lrrc6|Cfap44|Armc2|Drc1,-0.26,Geneid
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-2.8,2.9,3.7,20504,477,164,11,6.7,2,11979|12550|15902|17127|18028|18514|18793|18812|21416|26365|545156,Atp7b|Cdh1|Id2|Smad3|Nfib|Pbx1|Plaur|Prl2c3|Tcf7l2|Ceacam1|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-2.8,7.9,5,20504,63,164,4,2.4,1.2,14083|18479|20304|50490,Ptk2|Pak1|Ccl5|Nox4,-0.26,Geneid
KEGG Pathway,24,ko05146,Amoebiasis,,-2.8,5.9,4.5,20504,106,164,5,3,1.3,12826|14083|14676|18752|20723,Col4a1|Ptk2|Gna15|Prkcg|Serpinb9,-0.26,Geneid
GO Biological Processes,19,GO:0071322,cellular response to carbohydrate stimulus,19_GO:0050896 response to stimulus,-2.8,4.8,4.3,20504,157,164,6,3.7,1.5,12290|19055|19376|21416|50490|545192,Cacna1e|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.26,Geneid
KEGG Pathway,24,mmu04390,Hippo signaling pathway,,-2.8,4.8,4.3,20504,157,164,6,3.7,1.5,12550|15902|17127|21416|58220|216033,Cdh1|Id2|Smad3|Tcf7l2|Pard6b|Ctnna3,-0.26,Geneid
GO Biological Processes,19,GO:0033555,multicellular organismal response to stress,19_GO:0032501 multicellular organismal process,-2.8,5.8,4.5,20504,107,164,5,3,1.3,12290|18752|19055|237253|545156,Cacna1e|Prkcg|Ppp3ca|Lrp11|Kalrn,-0.26,Geneid
GO Biological Processes,19,GO:0090109,regulation of cell-substrate junction assembly,19_GO:0050789 regulation of biological process,-2.8,7.8,4.9,20504,64,164,4,2.4,1.2,11482|14083|17127|20971,Acvrl1|Ptk2|Smad3|Sdc4,-0.26,Geneid
GO Biological Processes,19,GO:0051893,regulation of focal adhesion assembly,19_GO:0022610 biological adhesion,-2.8,7.8,4.9,20504,64,164,4,2.4,1.2,11482|14083|17127|20971,Acvrl1|Ptk2|Smad3|Sdc4,-0.26,Geneid
GO Biological Processes,19,GO:0014897,striated muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.8,5.8,4.5,20504,108,164,5,3,1.3,14083|17127|17888|18479|19055,Ptk2|Smad3|Myh6|Pak1|Ppp3ca,-0.26,Geneid
KEGG Pathway,24,mmu05146,Amoebiasis,,-2.8,5.8,4.5,20504,108,164,5,3,1.3,12826|14083|14676|18752|20723,Col4a1|Ptk2|Gna15|Prkcg|Serpinb9,-0.26,Geneid
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-2.7,4,4,20504,217,164,7,4.3,1.6,27413|52815|56050|66968|69219|74121|216188,Abcb11|Ldhd|Cyp39a1|Plin5|Ddah1|Acoxl|Aldh1l2,-0.25,Geneid
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-2.7,3.6,3.9,20504,280,164,8,4.9,1.7,17127|18479|20741|20971|22351|50490|50874|623781,Smad3|Pak1|Sptb|Sdc4|Vill|Nox4|Tmod4|Gm14137,-0.25,Geneid
GO Biological Processes,19,GO:0045922,negative regulation of fatty acid metabolic process,19_GO:0048519 negative regulation of biological process,-2.7,12,5.6,20504,31,164,3,1.8,1,26365|66968|228775,Ceacam1|Plin5|Trib3,-0.25,Geneid
GO Biological Processes,19,GO:0014896,muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.7,5.7,4.4,20504,110,164,5,3,1.3,14083|17127|17888|18479|19055,Ptk2|Smad3|Myh6|Pak1|Ppp3ca,-0.25,Geneid
KEGG Pathway,24,ko04720,Long-term potentiation,,-2.7,7.5,4.8,20504,67,164,4,2.4,1.2,12322|18752|19055|67071,Camk2a|Prkcg|Ppp3ca|Rps6ka6,-0.24,Geneid
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0048519 negative regulation of biological process,-2.7,2.4,3.5,20504,723,164,14,8.5,2.2,11482|12571|12579|14083|15902|17127|18479|18514|19055|21416|26365|228775|252973|329278,Acvrl1|Cdk6|Cdkn2b|Ptk2|Id2|Smad3|Pak1|Pbx1|Ppp3ca|Tcf7l2|Ceacam1|Trib3|Grhl2|Tnn,-0.24,Geneid
Reactome Gene Sets,6,R-MMU-390522,Striated Muscle Contraction,,-2.7,12,5.4,20504,32,164,3,1.8,1,17888|21957|50874,Myh6|Tnnt3|Tmod4,-0.24,Geneid
GO Biological Processes,19,GO:0032233,positive regulation of actin filament bundle assembly,19_GO:0048518 positive regulation of biological process,-2.7,7.4,4.7,20504,68,164,4,2.4,1.2,17127|18479|20971|50490,Smad3|Pak1|Sdc4|Nox4,-0.24,Geneid
GO Biological Processes,19,GO:0045668,negative regulation of osteoblast differentiation,19_GO:0048519 negative regulation of biological process,-2.7,7.4,4.7,20504,68,164,4,2.4,1.2,12571|15902|17127|329278,Cdk6|Id2|Smad3|Tnn,-0.24,Geneid
KEGG Pathway,24,mmu04720,Long-term potentiation,,-2.7,7.4,4.7,20504,68,164,4,2.4,1.2,12322|18752|19055|67071,Camk2a|Prkcg|Ppp3ca|Rps6ka6,-0.24,Geneid
GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0022610 biological adhesion,-2.6,3.9,3.9,20504,225,164,7,4.3,1.6,11482|12571|14083|17127|20971|22793|329278,Acvrl1|Cdk6|Ptk2|Smad3|Sdc4|Zyx|Tnn,-0.24,Geneid
GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,19_GO:0050789 regulation of biological process,-2.6,7.2,4.7,20504,69,164,4,2.4,1.2,11482|14083|17127|20971,Acvrl1|Ptk2|Smad3|Sdc4,-0.24,Geneid
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-2.6,2.9,3.6,20504,425,164,10,6.1,1.9,11555|14083|17127|17888|18479|19055|21957|29856|50874|216033,Adrb2|Ptk2|Smad3|Myh6|Pak1|Ppp3ca|Tnnt3|Smtn|Tmod4|Ctnna3,-0.24,Geneid
GO Biological Processes,19,GO:0001678,cellular glucose homeostasis,19_GO:0065007 biological regulation,-2.6,4.5,4.1,20504,167,164,6,3.7,1.5,12290|19055|19376|21416|50490|545192,Cacna1e|Ppp3ca|Rab34|Tcf7l2|Nox4|Baiap3,-0.24,Geneid
GO Biological Processes,19,GO:0014812,muscle cell migration,19_GO:0040011 locomotion,-2.6,5.3,4.2,20504,117,164,5,3,1.3,14083|18479|20304|50490|545156,Ptk2|Pak1|Ccl5|Nox4|Kalrn,-0.2,Geneid
KEGG Pathway,24,ko04520,Adherens junction,,-2.6,6.9,4.5,20504,72,164,4,2.4,1.2,12550|17127|21416|216033,Cdh1|Smad3|Tcf7l2|Ctnna3,-0.19,Geneid
KEGG Pathway,24,mmu04520,Adherens junction,,-2.6,6.9,4.5,20504,72,164,4,2.4,1.2,12550|17127|21416|216033,Cdh1|Smad3|Tcf7l2|Ctnna3,-0.19,Geneid
GO Biological Processes,19,GO:0001578,microtubule bundle formation,19_GO:0009987 cellular process,-2.6,5.3,4.2,20504,119,164,5,3,1.3,50525|54562|212517|213402|381738,Spag6l|Lrrc6|Cfap44|Armc2|Drc1,-0.18,Geneid
GO Biological Processes,19,GO:0051017,actin filament bundle assembly,19_GO:0009987 cellular process,-2.5,4.3,3.9,20504,175,164,6,3.7,1.5,17127|18479|20971|22793|50490|50525,Smad3|Pak1|Sdc4|Zyx|Nox4|Spag6l,-0.17,Geneid
KEGG Pathway,24,ko04360,Axon guidance,,-2.5,4.3,3.9,20504,175,164,6,3.7,1.5,12322|13639|14083|18479|19055|58220,Camk2a|Efna4|Ptk2|Pak1|Ppp3ca|Pard6b,-0.17,Geneid
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0008152 metabolic process,-2.5,5.2,4.1,20504,121,164,5,3,1.3,27413|52815|56050|66968|74121,Abcb11|Ldhd|Cyp39a1|Plin5|Acoxl,-0.17,Geneid
Reactome Gene Sets,6,R-MMU-3858494,Beta-catenin independent WNT signaling,,-2.5,5.2,4.1,20504,121,164,5,3,1.3,12322|18587|18752|19055|21416,Camk2a|Pde6b|Prkcg|Ppp3ca|Tcf7l2,-0.17,Geneid
GO Biological Processes,19,GO:0010611,regulation of cardiac muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.5,6.8,4.5,20504,74,164,4,2.4,1.2,14083|17127|18479|19055,Ptk2|Smad3|Pak1|Ppp3ca,-0.17,Geneid
GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-2.5,2.8,3.5,20504,442,164,10,6.1,1.9,11482|12550|13048|13631|13823|14083|17127|20971|58220|252973,Acvrl1|Cdh1|Cux2|Eef2k|Epb41l3|Ptk2|Smad3|Sdc4|Pard6b|Grhl2,-0.17,Geneid
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-2.5,2.3,3.3,20504,756,164,14,8.5,2.2,17127|17888|18479|20741|20971|21957|22351|22793|50490|50525|50874|194401|216033|623781,Smad3|Myh6|Pak1|Sptb|Sdc4|Tnnt3|Vill|Zyx|Nox4|Spag6l|Tmod4|Mical3|Ctnna3|Gm14137,-0.17,Geneid
GO Biological Processes,19,GO:0046777,protein autophosphorylation,19_GO:0008152 metabolic process,-2.5,3.7,3.7,20504,238,164,7,4.3,1.6,12322|13631|14083|18479|18679|18752|102414,Camk2a|Eef2k|Ptk2|Pak1|Phka1|Prkcg|Clk3,-0.17,Geneid
GO Biological Processes,19,GO:0061572,actin filament bundle organization,19_GO:0009987 cellular process,-2.5,4.2,3.9,20504,178,164,6,3.7,1.5,17127|18479|20971|22793|50490|50525,Smad3|Pak1|Sdc4|Zyx|Nox4|Spag6l,-0.17,Geneid
KEGG Pathway,24,mmu04360,Axon guidance,,-2.5,4.2,3.9,20504,178,164,6,3.7,1.5,12322|13639|14083|18479|19055|58220,Camk2a|Efna4|Ptk2|Pak1|Ppp3ca|Pard6b,-0.17,Geneid
GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-2.5,2.3,3.3,20504,759,164,14,8.5,2.2,11555|12290|12322|18752|18812|19055|19376|20304|20971|21416|27413|83671|545156|545192,Adrb2|Cacna1e|Camk2a|Prkcg|Prl2c3|Ppp3ca|Rab34|Ccl5|Sdc4|Tcf7l2|Abcb11|Sytl2|Kalrn|Baiap3,-0.17,Geneid
GO Biological Processes,19,GO:0014743,regulation of muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.5,6.5,4.3,20504,77,164,4,2.4,1.2,14083|17127|18479|19055,Ptk2|Smad3|Pak1|Ppp3ca,-0.15,Geneid
WikiPathways,27,WP2292,Chemokine signaling pathway,,-2.5,4.1,3.8,20504,181,164,6,3.7,1.5,14083|18479|20290|20304|23832|80901,Ptk2|Pak1|Ccl1|Ccl5|Xcr1|Cxcr6,-0.15,Geneid
GO Biological Processes,19,GO:0043500,muscle adaptation,19_GO:0032501 multicellular organismal process,-2.4,4.9,4,20504,127,164,5,3,1.3,14083|17127|17888|18479|19055,Ptk2|Smad3|Myh6|Pak1|Ppp3ca,-0.13,Geneid
GO Biological Processes,19,GO:0048659,smooth muscle cell proliferation,19_GO:0009987 cellular process,-2.4,4.1,3.8,20504,184,164,6,3.7,1.5,14083|15902|18479|20304|21416|545156,Ptk2|Id2|Pak1|Ccl5|Tcf7l2|Kalrn,-0.13,Geneid
GO Biological Processes,19,GO:0060996,dendritic spine development,19_GO:0032502 developmental process,-2.4,4.9,4,20504,128,164,5,3,1.3,12322|13048|13631|18479|545156,Camk2a|Cux2|Eef2k|Pak1|Kalrn,-0.13,Geneid
GO Biological Processes,19,GO:0001952,regulation of cell-matrix adhesion,19_GO:0022610 biological adhesion,-2.4,4.9,4,20504,128,164,5,3,1.3,11482|12571|14083|17127|20971,Acvrl1|Cdk6|Ptk2|Smad3|Sdc4,-0.13,Geneid
KEGG Pathway,24,ko04062,Chemokine signaling pathway,,-2.4,4.1,3.7,20504,185,164,6,3.7,1.5,14083|18479|20290|20304|23832|80901,Ptk2|Pak1|Ccl1|Ccl5|Xcr1|Cxcr6,-0.13,Geneid
GO Biological Processes,19,GO:0048813,dendrite morphogenesis,19_GO:0032502 developmental process,-2.4,4,3.7,20504,186,164,6,3.7,1.5,12322|13048|13631|17999|19055|545156,Camk2a|Cux2|Eef2k|Nedd4|Ppp3ca|Kalrn,-0.12,Geneid
GO Biological Processes,19,GO:0048265,response to pain,19_GO:0032501 multicellular organismal process,-2.4,9.4,4.8,20504,40,164,3,1.8,1,12290|18752|545156,Cacna1e|Prkcg|Kalrn,-0.11,Geneid
KEGG Pathway,24,mmu04062,Chemokine signaling pathway,,-2.4,4,3.7,20504,188,164,6,3.7,1.5,14083|18479|20290|20304|23832|80901,Ptk2|Pak1|Ccl1|Ccl5|Xcr1|Cxcr6,-0.11,Geneid
