_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,M1,1,0
1,-2.1,GO:0051492,regulation of stress fiber assembly,M1,1,0
1,-2.2,GO:0032970,regulation of actin filament-based process,M1,1,0
1,-2.3,GO:0043462,regulation of ATPase activity,M1,1,0
1,-2.8,GO:0071322,cellular response to carbohydrate stimulus,M1,1,0
1,-2.3,GO:0048812,neuron projection morphogenesis,M1,1,0
1,-2.3,GO:0050773,regulation of dendrite development,M1,1,0
1,-2.9,GO:0051496,positive regulation of stress fiber assembly,M1,1,0
1,-2.1,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-2.1,GO:0045216,cell-cell junction organization,M1,1,0
1,-2.1,GO:0045667,regulation of osteoblast differentiation,M1,1,0
1,-2.2,ko05205,Proteoglycans in cancer,M1,1,0
1,-3.5,GO:0043149,stress fiber assembly,M1,1,0
1,-3.5,GO:0010762,regulation of fibroblast migration,M1,1,0
1,-2.9,GO:0007528,neuromuscular junction development,M1,1,0
1,-2.1,GO:1901888,regulation of cell junction assembly,M1,1,0
1,-2.2,GO:0030218,erythrocyte differentiation,M1,1,0
1,-2.3,GO:0051693,actin filament capping,M1,1,0
1,-2,GO:0042060,wound healing,M1,1,0
1,-2.1,GO:0032990,cell part morphogenesis,M1,1,0
1,-2,GO:0045777,positive regulation of blood pressure,M1,1,0
1,-2.6,GO:0003012,muscle system process,M1,1,0
1,-2.6,GO:0150116,regulation of cell-substrate junction organization,M1,1,0
1,-2.5,R-MMU-3858494,Beta-catenin independent WNT signaling,M1,1,0
1,-2.1,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-3.1,mmu04020,Calcium signaling pathway,M1,1,0
1,-2,GO:0150115,cell-substrate junction organization,M1,1,0
1,-2.8,GO:0060285,cilium-dependent cell motility,M1,1,0
1,-3.4,GO:0034109,homotypic cell-cell adhesion,M1,1,0
1,-2.2,GO:0014910,regulation of smooth muscle cell migration,M1,1,0
1,-2,GO:0048546,digestive tract morphogenesis,M1,1,0
1,-2,GO:0031589,cell-substrate adhesion,M1,1,0
1,-3.5,GO:0030038,contractile actin filament bundle assembly,M1,1,0
1,-3.2,GO:0003013,circulatory system process,M1,1,0
1,-2.5,ko04360,Axon guidance,M1,1,0
1,-2.3,GO:0048041,focal adhesion assembly,M1,1,0
1,-2.4,ko05222,Small cell lung cancer,M1,1,0
1,-2.9,GO:0051098,regulation of binding,M1,1,0
1,-2.8,GO:0007288,sperm axoneme assembly,M1,1,0
1,-2.7,GO:0110053,regulation of actin filament organization,M1,1,0
1,-2.7,GO:0046395,carboxylic acid catabolic process,M1,1,0
1,-2.3,GO:0030317,flagellated sperm motility,M1,1,0
1,-2.8,GO:0030042,actin filament depolymerization,M1,1,0
1,-2.4,GO:0090090,negative regulation of canonical Wnt signaling pathway,M1,1,0
1,-2,GO:0032956,regulation of actin cytoskeleton organization,M1,1,0
1,-2.3,GO:0098771,inorganic ion homeostasis,M1,1,0
1,-3.1,GO:0009749,response to glucose,M1,1,0
1,-2.9,GO:0071326,cellular response to monosaccharide stimulus,M1,1,0
1,-2.7,GO:0032233,positive regulation of actin filament bundle assembly,M1,1,0
1,-2.7,GO:0045668,negative regulation of osteoblast differentiation,M1,1,0
1,-2.5,GO:0014743,regulation of muscle hypertrophy,M1,1,0
1,-2.8,GO:0120316,sperm flagellum assembly,M1,1,0
1,-2.1,mmu05205,Proteoglycans in cancer,M1,1,0
1,-2.9,GO:0008015,blood circulation,M1,1,0
1,-3.3,GO:0050680,negative regulation of epithelial cell proliferation,M1,1,0
1,-2.4,mmu04062,Chemokine signaling pathway,M1,1,0
1,-2.9,GO:0014898,cardiac muscle hypertrophy in response to stress,M1,1,0
1,-2.1,ko05213,Endometrial cancer,M1,1,0
1,-2.8,GO:0048732,gland development,M1,1,0
1,-2.8,GO:0014909,smooth muscle cell migration,M1,1,0
1,-3.5,GO:0007015,actin filament organization,M1,1,0
1,-2.3,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-2.3,mmu04012,ErbB signaling pathway,M1,1,0
1,-3.2,mmu04650,Natural killer cell mediated cytotoxicity,M1,1,0
1,-2,mmu05142,Chagas disease (American trypanosomiasis),M1,1,0
1,-2.7,mmu04720,Long-term potentiation,M1,1,0
1,-2.5,GO:0072329,monocarboxylic acid catabolic process,M1,1,0
1,-2.3,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.1,GO:0045646,regulation of erythrocyte differentiation,M1,1,0
1,-2.4,ko04062,Chemokine signaling pathway,M1,1,0
1,-2.5,GO:0034329,cell junction assembly,M1,1,0
1,-3.1,GO:0034284,response to monosaccharide,M1,1,0
1,-2.3,GO:0046621,negative regulation of organ growth,M1,1,0
1,-2.8,GO:0014897,striated muscle hypertrophy,M1,1,0
1,-4,GO:0050678,regulation of epithelial cell proliferation,M1,1,0
1,-2.2,ko04310,Wnt signaling pathway,M1,1,0
1,-2.1,GO:0014888,striated muscle adaptation,M1,1,0
1,-2.8,GO:0051893,regulation of focal adhesion assembly,M1,1,0
1,-2.4,GO:0048813,dendrite morphogenesis,M1,1,0
1,-4.1,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-2.6,GO:0001578,microtubule bundle formation,M1,1,0
1,-2.8,ko04390,Hippo signaling pathway,M1,1,0
1,-2,GO:0055080,cation homeostasis,M1,1,0
1,-2.9,GO:0071331,cellular response to hexose stimulus,M1,1,0
1,-2.5,mmu04360,Axon guidance,M1,1,0
1,-2.2,R-MMU-75153,Apoptotic execution phase,M1,1,0
1,-2,GO:0019217,regulation of fatty acid metabolic process,M1,1,0
1,-2.8,GO:0001539,cilium or flagellum-dependent cell motility,M1,1,0
1,-2,GO:0048247,lymphocyte chemotaxis,M1,1,0
1,-3.4,GO:0016054,organic acid catabolic process,M1,1,0
1,-2.4,GO:0048265,response to pain,M1,1,0
1,-2,GO:0007173,epidermal growth factor receptor signaling pathway,M1,1,0
1,-3.7,GO:0034110,regulation of homotypic cell-cell adhesion,M1,1,0
1,-2.8,GO:0090109,regulation of cell-substrate junction assembly,M1,1,0
1,-2.3,GO:0042330,taxis,M1,1,0
1,-2.3,ko04510,Focal adhesion,M1,1,0
1,-2.3,mmu05222,Small cell lung cancer,M1,1,0
1,-2.9,GO:0071333,cellular response to glucose stimulus,M1,1,0
1,-2.4,GO:0007179,transforming growth factor beta receptor signaling pathway,M1,1,0
1,-2.2,GO:0044282,small molecule catabolic process,M1,1,0
