Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0048519 negative regulation of biological process,-3.9,2.6,4.5,20580,730,205,19,9.3,2,11482|12579|14083|15901|16190|17127|17869|18479|18708|19055|20351|21416|22695|26365|50794|68010|223435|228775|329278,Acvrl1|Cdkn2b|Ptk2|Id1|Il4ra|Smad3|Myc|Pak1|Pik3r1|Ppp3ca|Sema4a|Tcf7l2|Zfp36|Ceacam1|Klf13|Bambi|Trio|Trib3|Tnn,-0.75,Geneid
WikiPathways,27,WP512,Id signaling pathway,,-3.8,9.8,6.3,20580,51,205,5,2.4,1.1,11482|11910|15901|17127|21416,Acvrl1|Atf3|Id1|Smad3|Tcf7l2,-0.75,Geneid
GO Biological Processes,19,GO:0033689,negative regulation of osteoblast proliferation,19_GO:0048519 negative regulation of biological process,-3.8,27,8.8,20580,11,205,3,1.5,0.84,12043|17127|329278,Bcl2|Smad3|Tnn,-0.75,Geneid
GO Biological Processes,19,GO:0032231,regulation of actin filament bundle assembly,19_GO:0050789 regulation of biological process,-3.8,6.1,5.5,20580,115,205,7,3.4,1.3,13609|15901|17127|18479|18708|50490|66214,S1pr1|Id1|Smad3|Pak1|Pik3r1|Nox4|Rgcc,-0.75,Geneid
GO Biological Processes,19,GO:0009991,response to extracellular stimulus,19_GO:0050896 response to stimulus,-3.8,3.3,4.6,20580,395,205,13,6.3,1.7,11555|11910|12043|12579|14159|18812|21416|22695|52187|66148|73094|237253|320311,Adrb2|Atf3|Bcl2|Cdkn2b|Fes|Prl2c3|Tcf7l2|Zfp36|Rragd|Dnajc15|Sgip1|Lrp11|Rnf152,-0.72,Geneid
GO Biological Processes,19,GO:0001775,cell activation,19_GO:0009987 cellular process,-3.7,2.6,4.4,20580,686,205,18,8.8,2,11482|12043|12769|12775|14268|15979|16182|16197|16842|17127|17305|17999|18708|20345|20351|22022|22165|66214,Acvrl1|Bcl2|Ccr9|Ccr7|Fn1|Ifngr1|Il18r1|Il7r|Lef1|Smad3|Mfng|Nedd4|Pik3r1|Selplg|Sema4a|Tpst2|Txk|Rgcc,-0.72,Geneid
GO Biological Processes,19,GO:0043471,regulation of cellular carbohydrate catabolic process,19_GO:0008152 metabolic process,-3.7,25,8.4,20580,12,205,3,1.5,0.84,15483|105651|244416,Hsd11b1|Ppp1r3e|Ppp1r3b,-0.71,Geneid
GO Biological Processes,19,GO:0007179,transforming growth factor beta receptor signaling pathway,19_GO:0023052 signaling,-3.6,6.9,5.6,20580,87,205,6,2.9,1.2,11482|14083|17127|22793|68010|224109,Acvrl1|Ptk2|Smad3|Zyx|Bambi|Nrros,-0.7,Geneid
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.6,4.3,4.9,20580,208,205,9,4.4,1.4,11555|11898|14083|16190|16842|18708|26365|66214|94212,Adrb2|Ass1|Ptk2|Il4ra|Lef1|Pik3r1|Ceacam1|Rgcc|Pag1,-0.7,Geneid
GO Biological Processes,19,GO:0045063,T-helper 1 cell differentiation,19_GO:0002376 immune system process,-3.6,23,8,20580,13,205,3,1.5,0.84,16182|16842|20351,Il18r1|Lef1|Sema4a,-0.7,Geneid
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-3.6,3.6,4.6,20580,306,205,11,5.4,1.6,11482|11555|15901|16598|20351|26365|66214|69219|72106|76905|329278,Acvrl1|Adrb2|Id1|Klf2|Sema4a|Ceacam1|Rgcc|Ddah1|Jmjd8|Lrg1|Tnn,-0.7,Geneid
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3.6,3.2,4.4,20580,413,205,13,6.3,1.7,13609|14159|15901|17127|18479|18578|18708|22351|27360|50490|50874|66214|237860,S1pr1|Fes|Id1|Smad3|Pak1|Pde4b|Pik3r1|Vill|Add3|Nox4|Tmod4|Rgcc|Ssh2,-0.7,Geneid
GO Biological Processes,19,GO:0043470,regulation of carbohydrate catabolic process,19_GO:0008152 metabolic process,-3.6,8.7,5.9,20580,58,205,5,2.4,1.1,15483|17869|72106|105651|244416,Hsd11b1|Myc|Jmjd8|Ppp1r3e|Ppp1r3b,-0.7,Geneid
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-3.5,3.6,4.6,20580,310,205,11,5.4,1.6,11482|11555|15901|16598|20351|26365|66214|69219|72106|76905|329278,Acvrl1|Adrb2|Id1|Klf2|Sema4a|Ceacam1|Rgcc|Ddah1|Jmjd8|Lrg1|Tnn,-0.7,Geneid
KEGG Pathway,24,mmu04310,Wnt signaling pathway,,-3.5,4.8,4.9,20580,169,205,8,3.9,1.4,16842|17127|17869|19055|20437|21416|21885|68010,Lef1|Smad3|Myc|Ppp3ca|Siah1a|Tcf7l2|Tle1|Bambi,-0.7,Geneid
GO Biological Processes,19,GO:0048641,regulation of skeletal muscle tissue development,19_GO:0032502 developmental process,-3.5,12,6.4,20580,33,205,4,2,0.97,11555|12043|14605|21416,Adrb2|Bcl2|Tsc22d3|Tcf7l2,-0.7,Geneid
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,19_GO:0050789 regulation of biological process,-3.5,3.3,4.4,20580,365,205,12,5.9,1.6,13609|14159|15901|17127|18479|18708|22351|27360|50490|50874|66214|237860,S1pr1|Fes|Id1|Smad3|Pak1|Pik3r1|Vill|Add3|Nox4|Tmod4|Rgcc|Ssh2,-0.7,Geneid
GO Biological Processes,19,GO:0045926,negative regulation of growth,19_GO:0040007 growth,-3.5,3.8,4.6,20580,263,205,10,4.9,1.5,11482|11555|12043|14083|17127|18479|20351|21416|170770|231507,Acvrl1|Adrb2|Bcl2|Ptk2|Smad3|Pak1|Sema4a|Tcf7l2|Bbc3|Plac8,-0.7,Geneid
GO Biological Processes,19,GO:0015718,monocarboxylic acid transport,19_GO:0051179 localization,-3.4,6.4,5.3,20580,94,205,6,2.9,1.2,13723|17869|26365|27413|108116|217316,Emb|Myc|Ceacam1|Abcb11|Slco3a1|Slc16a5,-0.67,Geneid
GO Biological Processes,19,GO:2000811,negative regulation of anoikis,19_GO:0048519 negative regulation of biological process,-3.4,20,7.4,20580,15,205,3,1.5,0.84,12043|14083|21885,Bcl2|Ptk2|Tle1,-0.64,Geneid
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-3.4,2.7,4.1,20580,551,205,15,7.3,1.8,13048|13631|14083|14159|14268|15901|17999|18479|19055|20351|244418|329152|329278|380713|545156,Cux2|Eef2k|Ptk2|Fes|Fn1|Id1|Nedd4|Pak1|Ppp3ca|Sema4a|Prag1|Hecw2|Tnn|Scarf1|Kalrn,-0.64,Geneid
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-3.4,7.8,5.5,20580,64,205,5,2.4,1.1,12043|14083|17869|18479|50490,Bcl2|Ptk2|Myc|Pak1|Nox4,-0.64,Geneid
GO Biological Processes,19,GO:0050773,regulation of dendrite development,19_GO:0032502 developmental process,-3.3,5.1,4.9,20580,137,205,7,3.4,1.3,13048|13631|15901|17999|19055|329152|545156,Cux2|Eef2k|Id1|Nedd4|Ppp3ca|Hecw2|Kalrn,-0.64,Geneid
WikiPathways,27,WP2432,Spinal cord injury,,-3.3,6.1,5.1,20580,99,205,6,2.9,1.2,12227|12826|17869|19055|22695|50490,Btg2|Col4a1|Myc|Ppp3ca|Zfp36|Nox4,-0.64,Geneid
WikiPathways,27,WP373,IL-3 signaling pathway,,-3.3,6.1,5.1,20580,99,205,6,2.9,1.2,12043|14083|14159|15901|18479|18708,Bcl2|Ptk2|Fes|Id1|Pak1|Pik3r1,-0.64,Geneid
GO Biological Processes,19,GO:0051492,regulation of stress fiber assembly,19_GO:0050789 regulation of biological process,-3.3,6.1,5.1,20580,99,205,6,2.9,1.2,13609|17127|18479|18708|50490|66214,S1pr1|Smad3|Pak1|Pik3r1|Nox4|Rgcc,-0.64,Geneid
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3.3,2.4,4,20580,743,205,18,8.8,2,12775|13048|13631|14083|14159|14268|15901|17999|18479|18708|19055|20351|24057|244418|329152|329278|380713|545156,Ccr7|Cux2|Eef2k|Ptk2|Fes|Fn1|Id1|Nedd4|Pak1|Pik3r1|Ppp3ca|Sema4a|Sh3yl1|Prag1|Hecw2|Tnn|Scarf1|Kalrn,-0.64,Geneid
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-3.3,3.1,4.2,20580,385,205,12,5.9,1.6,13609|14159|15901|17127|18479|18708|22351|27360|50490|50874|66214|237860,S1pr1|Fes|Id1|Smad3|Pak1|Pik3r1|Vill|Add3|Nox4|Tmod4|Rgcc|Ssh2,-0.64,Geneid
GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-3.3,4.4,4.6,20580,183,205,8,3.9,1.4,12043|12769|12775|16182|16197|16842|20351|22165,Bcl2|Ccr9|Ccr7|Il18r1|Il7r|Lef1|Sema4a|Txk,-0.64,Geneid
KEGG Pathway,24,mmu04933,AGE-RAGE signaling pathway in diabetic complications,,-3.3,6,5,20580,101,205,6,2.9,1.2,12043|12826|14268|17127|18708|50490,Bcl2|Col4a1|Fn1|Smad3|Pik3r1|Nox4,-0.64,Geneid
GO Biological Processes,19,GO:0032233,positive regulation of actin filament bundle assembly,19_GO:0048518 positive regulation of biological process,-3.2,7.4,5.3,20580,68,205,5,2.4,1.1,15901|17127|18479|50490|66214,Id1|Smad3|Pak1|Nox4|Rgcc,-0.62,Geneid
GO Biological Processes,19,GO:0042594,response to starvation,19_GO:0050896 response to stimulus,-3.2,4.3,4.5,20580,187,205,8,3.9,1.4,11910|12043|21416|22695|52187|66148|237253|320311,Atf3|Bcl2|Tcf7l2|Zfp36|Rragd|Dnajc15|Lrp11|Rnf152,-0.62,Geneid
GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0008152 metabolic process,-3.2,2.5,3.9,20580,692,205,17,8.3,1.9,11482|12043|13631|14083|14159|18479|18679|18708|22165|67071|75292|93843|101320|223435|228775|244418|545156,Acvrl1|Bcl2|Eef2k|Ptk2|Fes|Pak1|Phka1|Pik3r1|Txk|Rps6ka6|Prkd3|Pnck|Dyrk4|Trio|Trib3|Prag1|Kalrn,-0.62,Geneid
GO Biological Processes,19,GO:0050873,brown fat cell differentiation,19_GO:0032502 developmental process,-3.2,10,5.8,20580,39,205,4,2,0.97,11555|76905|231507|329003,Adrb2|Lrg1|Plac8|Zfp516,-0.62,Geneid
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.2,2.4,3.9,20580,759,205,18,8.8,2,12775|13048|13631|14083|14159|14268|15901|17999|18479|18708|19055|20351|24057|244418|329152|329278|380713|545156,Ccr7|Cux2|Eef2k|Ptk2|Fes|Fn1|Id1|Nedd4|Pak1|Pik3r1|Ppp3ca|Sema4a|Sh3yl1|Prag1|Hecw2|Tnn|Scarf1|Kalrn,-0.62,Geneid
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-3.2,3.5,4.3,20580,286,205,10,4.9,1.5,13723|17869|18479|20527|26365|27413|65106|108116|217316|228993,Emb|Myc|Pak1|Slc2a3|Ceacam1|Abcb11|Arl6ip5|Slco3a1|Slc16a5|Slc17a9,-0.62,Geneid
GO Biological Processes,19,GO:1903670,regulation of sprouting angiogenesis,19_GO:0032502 developmental process,-3.2,10,5.7,20580,40,205,4,2,0.97,16598|26365|72106|329278,Klf2|Ceacam1|Jmjd8|Tnn,-0.61,Geneid
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-3.2,3,4.1,20580,397,205,12,5.9,1.6,11555|15901|16842|17127|17305|17869|18028|18793|19055|21416|68010|228775,Adrb2|Id1|Lef1|Smad3|Mfng|Myc|Nfib|Plaur|Ppp3ca|Tcf7l2|Bambi|Trib3,-0.61,Geneid
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.2,2.6,3.9,20580,577,205,15,7.3,1.8,12043|12775|13609|14083|14268|16842|17127|17869|18479|18708|19055|20343|20351|50490|237860,Bcl2|Ccr7|S1pr1|Ptk2|Fn1|Lef1|Smad3|Myc|Pak1|Pik3r1|Ppp3ca|Sell|Sema4a|Nox4|Ssh2,-0.59,Geneid
KEGG Pathway,24,mmu05226,Gastric cancer,,-3.1,4.7,4.5,20580,150,205,7,3.4,1.3,12043|12579|16842|17127|17869|18708|21416,Bcl2|Cdkn2b|Lef1|Smad3|Myc|Pik3r1|Tcf7l2,-0.57,Geneid
Reactome Gene Sets,6,R-MMU-4086398,Ca2+ pathway,,-3.1,9.6,5.6,20580,42,205,4,2,0.97,16842|18587|19055|21416,Lef1|Pde6b|Ppp3ca|Tcf7l2,-0.57,Geneid
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-3.1,2.3,3.8,20580,777,205,18,8.8,2,12043|13723|14083|14268|15901|16197|16598|16842|18028|18174|18479|20351|50490|50525|93691|223435|329278|545156,Bcl2|Emb|Ptk2|Fn1|Id1|Il7r|Klf2|Lef1|Nfib|Slc11a2|Pak1|Sema4a|Nox4|Spag6l|Klf7|Trio|Tnn|Kalrn,-0.57,Geneid
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-3.1,3,4,20580,406,205,12,5.9,1.6,11975|12826|14083|14159|14268|17444|17999|18708|94212|228775|242341|373864,Atp6v0a1|Col4a1|Ptk2|Fes|Fn1|Grap2|Nedd4|Pik3r1|Pag1|Trib3|Atp6v0d2|Col27a1,-0.57,Geneid
GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-3.1,6.9,5,20580,73,205,5,2.4,1.1,12043|16182|16842|20351|22165,Bcl2|Il18r1|Lef1|Sema4a|Txk,-0.57,Geneid
GO Biological Processes,19,GO:0031669,cellular response to nutrient levels,19_GO:0050896 response to stimulus,-3.1,4.1,4.4,20580,197,205,8,3.9,1.4,11910|12043|12579|14159|21416|52187|66148|320311,Atf3|Bcl2|Cdkn2b|Fes|Tcf7l2|Rragd|Dnajc15|Rnf152,-0.57,Geneid
GO Biological Processes,19,GO:0055082,cellular chemical homeostasis,19_GO:0065007 biological regulation,-3.1,2.3,3.8,20580,780,205,18,8.8,2,11555|11975|12043|12769|12775|13609|14083|15203|17127|17869|18174|18708|19055|21416|50490|80901|170770|242341,Adrb2|Atp6v0a1|Bcl2|Ccr9|Ccr7|S1pr1|Ptk2|Heph|Smad3|Myc|Slc11a2|Pik3r1|Ppp3ca|Tcf7l2|Nox4|Cxcr6|Bbc3|Atp6v0d2,-0.57,Geneid
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.1,2.8,3.9,20580,467,205,13,6.3,1.7,11555|11898|12775|14083|16190|16197|16842|18708|18793|26365|66214|94212|320832,Adrb2|Ass1|Ccr7|Ptk2|Il4ra|Il7r|Lef1|Pik3r1|Plaur|Ceacam1|Rgcc|Pag1|Sirpb1a,-0.57,Geneid
GO Biological Processes,19,GO:0110020,regulation of actomyosin structure organization,19_GO:0050789 regulation of biological process,-3.1,5.4,4.7,20580,111,205,6,2.9,1.2,13609|17127|18479|18708|50490|66214,S1pr1|Smad3|Pak1|Pik3r1|Nox4|Rgcc,-0.57,Geneid
GO Biological Processes,19,GO:2000106,regulation of leukocyte apoptotic process,19_GO:0050789 regulation of biological process,-3,5.4,4.7,20580,112,205,6,2.9,1.2,12775|14605|16197|17869|26365|170770,Ccr7|Tsc22d3|Il7r|Myc|Ceacam1|Bbc3,-0.56,Geneid
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-3,3.3,4.1,20580,302,205,10,4.9,1.5,12043|12769|12775|16182|16197|16842|17127|17999|20351|22165,Bcl2|Ccr9|Ccr7|Il18r1|Il7r|Lef1|Smad3|Nedd4|Sema4a|Txk,-0.56,Geneid
KEGG Pathway,24,mmu04510,Focal adhesion,,-3,4,4.3,20580,201,205,8,3.9,1.4,12043|12826|14083|14268|18479|18708|22793|329278,Bcl2|Col4a1|Ptk2|Fn1|Pak1|Pik3r1|Zyx|Tnn,-0.56,Geneid
GO Biological Processes,19,GO:0070232,regulation of T cell apoptotic process,19_GO:0050789 regulation of biological process,-3,9.1,5.4,20580,44,205,4,2,0.97,14605|16197|26365|170770,Tsc22d3|Il7r|Ceacam1|Bbc3,-0.56,Geneid
KEGG Pathway,24,mmu04151,PI3K-Akt signaling pathway,,-3,3.1,4,20580,359,205,11,5.4,1.6,12043|12826|14083|14268|16190|16197|17869|18708|22630|320207|329278,Bcl2|Col4a1|Ptk2|Fn1|Il4ra|Il7r|Myc|Pik3r1|Ywhaq|Pik3r5|Tnn,-0.55,Geneid
KEGG Pathway,24,mmu04390,Hippo signaling pathway,,-3,4.5,4.4,20580,157,205,7,3.4,1.3,15901|16842|17127|17869|21416|22630|170770,Id1|Lef1|Smad3|Myc|Tcf7l2|Ywhaq|Bbc3,-0.55,Geneid
GO Biological Processes,19,GO:0048534,hematopoietic or lymphoid organ development,19_GO:0002376 immune system process,-3,2.3,3.7,20580,794,205,18,8.8,2,12043|12579|12769|12775|14247|15203|16182|16197|16598|16842|17305|18174|18708|20345|20351|22165|26365|224109,Bcl2|Cdkn2b|Ccr9|Ccr7|Fli1|Heph|Il18r1|Il7r|Klf2|Lef1|Mfng|Slc11a2|Pik3r1|Selplg|Sema4a|Txk|Ceacam1|Nrros,-0.55,Geneid
GO Biological Processes,19,GO:0010559,regulation of glycoprotein biosynthetic process,19_GO:0008152 metabolic process,-3,8.9,5.3,20580,45,205,4,2,0.97,12043|12775|21416|235534,Bcl2|Ccr7|Tcf7l2|Pxylp1,-0.55,Geneid
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3,2.5,3.7,20580,604,205,15,7.3,1.8,12043|12775|13609|14083|14268|16842|17127|17869|18479|18708|19055|20343|20351|50490|237860,Bcl2|Ccr7|S1pr1|Ptk2|Fn1|Lef1|Smad3|Myc|Pak1|Pik3r1|Ppp3ca|Sell|Sema4a|Nox4|Ssh2,-0.53,Geneid
GO Biological Processes,19,GO:0070230,positive regulation of lymphocyte apoptotic process,19_GO:0048518 positive regulation of biological process,-2.9,14,6.1,20580,21,205,3,1.5,0.84,17869|26365|170770,Myc|Ceacam1|Bbc3,-0.53,Geneid
KEGG Pathway,24,mmu05200,Pathways in cancer,,-2.9,2.6,3.8,20580,543,205,14,6.8,1.8,12043|12579|12826|14083|14268|15979|16190|16197|16842|17127|17869|18708|21416|170770,Bcl2|Cdkn2b|Col4a1|Ptk2|Fn1|Ifngr1|Il4ra|Il7r|Lef1|Smad3|Myc|Pik3r1|Tcf7l2|Bbc3,-0.53,Geneid
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-2.9,3.2,4,20580,311,205,10,4.9,1.5,12043|12769|12775|16182|16197|16842|17305|18708|20351|22165,Bcl2|Ccr9|Ccr7|Il18r1|Il7r|Lef1|Mfng|Pik3r1|Sema4a|Txk,-0.52,Geneid
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0022610 biological adhesion,-2.9,3.2,3.9,20580,313,205,10,4.9,1.5,11482|11555|11898|14083|16190|16842|18708|26365|66214|94212,Acvrl1|Adrb2|Ass1|Ptk2|Il4ra|Lef1|Pik3r1|Ceacam1|Rgcc|Pag1,-0.52,Geneid
GO Biological Processes,19,GO:0070228,regulation of lymphocyte apoptotic process,19_GO:0050789 regulation of biological process,-2.9,6.3,4.7,20580,80,205,5,2.4,1.1,14605|16197|17869|26365|170770,Tsc22d3|Il7r|Myc|Ceacam1|Bbc3,-0.52,Geneid
GO Biological Processes,19,GO:0051965,positive regulation of synapse assembly,19_GO:0032502 developmental process,-2.9,6.3,4.7,20580,80,205,5,2.4,1.1,13048|13631|18708|20351|105827,Cux2|Eef2k|Pik3r1|Sema4a|Amigo2,-0.52,Geneid
GO Biological Processes,19,GO:0051384,response to glucocorticoid,19_GO:0050896 response to stimulus,-2.9,6.2,4.7,20580,81,205,5,2.4,1.1,11898|12043|14608|18708|22695,Ass1|Bcl2|Gpr83|Pik3r1|Zfp36,-0.52,Geneid
GO Biological Processes,19,GO:2000209,regulation of anoikis,19_GO:0050789 regulation of biological process,-2.9,14,6,20580,22,205,3,1.5,0.84,12043|14083|21885,Bcl2|Ptk2|Tle1,-0.52,Geneid
GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.9,8.4,5.1,20580,48,205,4,2,0.97,12043|12775|21416|235534,Bcl2|Ccr7|Tcf7l2|Pxylp1,-0.52,Geneid
GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-2.9,8.4,5.1,20580,48,205,4,2,0.97,11555|231507|237253|329003,Adrb2|Plac8|Lrp11|Zfp516,-0.52,Geneid
KEGG Pathway,24,mmu04650,Natural killer cell mediated cytotoxicity,,-2.9,5,4.4,20580,121,205,6,2.9,1.2,15979|16643|17086|18479|18708|19055,Ifngr1|Klrd1|Ncr1|Pak1|Pik3r1|Ppp3ca,-0.52,Geneid
GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-2.9,5,4.4,20580,121,205,6,2.9,1.2,13048|13631|14083|18708|20351|105827,Cux2|Eef2k|Ptk2|Pik3r1|Sema4a|Amigo2,-0.52,Geneid
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-2.9,2.5,3.7,20580,554,205,14,6.8,1.8,12579|13048|13631|14083|14268|15901|17869|18479|18708|19055|20351|21416|105827|545156,Cdkn2b|Cux2|Eef2k|Ptk2|Fn1|Id1|Myc|Pak1|Pik3r1|Ppp3ca|Sema4a|Tcf7l2|Amigo2|Kalrn,-0.52,Geneid
GO Biological Processes,19,GO:0005977,glycogen metabolic process,19_GO:0008152 metabolic process,-2.8,8.2,5.1,20580,49,205,4,2,0.97,18679|21416|105651|244416,Phka1|Tcf7l2|Ppp1r3e|Ppp1r3b,-0.52,Geneid
GO Biological Processes,19,GO:0045429,positive regulation of nitric oxide biosynthetic process,19_GO:0048518 positive regulation of biological process,-2.8,8.2,5.1,20580,49,205,4,2,0.97,11898|16598|17127|69219,Ass1|Klf2|Smad3|Ddah1,-0.52,Geneid
GO Biological Processes,19,GO:0006073,cellular glucan metabolic process,19_GO:0008152 metabolic process,-2.8,8.2,5.1,20580,49,205,4,2,0.97,18679|21416|105651|244416,Phka1|Tcf7l2|Ppp1r3e|Ppp1r3b,-0.52,Geneid
GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,19_GO:0051179 localization,-2.8,2.4,3.6,20580,621,205,15,7.3,1.8,12043|12775|13609|14083|14268|16842|17127|17869|18479|18708|19055|20343|20351|50490|237860,Bcl2|Ccr7|S1pr1|Ptk2|Fn1|Lef1|Smad3|Myc|Pak1|Pik3r1|Ppp3ca|Sell|Sema4a|Nox4|Ssh2,-0.52,Geneid
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-2.8,2.4,3.6,20580,622,205,15,7.3,1.8,12043|12775|13609|14083|14268|16842|17127|17869|18479|18708|19055|20343|20351|50490|237860,Bcl2|Ccr7|S1pr1|Ptk2|Fn1|Lef1|Smad3|Myc|Pak1|Pik3r1|Ppp3ca|Sell|Sema4a|Nox4|Ssh2,-0.52,Geneid
