Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030033,microvillus assembly,19_GO:0009987 cellular process,-3.3,20,7.3,20504,21,150,3,2,1.1,18805|54670|110351,Pld1|Atp8b1|Rap1gap,-0.48,Geneid
GO Biological Processes,19,GO:0002673,regulation of acute inflammatory response,19_GO:0050896 response to stimulus,-3.2,10,5.8,20504,53,150,4,2.7,1.3,14127|14130|14131|58992,Fcer1g|Fcgr2b|Fcgr3|F12,-0.39,Geneid
GO Biological Processes,19,GO:0002864,regulation of acute inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-3.2,18,6.9,20504,23,150,3,2,1.1,14127|14130|14131,Fcer1g|Fcgr2b|Fcgr3,-0.39,Geneid
GO Biological Processes,19,GO:0120031,plasma membrane bounded cell projection assembly,19_GO:0009987 cellular process,-3.1,3,4.1,20504,548,150,12,8,2.2,14163|18805|22092|23963|54670|71769|78801|110082|110351|211535|213402|231214,Fgd1|Pld1|Rsph1|Tenm1|Atp8b1|Bbs10|Ak7|Dnah5|Rap1gap|Odad1|Armc2|Cc2d2a,-0.34,Geneid
GO Biological Processes,19,GO:0030031,cell projection assembly,19_GO:0009987 cellular process,-3,2.9,4,20504,563,150,12,8,2.2,14163|18805|22092|23963|54670|71769|78801|110082|110351|211535|213402|231214,Fgd1|Pld1|Rsph1|Tenm1|Atp8b1|Bbs10|Ak7|Dnah5|Rap1gap|Odad1|Armc2|Cc2d2a,-0.26,Geneid
GO Biological Processes,19,GO:0030593,neutrophil chemotaxis,19_GO:0040011 locomotion,-3,6.7,5,20504,102,150,5,3.3,1.5,12273|14127|14131|20305|20308,C5ar1|Fcer1g|Fcgr3|Ccl6|Ccl9,-0.26,Geneid
GO Biological Processes,19,GO:0032528,microvillus organization,19_GO:0009987 cellular process,-3,15,6.3,20504,27,150,3,2,1.1,18805|54670|110351,Pld1|Atp8b1|Rap1gap,-0.24,Geneid
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-3,4.5,4.4,20504,215,150,7,4.7,1.7,13819|15205|20112|21463|80906|106757|234396,Epas1|Hes1|Rps6ka2|Tcp11|Kcnip2|Catsperd|Ankle1,-0.23,Geneid
GO Biological Processes,19,GO:0005976,polysaccharide metabolic process,19_GO:0008152 metabolic process,-2.9,6.2,4.7,20504,110,150,5,3.3,1.5,71884|83398|105193|110095|271221,Chit1|Ndst3|Nhlrc1|Pygl|Rubcnl,-0.15,Geneid
Reactome Gene Sets,6,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-2.8,4.8,4.3,20504,171,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,-0.083,Geneid
Reactome Gene Sets,6,R-MMU-8868773,rRNA processing in the nucleus and cytosol,,-2.8,4.8,4.3,20504,171,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,-0.083,Geneid
Reactome Gene Sets,6,R-MMU-72312,rRNA processing,,-2.8,4.8,4.3,20504,171,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,-0.083,Geneid
GO Biological Processes,19,GO:0002478,antigen processing and presentation of exogenous peptide antigen,19_GO:0002376 immune system process,-2.7,12,5.6,20504,33,150,3,2,1.1,14127|14130|14131,Fcer1g|Fcgr2b|Fcgr3,-0.078,Geneid
GO Biological Processes,19,GO:0002438,acute inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-2.7,12,5.6,20504,33,150,3,2,1.1,14127|14130|14131,Fcer1g|Fcgr2b|Fcgr3,-0.078,Geneid
KEGG Pathway,24,ko03010,Ribosome,,-2.7,4.7,4.2,20504,174,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,-0.078,Geneid
KEGG Pathway,24,mmu03010,Ribosome,,-2.7,4.7,4.2,20504,175,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,-0.076,Geneid
GO Biological Processes,19,GO:0002437,inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-2.7,7.4,4.7,20504,74,150,4,2.7,1.3,14127|14130|14131|78801,Fcer1g|Fcgr2b|Fcgr3|Ak7,-0.024,Geneid
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-2.6,5.4,4.3,20504,127,150,5,3.3,1.5,12273|14127|14131|20305|20308,C5ar1|Fcer1g|Fcgr3|Ccl6|Ccl9,0,Geneid
GO Biological Processes,19,GO:1990266,neutrophil migration,19_GO:0040011 locomotion,-2.6,5.3,4.2,20504,128,150,5,3.3,1.5,12273|14127|14131|20305|20308,C5ar1|Fcer1g|Fcgr3|Ccl6|Ccl9,0,Geneid
GO Biological Processes,19,GO:0016485,protein processing,19_GO:0008152 metabolic process,-2.5,3.7,3.8,20504,257,150,7,4.7,1.7,12550|16619|17387|20112|58992|72293|215095,Cdh1|Klk1b27|Mmp14|Rps6ka2|F12|Nkd2|Astl,0,Geneid
Reactome Gene Sets,6,R-MMU-1592389,Activation of Matrix Metalloproteinases,,-2.5,11,5.1,20504,39,150,3,2,1.1,16619|17387|17388,Klk1b27|Mmp14|Mmp15,0,Geneid
GO Biological Processes,19,GO:0002861,regulation of inflammatory response to antigenic stimulus,19_GO:0002376 immune system process,-2.5,11,5.1,20504,39,150,3,2,1.1,14127|14130|14131,Fcer1g|Fcgr2b|Fcgr3,0,Geneid
GO Biological Processes,19,GO:0007368,determination of left/right symmetry,19_GO:0032502 developmental process,-2.5,5.1,4.1,20504,134,150,5,3.3,1.5,71233|71870|83675|110082|231214,Enkur|Cfap45|Bicc1|Dnah5|Cc2d2a,0,Geneid
GO Biological Processes,19,GO:0019884,antigen processing and presentation of exogenous antigen,19_GO:0002376 immune system process,-2.5,10,5,20504,40,150,3,2,1.1,14127|14130|14131,Fcer1g|Fcgr2b|Fcgr3,0,Geneid
GO Biological Processes,19,GO:0030317,flagellated sperm motility,19_GO:0022414 reproductive process,-2.5,5.1,4.1,20504,135,150,5,3.3,1.5,71233|71870|106757|110082|213402,Enkur|Cfap45|Catsperd|Dnah5|Armc2,0,Geneid
GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0002376 immune system process,-2.5,4.2,3.8,20504,197,150,6,4,1.6,13819|14127|14130|19746|20088|234396,Epas1|Fcer1g|Fcgr2b|Rhd|Rps24|Ankle1,0,Geneid
GO Biological Processes,19,GO:0050766,positive regulation of phagocytosis,19_GO:0051179 localization,-2.5,6.5,4.3,20504,84,150,4,2.7,1.3,14127|14130|14131|110351,Fcer1g|Fcgr2b|Fcgr3|Rap1gap,0,Geneid
GO Biological Processes,19,GO:0097722,sperm motility,19_GO:0022414 reproductive process,-2.4,4.9,4,20504,139,150,5,3.3,1.5,71233|71870|106757|110082|213402,Enkur|Cfap45|Catsperd|Dnah5|Armc2,0,Geneid
GO Biological Processes,19,GO:0007018,microtubule-based movement,19_GO:0009987 cellular process,-2.4,3,3.5,20504,416,150,9,6,1.9,71233|71870|73804|78801|106757|110082|211535|213402|271639,Enkur|Cfap45|Kif2c|Ak7|Catsperd|Dnah5|Odad1|Armc2|Adcy10,0,Geneid
GO Biological Processes,19,GO:0009855,determination of bilateral symmetry,19_GO:0032502 developmental process,-2.4,4.8,3.9,20504,143,150,5,3.3,1.5,71233|71870|83675|110082|231214,Enkur|Cfap45|Bicc1|Dnah5|Cc2d2a,0,Geneid
GO Biological Processes,19,GO:0009799,specification of symmetry,19_GO:0032502 developmental process,-2.4,4.7,3.9,20504,144,150,5,3.3,1.5,71233|71870|83675|110082|231214,Enkur|Cfap45|Bicc1|Dnah5|Cc2d2a,0,Geneid
GO Biological Processes,19,GO:0060294,cilium movement involved in cell motility,19_GO:0040011 locomotion,-2.3,4.6,3.8,20504,148,150,5,3.3,1.5,71233|71870|106757|110082|213402,Enkur|Cfap45|Catsperd|Dnah5|Armc2,0,Geneid
GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0065007 biological regulation,-2.3,3,3.3,20504,364,150,8,5.3,1.8,13819|14127|14130|14766|19746|20088|20739|234396,Epas1|Fcer1g|Fcgr2b|Adgrg1|Rhd|Rps24|Spta1|Ankle1,0,Geneid
Reactome Gene Sets,6,R-MMU-72766,Translation,,-2.2,3.7,3.5,20504,220,150,6,4,1.6,19981|20088|56040|67427|114641|269261,Rpl37a|Rps24|Rplp1|Rps20|Rpl31|Rpl12,0,Geneid
GO Biological Processes,19,GO:0071695,anatomical structure maturation,19_GO:0032502 developmental process,-2.2,3.3,3.4,20504,291,150,7,4.7,1.7,13819|15205|20112|21463|80906|106757|234396,Epas1|Hes1|Rps6ka2|Tcp11|Kcnip2|Catsperd|Ankle1,0,Geneid
GO Biological Processes,19,GO:0001539,cilium or flagellum-dependent cell motility,19_GO:0040011 locomotion,-2.2,4.4,3.6,20504,156,150,5,3.3,1.5,71233|71870|106757|110082|213402,Enkur|Cfap45|Catsperd|Dnah5|Armc2,0,Geneid
GO Biological Processes,19,GO:0060285,cilium-dependent cell motility,19_GO:0040011 locomotion,-2.2,4.4,3.6,20504,156,150,5,3.3,1.5,71233|71870|106757|110082|213402,Enkur|Cfap45|Catsperd|Dnah5|Armc2,0,Geneid
GO Biological Processes,19,GO:0097530,granulocyte migration,19_GO:0040011 locomotion,-2.2,4.4,3.6,20504,157,150,5,3.3,1.5,12273|14127|14131|20305|20308,C5ar1|Fcer1g|Fcgr3|Ccl6|Ccl9,0,Geneid
GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.2,4.4,3.6,20504,157,150,5,3.3,1.5,14163|20739|73296|243743|320609,Fgd1|Spta1|Rhobtb3|Plxna4|Strip2,0,Geneid
GO Biological Processes,19,GO:0044264,cellular polysaccharide metabolic process,19_GO:0008152 metabolic process,-2.2,5.5,3.9,20504,99,150,4,2.7,1.3,83398|105193|110095|271221,Ndst3|Nhlrc1|Pygl|Rubcnl,0,Geneid
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0040011 locomotion,-2.2,3.6,3.4,20504,226,150,6,4,1.6,12273|14127|14131|17387|20305|20308,C5ar1|Fcer1g|Fcgr3|Mmp14|Ccl6|Ccl9,0,Geneid
KEGG Pathway,24,ko05150,Staphylococcus aureus infection,,-2.2,7.9,4.3,20504,52,150,3,2,1.1,12273|14130|14131,C5ar1|Fcgr2b|Fcgr3,0,Geneid
GO Biological Processes,19,GO:0044782,cilium organization,19_GO:0009987 cellular process,-2.2,2.9,3.2,20504,376,150,8,5.3,1.8,22092|71769|75472|78801|110082|211535|213402|231214,Rsph1|Bbs10|Cfap126|Ak7|Dnah5|Odad1|Armc2|Cc2d2a,0,Geneid
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-2.2,3.6,3.4,20504,227,150,6,4,1.6,12273|14127|14131|17101|20305|20308,C5ar1|Fcer1g|Fcgr3|Lyst|Ccl6|Ccl9,0,Geneid
GO Biological Processes,19,GO:0021545,cranial nerve development,19_GO:0032502 developmental process,-2.2,7.7,4.2,20504,53,150,3,2,1.1,15205|54670|243743,Hes1|Atp8b1|Plxna4,0,Geneid
GO Biological Processes,19,GO:0006909,phagocytosis,19_GO:0051179 localization,-2.1,2.9,3.1,20504,383,150,8,5.3,1.8,14127|14130|14131|17101|19376|110351|270160|330662,Fcer1g|Fcgr2b|Fcgr3|Lyst|Rab34|Rap1gap|Rab39|Dock1,0,Geneid
KEGG Pathway,24,mmu05150,Staphylococcus aureus infection,,-2.1,7.5,4.1,20504,55,150,3,2,1.1,12273|14130|14131,C5ar1|Fcgr2b|Fcgr3,0,Geneid
GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-2.1,2.2,2.9,20504,734,150,12,8,2.2,11864|12273|14130|14766|15205|17387|18514|78801|110082|243743|252973|319229,Arnt2|C5ar1|Fcgr2b|Adgrg1|Hes1|Mmp14|Pbx1|Ak7|Dnah5|Plxna4|Grhl2|Sctr,0,Geneid
GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-2.1,4,3.4,20504,169,150,5,3.3,1.5,12550|72293|83675|114606|225638,Cdh1|Nkd2|Bicc1|Tle6|Alpk2,0,Geneid
GO Biological Processes,19,GO:0006906,vesicle fusion,19_GO:0051179 localization,-2.1,5,3.6,20504,109,150,4,2.7,1.3,19376|72293|270160|271221,Rab34|Nkd2|Rab39|Rubcnl,0,Geneid
GO Biological Processes,19,GO:0002526,acute inflammatory response,19_GO:0050896 response to stimulus,-2.1,5,3.6,20504,110,150,4,2.7,1.3,14127|14130|14131|58992,Fcer1g|Fcgr2b|Fcgr3|F12,0,Geneid
GO Biological Processes,19,GO:0090174,organelle membrane fusion,19_GO:0009987 cellular process,-2,4.8,3.5,20504,113,150,4,2.7,1.3,19376|72293|270160|271221,Rab34|Nkd2|Rab39|Rubcnl,0,Geneid
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0008152 metabolic process,-2,3,3.1,20504,322,150,7,4.7,1.7,12550|16619|17387|20112|58992|72293|215095,Cdh1|Klk1b27|Mmp14|Rps6ka2|F12|Nkd2|Astl,0,Geneid
