Symbol	Rank	ES	Core_enrichment	Plot
REPIN1	660	0.60230213	FALSE	FALSE
EIF4ENIF1	661	0.602615	FALSE	FALSE
SAMSN1	662	0.6029249	FALSE	FALSE
UBASH3B	663	0.60323447	FALSE	FALSE
H2-Q2	664	0.60354376	FALSE	FALSE
CRMP1	667	0.6028717	FALSE	FALSE
CTSB	668	0.60317343	FALSE	FALSE
FARP1	674	0.6010294	FALSE	FALSE
VWA8	679	0.5993658	FALSE	FALSE
IZUMO1R	682	0.59867233	FALSE	FALSE
NSMAF	689	0.59601825	FALSE	FALSE
ANGPTL2	692	0.59530926	FALSE	FALSE
CMTM3	718	0.5833548	FALSE	FALSE
PLCXD1	722	0.5821015	FALSE	FALSE
NRBP2	732	0.5779182	FALSE	FALSE
TMEM38B	740	0.57470196	FALSE	FALSE
RABGAP1L	748	0.5714779	FALSE	FALSE
SLC22A15	756	0.5682477	FALSE	FALSE
CERS4	757	0.5684253	FALSE	FALSE
CSTAD	768	0.5637219	FALSE	FALSE
VSIG10L	772	0.5624245	FALSE	FALSE
FCRL1	773	0.56258744	FALSE	FALSE
LITAF	777	0.56128526	FALSE	FALSE
ARF3	784	0.55851763	FALSE	FALSE
PTPN7	809	0.5469716	FALSE	FALSE
LBH	810	0.5471082	FALSE	FALSE
ZFP36L1	819	0.543347	FALSE	FALSE
FBXW17	826	0.5405565	FALSE	FALSE
DGKZ	828	0.54019856	FALSE	FALSE
ACOT7	829	0.54032606	FALSE	FALSE
CST7	834	0.53850186	FALSE	FALSE
SDCBP2	837	0.5376506	FALSE	FALSE
DTX3	838	0.53777266	FALSE	FALSE
RGS16	839	0.5378944	FALSE	FALSE
STARD3NL	840	0.53801215	FALSE	FALSE
MARVELD2	846	0.5356924	FALSE	FALSE
EFHD2	849	0.5348297	FALSE	FALSE
TACC2	875	0.5227565	FALSE	FALSE
GLMP	877	0.522367	FALSE	FALSE
RNF135	887	0.51807564	FALSE	FALSE
KDM4D	895	0.5147542	FALSE	FALSE
DCXR	898	0.5138643	FALSE	FALSE
DUSP6	901	0.51297265	FALSE	FALSE
CALM3	902	0.5130543	FALSE	FALSE
LXN	903	0.51313597	FALSE	FALSE
KLHL5	916	0.5073706	FALSE	FALSE
ZAN	922	0.50501174	FALSE	FALSE
ABR	928	0.5026502	FALSE	FALSE
NR4A2	932	0.5012609	FALSE	FALSE
CD3E	933	0.5013318	FALSE	FALSE
LRMP	949	0.49409634	FALSE	FALSE
NDFIP1	962	0.4883171	FALSE	FALSE
PREX1	971	0.48448315	FALSE	FALSE
BCOR	996	0.4728493	FALSE	FALSE
ST6GALNAC3	1002	0.47046444	FALSE	FALSE
CCL4	1007	0.46856484	FALSE	FALSE
CAR2	1008	0.4686123	FALSE	FALSE
NAB2	1012	0.46719864	FALSE	FALSE
TNFRSF18	1050	0.4492232	FALSE	FALSE
PDZD11	1063	0.4434171	FALSE	FALSE
TRPT1	1073	0.43906927	FALSE	FALSE
DECR1	1083	0.4347198	FALSE	FALSE
LPXN	1084	0.4347519	FALSE	FALSE
MXD4	1099	0.42796597	FALSE	FALSE
ABHD4	1101	0.4275086	FALSE	FALSE
IRAK2	1104	0.42656413	FALSE	FALSE
VAMP8	1109	0.4246457	FALSE	FALSE
CASP9	1124	0.41785678	FALSE	FALSE
TMCC3	1131	0.4149616	FALSE	FALSE
STX6	1158	0.40232548	FALSE	FALSE
IKZF2	1165	0.3994256	FALSE	FALSE
CREB3L2	1172	0.39652464	FALSE	FALSE
SZT2	1188	0.3892402	FALSE	FALSE
R3HDM4	1191	0.38828453	FALSE	FALSE
ELK3	1195	0.38684162	FALSE	FALSE
TWSG1	1201	0.38442478	FALSE	FALSE
GYG	1219	0.3761632	FALSE	FALSE
VMP1	1228	0.37228188	FALSE	FALSE
CRLF2	1230	0.3718085	FALSE	FALSE
ATP6V0D1	1232	0.37133482	FALSE	FALSE
CCDC28B	1243	0.36647895	FALSE	FALSE
UNC119B	1254	0.3616218	FALSE	FALSE
EHMT2	1275	0.35189483	FALSE	FALSE
ZAP70	1280	0.34995717	FALSE	FALSE
TMEM241	1283	0.34899312	FALSE	FALSE
GYPC	1297	0.34267256	FALSE	FALSE
XCR1	1309	0.3373249	FALSE	FALSE
RGS3	1310	0.33733258	FALSE	FALSE
BCAT2	1320	0.3329581	FALSE	FALSE
ZFP41	1325	0.3310177	FALSE	FALSE
VILL	1326	0.33102462	FALSE	FALSE
CTDSP2	1331	0.32908383	FALSE	FALSE
CDK9	1351	0.31983954	FALSE	FALSE
ITM2C	1355	0.3183846	FALSE	FALSE
FBXO6	1360	0.3164425	FALSE	FALSE
TMCO6	1367	0.3135264	FALSE	FALSE
PEAR1	1371	0.31207076	FALSE	FALSE
MAZ	1383	0.30671954	FALSE	FALSE
MANBA	1388	0.30477598	FALSE	FALSE
ISOC2B	1398	0.30039778	FALSE	FALSE
ENDOV	1410	0.29504552	FALSE	FALSE
NUDCD3	1412	0.29456174	FALSE	FALSE
FUZ	1415	0.29359093	FALSE	FALSE
SEMA4C	1432	0.28580368	FALSE	FALSE
GM11110	1438	0.28337163	FALSE	FALSE
ATMIN	1454	0.27607068	FALSE	FALSE
RNF166	1456	0.2755857	FALSE	FALSE
HNRNPL	1464	0.2721791	FALSE	FALSE
CBX6	1478	0.26585102	FALSE	FALSE
MYO1C	1479	0.265852	FALSE	FALSE
GRINA	1480	0.265853	FALSE	FALSE
TRBC2	1490	0.26147184	FALSE	FALSE
UCP2	1491	0.2614723	FALSE	FALSE
ZER1	1495	0.2600122	FALSE	FALSE
ZFP219	1496	0.26001266	FALSE	FALSE
PRDX6	1513	0.25222337	FALSE	FALSE
P2RX4	1553	0.2332386	FALSE	FALSE
KLRE1	1572	0.22447924	FALSE	FALSE
DUSP10	1620	0.20160572	FALSE	FALSE
PARP16	1647	0.18895882	FALSE	FALSE
BEND4	1649	0.18848349	FALSE	FALSE
LPAR2	1676	0.17584024	FALSE	FALSE
SLC16A3	1730	0.15006115	FALSE	FALSE
DNM3	1886	0.074677356	FALSE	FALSE
EFCAB8	1920	0.05871032	FALSE	FALSE
C430042M11RIK	1935	0.05200573	FALSE	FALSE
FBXO44	1985	0.028316682	FALSE	FALSE
ASB2	2008	0.017809667	FALSE	FALSE
ARAP3	2009	0.018018575	FALSE	FALSE
VPS37B	2015	0.015816072	FALSE	FALSE
ITIH5	2032	0.008414141	FALSE	FALSE
OPTN	2036	0.007379569	FALSE	FALSE
CASC1	2039	0.006860528	FALSE	FALSE
FCER1G	2061	-0.002387349	FALSE	FALSE
KLRA6	2064	-0.002301322	FALSE	FALSE
JRK	2071	-0.003696709	FALSE	FALSE
SERPINE2	2132	-0.02799321	FALSE	FALSE
TMEM8B	2156	-0.03343314	FALSE	FALSE
CYP11A1	2210	-0.050359327	FALSE	FALSE
CFAP126	2220	-0.0452122	FALSE	FALSE
ADGRG1	2232	-0.03952591	FALSE	FALSE
KLK1B27	2233	-0.02785999	FALSE	FALSE
KLRA7	2243	-0.019598192	FALSE	FALSE
CD200R3	2247	-0.008267918	FALSE	FALSE
DNAJC6	2259	0.002364948	FALSE	FALSE
ADSSL1	2261	0.018500242	FALSE	FALSE
