Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0032943,mononuclear cell proliferation,19_GO:0009987 cellular process,-8.2,4.1,7.6,20504,335,358,24,6.7,1.3,12053|12367|12477|12487|12505|12519|15978|16183|16184|16196|16408|16409|16411|16963|21898|21938|22329|22780|24099|30925|54698|58205|60505|72049,Bcl6|Casp3|Ctla4|Cd28|Cd44|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Itgam|Itgax|Xcl1|Tlr4|Tnfrsf1b|Vcam1|Ikzf3|Tnfsf13b|Slamf6|Crtam|Pdcd1lg2|Il21|Tnfrsf13c,-5.2,Geneid
GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,19_GO:0050789 regulation of biological process,-8.1,4.6,7.8,20504,261,358,21,5.9,1.2,12053|12367|12477|12487|12505|12519|15978|16183|16184|16196|16408|16963|21898|21938|22329|22780|24099|54698|58205|60505|72049,Bcl6|Casp3|Ctla4|Cd28|Cd44|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Xcl1|Tlr4|Tnfrsf1b|Vcam1|Ikzf3|Tnfsf13b|Crtam|Pdcd1lg2|Il21|Tnfrsf13c,-5.2,Geneid
GO Biological Processes,19,GO:0050870,positive regulation of T cell activation,19_GO:0022610 biological adhesion,-8,5,8,20504,216,358,19,5.3,1.2,11501|12053|12487|12519|15978|16183|16184|16196|16408|16852|16963|21943|22329|24099|50930|54167|58205|60505|72049,Adam8|Bcl6|Cd28|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Lgals1|Xcl1|Tnfsf11|Vcam1|Tnfsf13b|Tnfsf14|Icos|Pdcd1lg2|Il21|Tnfrsf13c,-5.1,Geneid
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-8,3.6,7.3,20504,427,358,27,7.5,1.4,11501|12458|12487|12766|13616|14173|15945|15978|16768|16963|17082|18186|20290|20583|20947|21898|21943|22038|22402|27007|30925|50930|54698|60505|67525|75697|381308,Adam8|Ccr6|Cd28|Cxcr3|Edn3|Fgf2|Cxcl10|Ifng|Lag3|Xcl1|Il1rl1|Nrp1|Ccl1|Snai2|Swap70|Tlr4|Tnfsf11|Plscr1|Ccn4|Klrk1|Slamf6|Tnfsf14|Crtam|Il21|Trim62|C2cd4b|Ifi211,-5.1,Geneid
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-8,3.1,7,20504,611,358,33,9.2,1.5,11501|12053|12192|12367|12458|12477|12487|12505|12519|15902|15978|16183|16184|16196|16408|16768|16852|16963|21898|21938|21943|22329|22780|24099|50930|54167|54698|58205|60505|72049|107823|252838|100043314,Adam8|Bcl6|Zfp36l1|Casp3|Ccr6|Ctla4|Cd28|Cd44|Cd80|Id2|Ifng|Il2|Il2ra|Il7|Itgal|Lag3|Lgals1|Xcl1|Tlr4|Tnfrsf1b|Tnfsf11|Vcam1|Ikzf3|Tnfsf13b|Tnfsf14|Icos|Crtam|Pdcd1lg2|Il21|Tnfrsf13c|Nsd2|Tox|Tigit,-5.1,Geneid
GO Biological Processes,19,GO:0042098,T cell proliferation,19_GO:0002376 immune system process,-7.9,4.9,7.8,20504,222,358,19,5.3,1.2,12367|12477|12487|12505|12519|15978|16183|16184|16408|16409|16411|16963|21938|22329|24099|54698|58205|60505|72049,Casp3|Ctla4|Cd28|Cd44|Cd80|Ifng|Il2|Il2ra|Itgal|Itgam|Itgax|Xcl1|Tnfrsf1b|Vcam1|Tnfsf13b|Crtam|Pdcd1lg2|Il21|Tnfrsf13c,-5,Geneid
GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-7.6,5.3,7.8,20504,183,358,17,4.7,1.1,12367|12477|12487|12505|12519|15978|16183|16184|16408|16963|21938|22329|24099|54698|58205|60505|72049,Casp3|Ctla4|Cd28|Cd44|Cd80|Ifng|Il2|Il2ra|Itgal|Xcl1|Tnfrsf1b|Vcam1|Tnfsf13b|Crtam|Pdcd1lg2|Il21|Tnfrsf13c,-4.7,Geneid
GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-7.5,6,8,20504,143,358,15,4.2,1.1,12053|12487|12519|15978|16183|16184|16196|16408|16963|21898|22329|24099|58205|60505|72049,Bcl6|Cd28|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Xcl1|Tlr4|Vcam1|Tnfsf13b|Pdcd1lg2|Il21|Tnfrsf13c,-4.6,Geneid
GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-7.4,5.9,7.9,20504,145,358,15,4.2,1.1,12053|12487|12519|15978|16183|16184|16196|16408|16963|21898|22329|24099|58205|60505|72049,Bcl6|Cd28|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Xcl1|Tlr4|Vcam1|Tnfsf13b|Pdcd1lg2|Il21|Tnfrsf13c,-4.6,Geneid
GO Biological Processes,19,GO:0050727,regulation of inflammatory response,19_GO:0050896 response to stimulus,-7.4,3.9,7.1,20504,342,358,23,6.4,1.3,11501|12053|12362|12363|12487|12505|13011|15978|16183|16184|16963|17082|17470|20290|20317|20361|21898|21938|21943|22402|52033|75697|210029,Adam8|Bcl6|Casp1|Casp4|Cd28|Cd44|Cst7|Ifng|Il2|Il2ra|Xcl1|Il1rl1|Cd200|Ccl1|Serpinf1|Sema7a|Tlr4|Tnfrsf1b|Tnfsf11|Ccn4|Pbk|C2cd4b|Metrnl,-4.6,Geneid
GO Biological Processes,19,GO:0031295,T cell costimulation,19_GO:0022610 biological adhesion,-7.2,14,10,20504,32,358,8,2.2,0.78,12487|12519|16852|24099|50930|54167|58205|72049,Cd28|Cd80|Lgals1|Tnfsf13b|Tnfsf14|Icos|Pdcd1lg2|Tnfrsf13c,-4.4,Geneid
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-7.1,3,6.5,20504,599,358,31,8.7,1.5,11501|12053|12362|12363|12487|12505|13011|15978|16183|16184|16768|16963|17082|17470|20290|20317|20361|21898|21938|21943|22038|22402|27007|30925|52033|54698|60505|67525|75697|210029|381308,Adam8|Bcl6|Casp1|Casp4|Cd28|Cd44|Cst7|Ifng|Il2|Il2ra|Lag3|Xcl1|Il1rl1|Cd200|Ccl1|Serpinf1|Sema7a|Tlr4|Tnfrsf1b|Tnfsf11|Plscr1|Ccn4|Klrk1|Slamf6|Pbk|Crtam|Il21|Trim62|C2cd4b|Metrnl|Ifi211,-4.3,Geneid
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-7.1,3.4,6.7,20504,444,358,26,7.3,1.4,11501|12047|12053|12192|12393|12458|12477|12487|12505|14056|15902|15978|16183|16184|16196|16364|16768|16852|18018|18987|22780|24099|30925|54698|60505|252838,Adam8|Bcl2a1d|Bcl6|Zfp36l1|Runx2|Ccr6|Ctla4|Cd28|Cd44|Ezh2|Id2|Ifng|Il2|Il2ra|Il7|Irf4|Lag3|Lgals1|Nfatc1|Pou2f2|Ikzf3|Tnfsf13b|Slamf6|Crtam|Il21|Tox,-4.3,Geneid
GO Biological Processes,19,GO:0031294,lymphocyte costimulation,19_GO:0002376 immune system process,-7,13,9.7,20504,34,358,8,2.2,0.78,12487|12519|16852|24099|50930|54167|58205|72049,Cd28|Cd80|Lgals1|Tnfsf13b|Tnfsf14|Icos|Pdcd1lg2|Tnfrsf13c,-4.2,Geneid
GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-7,4.8,7.3,20504,202,358,17,4.7,1.1,11501|12053|12192|12458|12477|12487|12505|15902|15978|16183|16184|16196|16768|22780|54698|60505|252838,Adam8|Bcl6|Zfp36l1|Ccr6|Ctla4|Cd28|Cd44|Id2|Ifng|Il2|Il2ra|Il7|Lag3|Ikzf3|Crtam|Il21|Tox,-4.2,Geneid
GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-6.9,5.5,7.5,20504,157,358,15,4.2,1.1,12053|12487|12519|15978|16183|16184|16196|16408|16963|21898|22329|24099|58205|60505|72049,Bcl6|Cd28|Cd80|Ifng|Il2|Il2ra|Il7|Itgal|Xcl1|Tlr4|Vcam1|Tnfsf13b|Pdcd1lg2|Il21|Tnfrsf13c,-4.2,Geneid
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-6.8,3.1,6.4,20504,492,358,27,7.5,1.4,11501|12047|12053|12192|12393|12458|12477|12487|12505|14056|15902|15978|16183|16184|16196|16364|16768|16852|18018|18987|22780|24099|30925|54698|60505|65963|252838,Adam8|Bcl2a1d|Bcl6|Zfp36l1|Runx2|Ccr6|Ctla4|Cd28|Cd44|Ezh2|Id2|Ifng|Il2|Il2ra|Il7|Irf4|Lag3|Lgals1|Nfatc1|Pou2f2|Ikzf3|Tnfsf13b|Slamf6|Crtam|Il21|Tmem176b|Tox,-4,Geneid
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-6.7,3.4,6.5,20504,401,358,24,6.7,1.3,11501|12053|12192|12458|12477|12487|12505|15902|15978|16183|16184|16196|16409|16768|16878|21847|21943|22780|54698|60505|65963|97086|170741|252838,Adam8|Bcl6|Zfp36l1|Ccr6|Ctla4|Cd28|Cd44|Id2|Ifng|Il2|Il2ra|Il7|Itgam|Lag3|Lif|Klf10|Tnfsf11|Ikzf3|Crtam|Il21|Tmem176b|Slc9b2|Pilrb1|Tox,-4,Geneid
GO Biological Processes,19,GO:0042102,positive regulation of T cell proliferation,19_GO:0022610 biological adhesion,-6.6,6.6,7.6,20504,104,358,12,3.4,0.95,12487|12519|15978|16183|16184|16408|16963|22329|24099|58205|60505|72049,Cd28|Cd80|Ifng|Il2|Il2ra|Itgal|Xcl1|Vcam1|Tnfsf13b|Pdcd1lg2|Il21|Tnfrsf13c,-3.9,Geneid
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-6.5,2.6,6,20504,739,358,34,9.5,1.5,11501|12053|12362|12363|12458|12487|12505|12766|13011|14056|14069|15945|15978|16178|16183|16184|16409|16412|16963|17082|17470|19217|20290|20317|20361|21898|21938|21943|22038|22402|52033|57349|75697|210029,Adam8|Bcl6|Casp1|Casp4|Ccr6|Cd28|Cd44|Cxcr3|Cst7|Ezh2|F8|Cxcl10|Ifng|Il1r2|Il2|Il2ra|Itgam|Itgb1|Xcl1|Il1rl1|Cd200|Ptger2|Ccl1|Serpinf1|Sema7a|Tlr4|Tnfrsf1b|Tnfsf11|Plscr1|Ccn4|Pbk|Ppbp|C2cd4b|Metrnl,-3.8,Geneid
GO Biological Processes,19,GO:0001817,regulation of cytokine production,19_GO:0032501 multicellular organismal process,-6.5,2.6,6,20504,776,358,35,9.8,1.6,11501|12053|12362|12363|12487|14056|15442|15978|16178|16183|16196|16364|16768|16963|17082|17470|18987|19247|20290|20320|20361|20583|21898|21938|22402|27007|30925|54698|58205|60505|72049|233081|282663|381308|100043314,Adam8|Bcl6|Casp1|Casp4|Cd28|Ezh2|Hpse|Ifng|Il1r2|Il2|Il7|Irf4|Lag3|Xcl1|Il1rl1|Cd200|Pou2f2|Ptpn11|Ccl1|Nptn|Sema7a|Snai2|Tlr4|Tnfrsf1b|Ccn4|Klrk1|Slamf6|Crtam|Pdcd1lg2|Il21|Tnfrsf13c|Ffar1|Serpinb1b|Ifi211|Tigit,-3.8,Geneid
GO Biological Processes,19,GO:0045066,regulatory T cell differentiation,19_GO:0002376 immune system process,-6.4,11,8.8,20504,40,358,8,2.2,0.78,12053|12477|12487|12505|15978|16183|16768|252838,Bcl6|Ctla4|Cd28|Cd44|Ifng|Il2|Lag3|Tox,-3.8,Geneid
GO Biological Processes,19,GO:0030888,regulation of B cell proliferation,19_GO:0002376 immune system process,-6.4,8.1,8,20504,71,358,10,2.8,0.87,12053|12367|12477|16183|16196|21898|22780|24099|60505|72049,Bcl6|Casp3|Ctla4|Il2|Il7|Tlr4|Ikzf3|Tnfsf13b|Il21|Tnfrsf13c,-3.7,Geneid
WikiPathways,27,WP458,Inflammatory response pathway,,-6.2,13,9,20504,30,358,7,2,0.73,12487|12519|15978|16183|16184|16185|21938,Cd28|Cd80|Ifng|Il2|Il2ra|Il2rb|Tnfrsf1b,-3.5,Geneid
GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-6.2,3.7,6.3,20504,313,358,20,5.6,1.2,11501|12458|12766|12776|13616|14173|15945|15978|16409|16963|18186|18606|20290|20583|20750|20947|21943|22329|50930|57349,Adam8|Ccr6|Cxcr3|Ccr8|Edn3|Fgf2|Cxcl10|Ifng|Itgam|Xcl1|Nrp1|Enpp2|Ccl1|Snai2|Spp1|Swap70|Tnfsf11|Vcam1|Tnfsf14|Ppbp,-3.5,Geneid
GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-5.9,4.6,6.6,20504,188,358,15,4.2,1.1,11501|12053|12192|15902|15978|16183|16184|16196|16409|16878|21847|21943|60505|97086|252838,Adam8|Bcl6|Zfp36l1|Id2|Ifng|Il2|Il2ra|Il7|Itgam|Lif|Klf10|Tnfsf11|Il21|Slc9b2|Tox,-3.3,Geneid
GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-5.9,4.6,6.6,20504,188,358,15,4.2,1.1,11501|12053|12192|15902|15978|16183|16184|16196|16409|16878|21847|21943|60505|97086|252838,Adam8|Bcl6|Zfp36l1|Id2|Ifng|Il2|Il2ra|Il7|Itgam|Lif|Klf10|Tnfsf11|Il21|Slc9b2|Tox,-3.3,Geneid
GO Biological Processes,19,GO:0072678,T cell migration,19_GO:0040011 locomotion,-5.9,8.2,7.6,20504,63,358,9,2.5,0.83,11501|12458|12766|15945|16401|16408|16963|17470|50930,Adam8|Ccr6|Cxcr3|Cxcl10|Itga4|Itgal|Xcl1|Cd200|Tnfsf14,-3.2,Geneid
GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-5.8,4.5,6.4,20504,192,358,15,4.2,1.1,11839|12505|12519|15978|16183|16412|16878|18186|18606|19247|21898|50490|56013|60505|320664,Areg|Cd44|Cd80|Ifng|Il2|Itgb1|Lif|Nrp1|Enpp2|Ptpn11|Tlr4|Nox4|Srcin1|Il21|Cass4,-3.2,Geneid
