Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu03010,Ribosome,,-18,11,15,20504,175,253,24,9.5,1.8,11837|16898|19896|19933|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|56040|66489|67115|67186|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl10a|Rpl21|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Rplp1|Rpl35|Rpl14|Rplp2|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-14,Geneid
Reactome Gene Sets,6,R-MMU-8868773,rRNA processing in the nucleus and cytosol,,-17,11,15,20504,171,253,23,9.1,1.8,11837|16898|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|56040|66489|67115|67134|67186|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Rplp1|Rpl35|Rpl14|Nop56|Rplp2|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-14,Geneid
Reactome Gene Sets,6,R-MMU-72312,rRNA processing,,-17,11,15,20504,171,253,23,9.1,1.8,11837|16898|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|56040|66489|67115|67134|67186|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Rplp1|Rpl35|Rpl14|Nop56|Rplp2|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-14,Geneid
Reactome Gene Sets,6,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-17,11,15,20504,171,253,23,9.1,1.8,11837|16898|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|56040|66489|67115|67134|67186|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Rplp1|Rpl35|Rpl14|Nop56|Rplp2|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-14,Geneid
Reactome Gene Sets,6,R-MMU-72766,Translation,,-14,8.5,12,20504,220,253,23,9.1,1.8,11837|16898|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|55949|56040|66489|67115|67186|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Eef1b2|Rplp1|Rpl35|Rpl14|Rplp2|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-11,Geneid
Reactome Gene Sets,6,R-MMU-72695,"Formation of the ternary complex, and subsequently, the 43S complex",,-9.3,16,12,20504,50,253,10,4,1.2,16898|20055|20085|20088|20103|20115|27050|54127|67427|76846,Rps2|Rps16|Rps19|Rps24|Rps5|Rps7|Rps3|Rps28|Rps20|Rps9,-6.3,Geneid
CORUM,33,CORUM:3047,Parvulin-associated pre-rRNP complex,,-9.3,16,12,20504,50,253,10,4,1.2,11837|18432|19933|26961|27050|27367|67115|67134|67891|270106,Rplp0|Mybbp1a|Rpl21|Rpl8|Rps3|Rpl3|Rpl14|Nop56|Rpl4|Rpl13,-6.3,Geneid
GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-8.8,3.6,7.7,20504,677,253,30,12,2,11837|13631|13666|16898|19896|19933|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|55949|56040|66489|67115|67186|67427|67891|69740|76846|102436|114641|269261|270106|319765,Rplp0|Eef2k|Eif2ak3|Rps2|Rpl10a|Rpl21|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Eef1b2|Rplp1|Rpl35|Rpl14|Rplp2|Rps20|Rpl4|Dph5|Rps9|Lars2|Rpl31|Rpl12|Rpl13|Igf2bp2,-5.8,Geneid
Reactome Gene Sets,6,R-MMU-72649,Translation initiation complex formation,,-8.8,14,11,20504,57,253,10,4,1.2,16898|20055|20085|20088|20103|20115|27050|54127|67427|76846,Rps2|Rps16|Rps19|Rps24|Rps5|Rps7|Rps3|Rps28|Rps20|Rps9,-5.8,Geneid
Reactome Gene Sets,6,R-MMU-72702,Ribosomal scanning and start codon recognition,,-8.8,14,11,20504,57,253,10,4,1.2,16898|20055|20085|20088|20103|20115|27050|54127|67427|76846,Rps2|Rps16|Rps19|Rps24|Rps5|Rps7|Rps3|Rps28|Rps20|Rps9,-5.8,Geneid
Reactome Gene Sets,6,R-MMU-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",,-8.7,14,11,20504,58,253,10,4,1.2,16898|20055|20085|20088|20103|20115|27050|54127|67427|76846,Rps2|Rps16|Rps19|Rps24|Rps5|Rps7|Rps3|Rps28|Rps20|Rps9,-5.7,Geneid
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-8.5,3.5,7.4,20504,701,253,30,12,2,11837|13631|13666|16898|19896|19933|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|55949|56040|66489|67115|67186|67427|67891|69740|76846|102436|114641|269261|270106|319765,Rplp0|Eef2k|Eif2ak3|Rps2|Rpl10a|Rpl21|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Eef1b2|Rplp1|Rpl35|Rpl14|Rplp2|Rps20|Rpl4|Dph5|Rps9|Lars2|Rpl31|Rpl12|Rpl13|Igf2bp2,-5.6,Geneid
Reactome Gene Sets,6,R-MMU-8953854,Metabolism of RNA,,-7.1,3.6,6.8,20504,546,253,24,9.5,1.8,11837|16898|19951|20055|20085|20088|20103|20115|26961|27050|27367|54127|56040|66489|67115|67134|67186|67332|67427|67891|76846|114641|269261|270106,Rplp0|Rps2|Rpl32|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl8|Rps3|Rpl3|Rps28|Rplp1|Rpl35|Rpl14|Nop56|Rplp2|Snrpd3|Rps20|Rpl4|Rps9|Rpl31|Rpl12|Rpl13,-4.2,Geneid
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-6.5,8.4,8.2,20504,96,253,10,4,1.2,11837|16898|19896|19951|26961|54127|56040|67186|69740|114641,Rplp0|Rps2|Rpl10a|Rpl32|Rpl8|Rps28|Rplp1|Rplp2|Dph5|Rpl31,-3.6,Geneid
GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-5.4,2.7,5.5,20504,772,253,26,10,1.9,11482|11555|11898|12043|12550|12775|13136|13609|14083|14159|16190|16195|16197|16416|16842|17131|17387|18576|18793|20971|27050|63953|66214|67245|94212|227929,Acvrl1|Adrb2|Ass1|Bcl2|Cdh1|Ccr7|Cd55|S1pr1|Ptk2|Fes|Il4ra|Il6st|Il7r|Itgb3|Lef1|Smad7|Mmp14|Pde3b|Plaur|Sdc4|Rps3|Dusp10|Rgcc|Peli1|Pag1|Cytip,-2.6,Geneid
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-4.9,9,7.1,20504,63,253,7,2.8,1,12043|14083|16195|16416|17869|18479|56508,Bcl2|Ptk2|Il6st|Itgb3|Myc|Pak1|Rapgef4,-2.1,Geneid
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-4.9,2.7,5.1,20504,728,253,24,9.5,1.8,11472|12043|12488|12550|12775|13609|14159|15901|16416|17888|18479|20971|21957|22351|27360|29856|50874|54132|66214|71994|108655|114606|194401|237860,Actn2|Bcl2|Cd2ap|Cdh1|Ccr7|S1pr1|Fes|Id1|Itgb3|Myh6|Pak1|Sdc4|Tnnt3|Vill|Add3|Smtn|Tmod4|Pdlim1|Rgcc|Cnn3|Foxp1|Tle6|Mical3|Ssh2,-2.1,Geneid
GO Biological Processes,19,GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-4.8,16,8.3,20504,26,253,5,2,0.88,12775|27050|74039|77647|108655,Ccr7|Rps3|Nfam1|Trat1|Foxp1,-2,Geneid
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-4.8,3.2,5.3,20504,457,253,18,7.1,1.6,11555|11898|12550|12775|13136|14083|16190|16195|16197|16842|17131|18793|20971|27050|63953|66214|67245|94212,Adrb2|Ass1|Cdh1|Ccr7|Cd55|Ptk2|Il4ra|Il6st|Il7r|Lef1|Smad7|Plaur|Sdc4|Rps3|Dusp10|Rgcc|Peli1|Pag1,-2,Geneid
GO Biological Processes,19,GO:0042254,ribosome biogenesis,19_GO:0009987 cellular process,-4.7,3.8,5.5,20504,296,253,14,5.5,1.4,11837|16898|18432|19896|20055|20085|20088|20103|20115|27367|54127|66489|67115|67134,Rplp0|Rps2|Mybbp1a|Rpl10a|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl3|Rps28|Rpl35|Rpl14|Nop56,-1.9,Geneid
GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-4.6,10,7.2,20504,47,253,6,2.4,0.96,11555|13666|21833|231507|237253|329003,Adrb2|Eif2ak3|Thra|Plac8|Lrp11|Zfp516,-1.9,Geneid
GO Biological Processes,19,GO:0042274,ribosomal small subunit biogenesis,19_GO:0009987 cellular process,-4.5,7.9,6.5,20504,72,253,7,2.8,1,16898|20055|20085|20088|20103|20115|54127,Rps2|Rps16|Rps19|Rps24|Rps5|Rps7|Rps28,-1.8,Geneid
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0022610 biological adhesion,-4.5,3.7,5.3,20504,310,253,14,5.5,1.4,11482|11555|11898|12550|14083|16190|16842|17131|17387|18576|20971|66214|67245|94212,Acvrl1|Adrb2|Ass1|Cdh1|Ptk2|Il4ra|Lef1|Smad7|Mmp14|Pde3b|Sdc4|Rgcc|Peli1|Pag1,-1.7,Geneid
GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-4.4,5.5,5.8,20504,132,253,9,3.6,1.2,12043|12775|16190|16428|16842|17131|20230|22165|108655,Bcl2|Ccr7|Il4ra|Itk|Lef1|Smad7|Satb1|Txk|Foxp1,-1.7,Geneid
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-4.4,3,4.9,20504,492,253,18,7.1,1.6,12043|12769|12775|14159|16019|16190|16197|16428|16842|17131|17387|17869|18514|20230|22165|63953|74039|108655,Bcl2|Ccr9|Ccr7|Fes|Ighm|Il4ra|Il7r|Itk|Lef1|Smad7|Mmp14|Myc|Pbx1|Satb1|Txk|Dusp10|Nfam1|Foxp1,-1.6,Geneid
GO Biological Processes,19,GO:0060487,lung epithelial cell differentiation,19_GO:0032502 developmental process,-4.3,12,7.2,20504,33,253,5,2,0.88,16598|18028|21833|108655|252973,Klf2|Nfib|Thra|Foxp1|Grhl2,-1.6,Geneid
GO Biological Processes,19,GO:0022408,negative regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-4.3,4.3,5.4,20504,206,253,11,4.3,1.3,11555|11898|12550|14083|16190|16842|17131|20971|66214|67245|94212,Adrb2|Ass1|Cdh1|Ptk2|Il4ra|Lef1|Smad7|Sdc4|Rgcc|Peli1|Pag1,-1.6,Geneid
GO Biological Processes,19,GO:0060479,lung cell differentiation,19_GO:0032502 developmental process,-4.2,12,7.1,20504,34,253,5,2,0.88,16598|18028|21833|108655|252973,Klf2|Nfib|Thra|Foxp1|Grhl2,-1.6,Geneid
GO Biological Processes,19,GO:0060509,type I pneumocyte differentiation,19_GO:0032502 developmental process,-4.2,35,10,20504,7,253,3,1.2,0.68,16598|18028|21833,Klf2|Nfib|Thra,-1.5,Geneid
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-4.2,4.2,5.3,20504,210,253,11,4.3,1.3,11472|13609|17888|18479|20971|21957|50874|54132|66214|71994|108655,Actn2|S1pr1|Myh6|Pak1|Sdc4|Tnnt3|Tmod4|Pdlim1|Rgcc|Cnn3|Foxp1,-1.5,Geneid
GO Biological Processes,19,GO:0000028,ribosomal small subunit assembly,19_GO:0009987 cellular process,-4,16,7.6,20504,20,253,4,1.6,0.78,16898|20085|20103|54127,Rps2|Rps19|Rps5|Rps28,-1.4,Geneid
GO Biological Processes,19,GO:0046631,alpha-beta T cell activation,19_GO:0002376 immune system process,-4,4.4,5.2,20504,183,253,10,4,1.2,12043|12775|13136|16190|16428|16842|17131|20230|22165|108655,Bcl2|Ccr7|Cd55|Il4ra|Itk|Lef1|Smad7|Satb1|Txk|Foxp1,-1.4,Geneid
WikiPathways,27,WP85,Focal adhesion,,-4,4.4,5.2,20504,185,253,10,4,1.2,12043|12826|14083|16407|16416|18479|18707|20363|22165|329278,Bcl2|Col4a1|Ptk2|Itgae|Itgb3|Pak1|Pik3cd|Selenop|Txk|Tnn,-1.3,Geneid
GO Biological Processes,19,GO:0042255,ribosome assembly,19_GO:0009987 cellular process,-3.9,7.7,6,20504,63,253,6,2.4,0.96,11837|16898|20085|20103|27367|54127,Rplp0|Rps2|Rps19|Rps5|Rpl3|Rps28,-1.3,Geneid
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-3.9,2.9,4.6,20504,444,253,16,6.3,1.5,12043|12769|12775|16019|16190|16197|16428|16842|17131|17387|18514|20230|22165|63953|74039|108655,Bcl2|Ccr9|Ccr7|Ighm|Il4ra|Il7r|Itk|Lef1|Smad7|Mmp14|Pbx1|Satb1|Txk|Dusp10|Nfam1|Foxp1,-1.2,Geneid
GO Biological Processes,19,GO:2000209,regulation of anoikis,19_GO:0050789 regulation of biological process,-3.9,15,7.2,20504,22,253,4,1.6,0.78,12043|14083|18432|21885,Bcl2|Ptk2|Mybbp1a|Tle1,-1.2,Geneid
GO Biological Processes,19,GO:0014910,regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-3.8,6,5.5,20504,94,253,7,2.8,1,12043|14083|16195|16416|17869|18479|56508,Bcl2|Ptk2|Il6st|Itgb3|Myc|Pak1|Rapgef4,-1.2,Geneid
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-3.8,2.7,4.4,20504,550,253,18,7.1,1.6,12043|12769|12775|13136|16190|16195|16197|16428|16842|17131|20230|20971|22165|27050|63953|67245|94212|108655,Bcl2|Ccr9|Ccr7|Cd55|Il4ra|Il6st|Il7r|Itk|Lef1|Smad7|Satb1|Sdc4|Txk|Rps3|Dusp10|Peli1|Pag1|Foxp1,-1.2,Geneid
GO Biological Processes,19,GO:0007044,cell-substrate junction assembly,19_GO:0009987 cellular process,-3.7,5.9,5.4,20504,96,253,7,2.8,1,11472|11482|12043|14083|16416|17387|20971,Actn2|Acvrl1|Bcl2|Ptk2|Itgb3|Mmp14|Sdc4,-1.1,Geneid
GO Biological Processes,19,GO:0022613,ribonucleoprotein complex biogenesis,19_GO:0009987 cellular process,-3.7,3,4.5,20504,412,253,15,5.9,1.5,11837|16898|18432|19896|20055|20085|20088|20103|20115|27367|54127|66489|67115|67134|67332,Rplp0|Rps2|Mybbp1a|Rpl10a|Rps16|Rps19|Rps24|Rps5|Rps7|Rpl3|Rps28|Rpl35|Rpl14|Nop56|Snrpd3,-1.1,Geneid
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-3.7,2.4,4.2,20504,708,253,21,8.3,1.7,11472|11555|11910|12043|13609|14605|16190|16842|17131|17387|17869|17888|18479|21416|21833|21957|30928|50874|54132|56190|108655,Actn2|Adrb2|Atf3|Bcl2|S1pr1|Tsc22d3|Il4ra|Lef1|Smad7|Mmp14|Myc|Myh6|Pak1|Tcf7l2|Thra|Tnnt3|Zbtb18|Tmod4|Pdlim1|Rbm38|Foxp1,-1.1,Geneid
Reactome Gene Sets,6,R-MMU-4641265,Repression of WNT target genes,,-3.7,24,8.2,20504,10,253,3,1.2,0.68,16842|21416|21885,Lef1|Tcf7l2|Tle1,-1.1,Geneid
GO Biological Processes,19,GO:0043462,regulation of ATPase activity,19_GO:0065007 biological regulation,-3.6,9,6,20504,45,253,5,2,0.88,11555|11931|17888|21957|71994,Adrb2|Atp1b1|Myh6|Tnnt3|Cnn3,-1.1,Geneid
GO Biological Processes,19,GO:0007159,leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-3.6,3,4.4,20504,373,253,14,5.5,1.4,11898|12775|13136|16190|16195|16197|16842|17131|20343|20971|27050|63953|67245|94212,Ass1|Ccr7|Cd55|Il4ra|Il6st|Il7r|Lef1|Smad7|Sell|Sdc4|Rps3|Dusp10|Peli1|Pag1,-1.1,Geneid
GO Biological Processes,19,GO:0140694,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-3.6,3,4.4,20504,374,253,14,5.5,1.4,11472|11837|16898|17888|20085|20103|21957|27050|27367|50874|54127|108655|212514|213582,Actn2|Rplp0|Rps2|Myh6|Rps19|Rps5|Tnnt3|Rps3|Rpl3|Tmod4|Rps28|Foxp1|Spice1|Map9,-1.1,Geneid
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-3.6,3.2,4.4,20504,333,253,13,5.1,1.4,11898|12775|13136|16190|16195|16197|16842|17131|20971|27050|63953|67245|94212,Ass1|Ccr7|Cd55|Il4ra|Il6st|Il7r|Lef1|Smad7|Sdc4|Rps3|Dusp10|Peli1|Pag1,-1,Geneid
GO Biological Processes,19,GO:0150115,cell-substrate junction organization,19_GO:0009987 cellular process,-3.6,5.6,5.2,20504,102,253,7,2.8,1,11472|11482|12043|14083|16416|17387|20971,Actn2|Acvrl1|Bcl2|Ptk2|Itgb3|Mmp14|Sdc4,-1,Geneid
GO Biological Processes,19,GO:0014909,smooth muscle cell migration,19_GO:0040011 locomotion,-3.5,5.5,5.1,20504,103,253,7,2.8,1,12043|14083|16195|16416|17869|18479|56508,Bcl2|Ptk2|Il6st|Itgb3|Myc|Pak1|Rapgef4,-1,Geneid
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-3.5,2.4,4.1,20504,633,253,19,7.5,1.7,12043|12769|12775|14159|16019|16190|16197|16416|16428|16842|17131|17387|17869|18514|20230|22165|63953|74039|108655,Bcl2|Ccr9|Ccr7|Fes|Ighm|Il4ra|Il7r|Itgb3|Itk|Lef1|Smad7|Mmp14|Myc|Pbx1|Satb1|Txk|Dusp10|Nfam1|Foxp1,-0.96,Geneid
KEGG Pathway,24,ko05213,Endometrial cancer,,-3.4,8.1,5.6,20504,50,253,5,2,0.88,12550|16842|17869|18707|21416,Cdh1|Lef1|Myc|Pik3cd|Tcf7l2,-0.93,Geneid
GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-3.4,3.2,4.3,20504,302,253,12,4.7,1.3,12043|12769|12775|16190|16197|16428|16842|17131|20230|22165|63953|108655,Bcl2|Ccr9|Ccr7|Il4ra|Il7r|Itk|Lef1|Smad7|Satb1|Txk|Dusp10|Foxp1,-0.91,Geneid
GO Biological Processes,19,GO:0060428,lung epithelium development,19_GO:0032502 developmental process,-3.4,7.9,5.6,20504,51,253,5,2,0.88,16598|18028|21833|108655|252973,Klf2|Nfib|Thra|Foxp1|Grhl2,-0.91,Geneid
KEGG Pathway,24,ko05216,Thyroid cancer,,-3.4,11,6.1,20504,29,253,4,1.6,0.78,12550|16842|17869|21416,Cdh1|Lef1|Myc|Tcf7l2,-0.9,Geneid
KEGG Pathway,24,ko05418,Fluid shear stress and atherosclerosis,,-3.3,4.5,4.7,20504,145,253,8,3.2,1.1,11898|12043|14083|16416|16598|17970|18707|20971,Ass1|Bcl2|Ptk2|Itgb3|Klf2|Ncf2|Pik3cd|Sdc4,-0.89,Geneid
KEGG Pathway,24,mmu05418,Fluid shear stress and atherosclerosis,,-3.3,4.5,4.7,20504,145,253,8,3.2,1.1,11898|12043|14083|16416|16598|17970|18707|20971,Ass1|Bcl2|Ptk2|Itgb3|Klf2|Ncf2|Pik3cd|Sdc4,-0.89,Geneid
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-3.3,2.5,4,20504,544,253,17,6.7,1.6,11555|11931|12775|13609|13666|16428|17869|18174|22165|27050|29815|54610|66968|170770|192786|207592|214137,Adrb2|Atp1b1|Ccr7|S1pr1|Eif2ak3|Itk|Myc|Slc11a2|Txk|Rps3|Bcar3|Tbc1d8|Plin5|Bbc3|Rapgef6|Tbc1d16|Arhgap29,-0.89,Geneid
GO Biological Processes,19,GO:0097193,intrinsic apoptotic signaling pathway,19_GO:0023052 signaling,-3.3,3.2,4.3,20504,307,253,12,4.7,1.3,12043|13666|17869|18432|18793|20115|20437|27050|170770|228026|228775|235323,Bcl2|Eif2ak3|Myc|Mybbp1a|Plaur|Rps7|Siah1a|Rps3|Bbc3|Pdk1|Trib3|Usp28,-0.89,Geneid
GO Biological Processes,19,GO:0071353,cellular response to interleukin-4,19_GO:0050896 response to stimulus,-3.3,11,6,20504,30,253,4,1.6,0.78,11837|16842|16898|27367,Rplp0|Lef1|Rps2|Rpl3,-0.89,Geneid
