_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-8.2,GO:0050778,positive regulation of immune response,M1,1,0
1,-3.1,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,M1,1,0
1,-3,GO:0045429,positive regulation of nitric oxide biosynthetic process,M1,1,0
1,-14,GO:0042098,T cell proliferation,M1,1,0
1,-5.4,GO:0002367,cytokine production involved in immune response,M1,1,0
1,-2.8,GO:0060760,positive regulation of response to cytokine stimulus,M1,1,0
1,-4.4,GO:0048871,multicellular organismal homeostasis,M1,1,0
1,-5.5,GO:1903530,regulation of secretion by cell,M1,1,0
1,-3.3,GO:1903510,mucopolysaccharide metabolic process,M1,1,0
1,-4.4,GO:0002838,negative regulation of immune response to tumor cell,M1,1,0
1,-2.8,GO:0047484,regulation of response to osmotic stress,M1,1,0
1,-2.9,GO:0048842,positive regulation of axon extension involved in axon guidance,M1,1,0
1,-5.9,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-3,R-MMU-1280218,Adaptive Immune System,M1,1,0
1,-2.3,GO:0046850,regulation of bone remodeling,M1,1,0
1,-2.1,mmu05152,Tuberculosis,M1,1,0
1,-2.8,GO:0001501,skeletal system development,M1,1,0
1,-2.7,GO:0150116,regulation of cell-substrate junction organization,M1,1,0
1,-3.9,GO:1901699,cellular response to nitrogen compound,M1,1,0
1,-19,GO:0050865,regulation of cell activation,M1,1,0
1,-5.4,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-4.2,GO:1903827,regulation of cellular protein localization,M1,1,0
1,-6.4,GO:0032945,negative regulation of mononuclear cell proliferation,M1,1,0
1,-3.6,mmu04970,Salivary secretion,M1,1,0
1,-2.3,GO:0071774,response to fibroblast growth factor,M1,1,0
1,-3,GO:0014910,regulation of smooth muscle cell migration,M1,1,0
1,-6.9,GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-3.4,GO:0006809,nitric oxide biosynthetic process,M1,1,0
1,-2.2,R-MMU-194138,Signaling by VEGF,M1,1,0
1,-3,GO:0002710,negative regulation of T cell mediated immunity,M1,1,0
1,-3.6,GO:0002702,positive regulation of production of molecular mediator of immune response,M1,1,0
1,-4.3,GO:1990138,neuron projection extension,M1,1,0
1,-3.1,R-MMU-373755,Semaphorin interactions,M1,1,0
1,-6.4,GO:0051223,regulation of protein transport,M1,1,0
1,-2.5,GO:0051924,regulation of calcium ion transport,M1,1,0
1,-2.1,WP3638,Parkinson's disease,M1,1,0
1,-2.2,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,M1,1,0
1,-3,GO:1903829,positive regulation of cellular protein localization,M1,1,0
1,-3.1,GO:0051098,regulation of binding,M1,1,0
1,-2.7,GO:0007411,axon guidance,M1,1,0
1,-4.4,GO:0048293,regulation of isotype switching to IgE isotypes,M1,1,0
1,-2.4,GO:0006897,endocytosis,M1,1,0
1,-2.1,GO:0042542,response to hydrogen peroxide,M1,1,0
1,-2.8,GO:0046007,negative regulation of activated T cell proliferation,M1,1,0
1,-2.4,GO:0048011,neurotrophin TRK receptor signaling pathway,M1,1,0
1,-2.4,R-MMU-163685,Integration of energy metabolism,M1,1,0
1,-4.4,GO:1901653,cellular response to peptide,M1,1,0
1,-9.7,GO:0019932,second-messenger-mediated signaling,M1,1,0
1,-5.1,GO:0071216,cellular response to biotic stimulus,M1,1,0
1,-4,GO:0046879,hormone secretion,M1,1,0
1,-2.9,GO:1902284,neuron projection extension involved in neuron projection guidance,M1,1,0
1,-3.8,GO:0045620,negative regulation of lymphocyte differentiation,M1,1,0
1,-2.5,GO:0043388,positive regulation of DNA binding,M1,1,0
1,-4.4,GO:0010572,positive regulation of platelet activation,M1,1,0
1,-6.3,GO:0001568,blood vessel development,M1,1,0
1,-10,GO:0002703,regulation of leukocyte mediated immunity,M1,1,0
1,-4.2,GO:0010817,regulation of hormone levels,M1,1,0
1,-3.2,GO:0048017,inositol lipid-mediated signaling,M1,1,0
1,-6,GO:0045765,regulation of angiogenesis,M1,1,0
1,-5,GO:0060284,regulation of cell development,M1,1,0
1,-3.6,mmu05205,Proteoglycans in cancer,M1,1,0
1,-2.9,GO:0042063,gliogenesis,M1,1,0
1,-2.6,GO:0001974,blood vessel remodeling,M1,1,0
1,-3.4,GO:0008015,blood circulation,M1,1,0
1,-6.1,GO:0002690,positive regulation of leukocyte chemotaxis,M1,1,0
1,-2.1,GO:0003281,ventricular septum development,M1,1,0
1,-2.5,GO:0006509,membrane protein ectodomain proteolysis,M1,1,0
1,-2.7,GO:0002714,positive regulation of B cell mediated immunity,M1,1,0
1,-2.1,GO:0007413,axonal fasciculation,M1,1,0
1,-2.2,GO:0006027,glycosaminoglycan catabolic process,M1,1,0
1,-2.8,mmu05140,Leishmaniasis,M1,1,0
1,-7.3,GO:0032660,regulation of interleukin-17 production,M1,1,0
1,-2.8,GO:0002260,lymphocyte homeostasis,M1,1,0
1,-3.2,GO:0043087,regulation of GTPase activity,M1,1,0
1,-2.6,GO:0048016,inositol phosphate-mediated signaling,M1,1,0
1,-2.2,GO:0061458,reproductive system development,M1,1,0
1,-2.4,GO:0001893,maternal placenta development,M1,1,0
1,-3.7,GO:0002724,regulation of T cell cytokine production,M1,1,0
1,-4.8,GO:0002688,regulation of leukocyte chemotaxis,M1,1,0
1,-2.2,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-6.1,GO:0010942,positive regulation of cell death,M1,1,0
1,-2.7,GO:0014909,smooth muscle cell migration,M1,1,0
1,-2.7,GO:0045342,MHC class II biosynthetic process,M1,1,0
1,-3.7,GO:1990858,cellular response to lectin,M1,1,0
1,-3.4,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,M1,1,0
1,-3.1,ko05133,Pertussis,M1,1,0
1,-4.2,GO:0031341,regulation of cell killing,M1,1,0
1,-2.7,ko05162,Measles,M1,1,0
1,-5.6,GO:0050769,positive regulation of neurogenesis,M1,1,0
1,-2.4,GO:0035306,positive regulation of dephosphorylation,M1,1,0
1,-7.9,GO:0050870,positive regulation of T cell activation,M1,1,0
1,-2.2,GO:0032615,interleukin-12 production,M1,1,0
1,-2.4,GO:1905477,positive regulation of protein localization to membrane,M1,1,0
1,-2,GO:0014897,striated muscle hypertrophy,M1,1,0
1,-4.3,GO:0043368,positive T cell selection,M1,1,0
1,-7.3,GO:0070997,neuron death,M1,1,0
1,-4.4,GO:0048289,isotype switching to IgE isotypes,M1,1,0
1,-2.5,GO:0050714,positive regulation of protein secretion,M1,1,0
1,-2.7,GO:0045064,T-helper 2 cell differentiation,M1,1,0
1,-3.2,R-MMU-418594,G alpha (i) signalling events,M1,1,0
1,-3.3,GO:0043086,negative regulation of catalytic activity,M1,1,0
1,-2.2,GO:0072657,protein localization to membrane,M1,1,0
1,-4.6,mmu04360,Axon guidance,M1,1,0
1,-2.9,GO:0010976,positive regulation of neuron projection development,M1,1,0
1,-2.2,ko05152,Tuberculosis,M1,1,0
1,-4.2,GO:0032673,regulation of interleukin-4 production,M1,1,0
1,-2.8,GO:0045581,negative regulation of T cell differentiation,M1,1,0
1,-5,GO:0002253,activation of immune response,M1,1,0
1,-4.1,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-2.2,GO:0016064,immunoglobulin mediated immune response,M1,1,0
1,-4.1,GO:0030072,peptide hormone secretion,M1,1,0
1,-2.1,GO:0019724,B cell mediated immunity,M1,1,0
1,-3.5,GO:0032613,interleukin-10 production,M1,1,0
1,-3.7,GO:0002858,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,M1,1,0
1,-2.4,WP2872,White fat cell differentiation,M1,1,0
1,-3.4,R-MMU-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-15,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-2.7,GO:0051208,sequestering of calcium ion,M1,1,0
1,-3.3,mmu04659,Th17 cell differentiation,M1,1,0
1,-2.3,GO:0043277,apoptotic cell clearance,M1,1,0
1,-2.1,GO:0045921,positive regulation of exocytosis,M1,1,0
1,-6.5,GO:0050672,negative regulation of lymphocyte proliferation,M1,1,0
1,-2.4,GO:0070231,T cell apoptotic process,M1,1,0
1,-7.4,GO:0030595,leukocyte chemotaxis,M1,1,0
1,-7,GO:0002228,natural killer cell mediated immunity,M1,1,0
1,-2.5,GO:0031334,positive regulation of protein-containing complex assembly,M1,1,0
1,-12,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-5.9,GO:0018108,peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.7,GO:0030500,regulation of bone mineralization,M1,1,0
1,-2.6,GO:0007015,actin filament organization,M1,1,0
1,-3.9,R-MMU-1474244,Extracellular matrix organization,M1,1,0
1,-3,GO:0043500,muscle adaptation,M1,1,0
1,-6.3,GO:0007160,cell-matrix adhesion,M1,1,0
1,-2.2,GO:0051043,regulation of membrane protein ectodomain proteolysis,M1,1,0
1,-6.4,GO:0050777,negative regulation of immune response,M1,1,0
1,-3.9,GO:0002200,somatic diversification of immune receptors,M1,1,0
1,-4.6,GO:0002757,immune response-activating signal transduction,M1,1,0
1,-3.8,mmu04924,Renin secretion,M1,1,0
1,-2.5,GO:0006022,aminoglycan metabolic process,M1,1,0
1,-2.2,GO:1903307,positive regulation of regulated secretory pathway,M1,1,0
1,-2.1,GO:1904645,response to amyloid-beta,M1,1,0
1,-5.7,GO:0045123,cellular extravasation,M1,1,0
1,-7,GO:0030217,T cell differentiation,M1,1,0
1,-3,mmu05133,Pertussis,M1,1,0
1,-2.9,GO:1901216,positive regulation of neuron death,M1,1,0
1,-4.9,GO:0007204,positive regulation of cytosolic calcium ion concentration,M1,1,0
1,-3.8,GO:0051235,maintenance of location,M1,1,0
1,-2.7,GO:0009725,response to hormone,M1,1,0
1,-8.2,GO:0002286,T cell activation involved in immune response,M1,1,0
1,-2,GO:0032024,positive regulation of insulin secretion,M1,1,0
1,-7.4,GO:0019722,calcium-mediated signaling,M1,1,0
1,-3.7,GO:0014911,positive regulation of smooth muscle cell migration,M1,1,0
1,-2.5,GO:0016045,detection of bacterium,M1,1,0
1,-2.4,GO:1905664,regulation of calcium ion import across plasma membrane,M1,1,0
1,-2.3,GO:0010922,positive regulation of phosphatase activity,M1,1,0
1,-3.2,ko04660,T cell receptor signaling pathway,M1,1,0
1,-7.8,GO:0002699,positive regulation of immune effector process,M1,1,0
1,-6.6,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-4.1,WP1253,Type II interferon signaling (IFNG),M1,1,0
1,-3.7,mmu05144,Malaria,M1,1,0
1,-2.6,GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,M1,1,0
1,-2.1,GO:2000677,regulation of transcription regulatory region DNA binding,M1,1,0
1,-2.8,ko04512,ECM-receptor interaction,M1,1,0
1,-2.8,GO:0032869,cellular response to insulin stimulus,M1,1,0
1,-2.8,GO:0045911,positive regulation of DNA recombination,M1,1,0
1,-4.5,GO:1903532,positive regulation of secretion by cell,M1,1,0
1,-4.7,mmu05321,Inflammatory bowel disease (IBD),M1,1,0
1,-2.8,GO:1901224,positive regulation of NIK/NF-kappaB signaling,M1,1,0
1,-2.8,ko05140,Leishmaniasis,M1,1,0
1,-4.3,GO:1901652,response to peptide,M1,1,0
1,-3.1,GO:0030203,glycosaminoglycan metabolic process,M1,1,0
1,-7,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-6,mmu04621,NOD-like receptor signaling pathway,M1,1,0
1,-3.8,GO:0001779,natural killer cell differentiation,M1,1,0
1,-2.3,GO:0032655,regulation of interleukin-12 production,M1,1,0
1,-8.2,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-2.5,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-4.7,GO:0050901,leukocyte tethering or rolling,M1,1,0
1,-7.9,GO:0050868,negative regulation of T cell activation,M1,1,0
1,-3.7,GO:1905517,macrophage migration,M1,1,0
1,-2.6,GO:0031622,positive regulation of fever generation,M1,1,0
1,-14,GO:0032943,mononuclear cell proliferation,M1,1,0
1,-2.9,R-MMU-375276,Peptide ligand-binding receptors,M1,1,0
1,-2.8,GO:0002832,negative regulation of response to biotic stimulus,M1,1,0
1,-2.9,GO:0048844,artery morphogenesis,M1,1,0
1,-5.4,GO:0032814,regulation of natural killer cell activation,M1,1,0
1,-3.9,ko04924,Renin secretion,M1,1,0
1,-2.8,GO:0051283,negative regulation of sequestering of calcium ion,M1,1,0
1,-2.4,GO:1900180,regulation of protein localization to nucleus,M1,1,0
1,-10,GO:0002831,regulation of response to biotic stimulus,M1,1,0
1,-2.2,GO:1903977,positive regulation of glial cell migration,M1,1,0
1,-4.1,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-6.4,GO:0055074,calcium ion homeostasis,M1,1,0
1,-2.7,GO:0051894,positive regulation of focal adhesion assembly,M1,1,0
1,-3.9,GO:0002639,positive regulation of immunoglobulin production,M1,1,0
1,-2.8,GO:0032703,negative regulation of interleukin-2 production,M1,1,0
1,-2.5,GO:0070232,regulation of T cell apoptotic process,M1,1,0
1,-2.8,GO:0070527,platelet aggregation,M1,1,0
1,-3.5,GO:0090316,positive regulation of intracellular protein transport,M1,1,0
1,-6.2,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-4.5,GO:0051046,regulation of secretion,M1,1,0
1,-3.1,GO:0098655,cation transmembrane transport,M1,1,0
1,-7.2,GO:0042267,natural killer cell mediated cytotoxicity,M1,1,0
1,-10,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-10,GO:0030098,lymphocyte differentiation,M1,1,0
1,-12,GO:0042129,regulation of T cell proliferation,M1,1,0
1,-5.9,GO:0002764,immune response-regulating signaling pathway,M1,1,0
1,-2,GO:1903961,positive regulation of anion transmembrane transport,M1,1,0
1,-5.2,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.6,GO:0045932,negative regulation of muscle contraction,M1,1,0
1,-2.1,GO:0043011,myeloid dendritic cell differentiation,M1,1,0
1,-2.1,R-MMU-1433557,Signaling by SCF-KIT,M1,1,0
1,-2.7,mmu05162,Measles,M1,1,0
1,-2.9,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,M1,1,0
1,-2.2,GO:0001787,natural killer cell proliferation,M1,1,0
1,-6.6,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-4,GO:0045058,T cell selection,M1,1,0
1,-3.8,GO:0048302,regulation of isotype switching to IgG isotypes,M1,1,0
1,-2.9,R-MMU-418360,Platelet calcium homeostasis,M1,1,0
1,-2.1,GO:0030282,bone mineralization,M1,1,0
1,-2.7,GO:0032713,negative regulation of interleukin-4 production,M1,1,0
1,-3.1,GO:0046637,regulation of alpha-beta T cell differentiation,M1,1,0
1,-4.4,GO:0002218,activation of innate immune response,M1,1,0
1,-2.2,R-MMU-75205,Dissolution of Fibrin Clot,M1,1,0
1,-2.3,GO:0001666,response to hypoxia,M1,1,0
1,-2.2,GO:0048880,sensory system development,M1,1,0
1,-3,GO:0002829,negative regulation of type 2 immune response,M1,1,0
1,-6.1,ko04621,NOD-like receptor signaling pathway,M1,1,0
1,-2,GO:0043620,regulation of DNA-templated transcription in response to stress,M1,1,0
1,-4,GO:0070269,pyroptosis,M1,1,0
1,-4.8,GO:1901215,negative regulation of neuron death,M1,1,0
1,-4.4,GO:0045590,negative regulation of regulatory T cell differentiation,M1,1,0
1,-4.1,GO:0002828,regulation of type 2 immune response,M1,1,0
1,-5.3,GO:0002637,regulation of immunoglobulin production,M1,1,0
1,-5.9,GO:0010720,positive regulation of cell development,M1,1,0
1,-3,GO:0016601,Rac protein signal transduction,M1,1,0
1,-3.1,GO:0043300,regulation of leukocyte degranulation,M1,1,0
1,-2.3,ko04810,Regulation of actin cytoskeleton,M1,1,0
1,-3.7,GO:0002889,regulation of immunoglobulin mediated immune response,M1,1,0
1,-3.3,GO:0048015,phosphatidylinositol-mediated signaling,M1,1,0
1,-3.6,GO:0150077,regulation of neuroinflammatory response,M1,1,0
1,-6.9,GO:0072507,divalent inorganic cation homeostasis,M1,1,0
1,-2.7,GO:0006930,"substrate-dependent cell migration, cell extension",M1,1,0
1,-17,GO:0032103,positive regulation of response to external stimulus,M1,1,0
1,-14,GO:0002521,leukocyte differentiation,M1,1,0
1,-2.1,GO:0002762,negative regulation of myeloid leukocyte differentiation,M1,1,0
1,-3.9,WP6,Integrin-mediated cell adhesion,M1,1,0
1,-4.8,GO:0002423,natural killer cell mediated immune response to tumor cell,M1,1,0
1,-3.8,GO:0080164,regulation of nitric oxide metabolic process,M1,1,0
1,-4,GO:0048812,neuron projection morphogenesis,M1,1,0
1,-2.7,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-5.5,GO:0006874,cellular calcium ion homeostasis,M1,1,0
1,-3.5,GO:0048245,eosinophil chemotaxis,M1,1,0
1,-3.2,GO:0098902,regulation of membrane depolarization during action potential,M1,1,0
1,-2.3,GO:0032870,cellular response to hormone stimulus,M1,1,0
1,-2.3,GO:0070228,regulation of lymphocyte apoptotic process,M1,1,0
1,-3,R-MMU-372790,Signaling by GPCR,M1,1,0
1,-2.2,GO:1990778,protein localization to cell periphery,M1,1,0
1,-6.3,GO:0032102,negative regulation of response to external stimulus,M1,1,0
1,-6.7,ko04514,Cell adhesion molecules (CAMs),M1,1,0
1,-6.3,GO:0043068,positive regulation of programmed cell death,M1,1,0
1,-2,R-MMU-5357801,Programmed Cell Death,M1,1,0
1,-14,GO:0046651,lymphocyte proliferation,M1,1,0
1,-4.3,GO:0048858,cell projection morphogenesis,M1,1,0
1,-4,GO:0031344,regulation of cell projection organization,M1,1,0
1,-4.5,GO:0042060,wound healing,M1,1,0
1,-4.9,GO:0050860,negative regulation of T cell receptor signaling pathway,M1,1,0
1,-15,GO:0050670,regulation of lymphocyte proliferation,M1,1,0
1,-4,GO:0032990,cell part morphogenesis,M1,1,0
1,-5.3,GO:0061756,leukocyte adhesion to vascular endothelial cell,M1,1,0
1,-3.2,GO:0046635,positive regulation of alpha-beta T cell activation,M1,1,0
1,-3.6,ko04970,Salivary secretion,M1,1,0
1,-8.2,GO:0002292,T cell differentiation involved in immune response,M1,1,0
1,-2.7,GO:0033002,muscle cell proliferation,M1,1,0
1,-2.2,GO:0051640,organelle localization,M1,1,0
1,-2.2,GO:2001204,regulation of osteoclast development,M1,1,0
1,-3.5,GO:0043405,regulation of MAP kinase activity,M1,1,0
1,-4.7,GO:0002548,monocyte chemotaxis,M1,1,0
1,-2.1,GO:1903238,positive regulation of leukocyte tethering or rolling,M1,1,0
1,-2.4,GO:0046470,phosphatidylcholine metabolic process,M1,1,0
1,-2.3,GO:0045672,positive regulation of osteoclast differentiation,M1,1,0
1,-5.7,GO:0034109,homotypic cell-cell adhesion,M1,1,0
1,-7.2,GO:0031589,cell-substrate adhesion,M1,1,0
1,-2.1,GO:0071380,cellular response to prostaglandin E stimulus,M1,1,0
