_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.250291259715455,GO:0031341,M1,1,0,GO Biological Processes,19,regulation of cell killing,19_GO:0050789 regulation of biological process,-6.250291259715455,6.964028776978418,7.564043238570121,20504,139,233,11,4.721030042918455,1.389437283240531,12628|15007|16641|16642|16643|17059|18646|26365|27007|140474|243655,Cfh|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Prf1|Ceacam1|Klrk1|Muc4|Klre1,-3.0098781752470773,0,1,0,0,-8.266712649935172,44.0,
1,-6.005303818019135,ko04650,M1,1,0,KEGG Pathway,24,Natural killer cell mediated cytotoxicity,,-6.005303818019135,7.4576271186440675,7.542182506297369,20504,118,233,10,4.291845493562231,1.3277568479496944,15979|16640|16641|16642|16643|17059|17086|18646|23900|27007,Ifngr1|Klra9|Klrc1|Klrc2|Klrd1|Klrb1c|Ncr1|Prf1|Hcst|Klrk1,-2.8026792944401566,0,1,0,0,-8.266712649935172,44.0,
1,-5.749832878399366,GO:0001906,M1,1,0,GO Biological Processes,19,cell killing,19_GO:0009987 cellular process,-5.749832878399366,4.7384615384615385,6.503999604260314,20504,260,233,14,6.008583690987124,1.5568694393523623,12628|14131|15007|16641|16642|16643|16904|17059|17101|18646|26365|27007|140474|243655,Cfh|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Gzmm|Klrb1c|Lyst|Prf1|Ceacam1|Klrk1|Muc4|Klre1,-2.5819704610796,0,1,0,0,-8.266712649935172,44.0,
1,-5.681794977675356,GO:0045954,M1,1,0,GO Biological Processes,19,positive regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.681794977675356,15.529411764705882,9.09028812099721,20504,34,233,6,2.575107296137339,1.0376590359046085,16641|16642|16643|17059|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-2.546117243726991,0,1,0,0,-8.266712649935172,44.0,
1,-5.529189334972507,GO:0002717,M1,1,0,GO Biological Processes,19,positive regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.529189334972507,14.666666666666666,8.798836095976947,20504,36,233,6,2.575107296137339,1.0376590359046085,16641|16642|16643|17059|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-2.423474824401586,0,1,0,0,-8.266712649935172,44.0,
1,-5.490840178089338,GO:0042269,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.490840178089338,11.0,8.03373819589015,20504,56,233,7,3.004291845493562,1.1183284104942965,16641|16642|16643|17059|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Klre1,-2.41315439111866,0,1,0,0,-8.266712649935172,44.0,
1,-5.410583539739707,GO:0042267,M1,1,0,GO Biological Processes,19,natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.410583539739707,8.691358024691358,7.435922386022469,20504,81,233,8,3.4334763948497855,1.1928954196019212,16641|16642|16643|17059|17101|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Lyst|Ceacam1|Klrk1|Klre1,-2.3592266914913784,0,1,0,0,-8.266712649935172,44.0,
1,-5.335784461398486,GO:0002715,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.335784461398486,10.440677966101696,7.785467775025337,20504,59,233,7,3.004291845493562,1.1183284104942965,16641|16642|16643|17059|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Klre1,-2.309251196875189,0,1,0,0,-8.266712649935172,44.0,
1,-5.291211553632831,GO:0002228,M1,1,0,GO Biological Processes,19,natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.291211553632831,8.380952380952381,7.267302820294387,20504,84,233,8,3.4334763948497855,1.1928954196019212,16641|16642|16643|17059|17101|26365|27007|243655,Klrc1|Klrc2|Klrd1|Klrb1c|Lyst|Ceacam1|Klrk1|Klre1,-2.288159384959057,0,1,0,0,-8.266712649935172,44.0,
1,-5.023012955237447,GO:0001910,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-5.023012955237447,6.599999999999999,6.596036105699567,20504,120,233,9,3.8626609442060085,1.2624418481498911,15007|16641|16642|16643|17059|26365|27007|140474|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-2.0422371812748255,0,1,0,0,-8.266712649935172,44.0,
1,-4.9974661260058,GO:0002449,M1,1,0,GO Biological Processes,19,lymphocyte mediated immunity,19_GO:0002376 immune system process,-4.9974661260058,3.306889352818371,5.477184096515025,20504,479,233,18,7.725321888412017,1.7491280360598462,12557|12628|12772|14130|14131|15007|16641|16642|16643|16904|17059|17101|18646|26365|27007|140474|243655|628398,Cdh17|Cfh|Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Gzmm|Klrb1c|Lyst|Prf1|Ceacam1|Klrk1|Muc4|Klre1|Ighv6-4,-2.037879651113116,0,1,0,0,-8.266712649935172,44.0,
1,-4.945307896650046,GO:0002706,M1,1,0,GO Biological Processes,19,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-4.945307896650046,4.672566371681416,5.951965332567914,20504,226,233,12,5.150214592274678,1.4479477097964113,12772|14130|14131|15007|16641|16642|16643|17059|26365|27007|140474|243655,Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-2.0059248078456497,0,1,0,0,-8.266712649935172,44.0,
1,-4.7285620190219895,GO:0031343,M1,1,0,GO Biological Processes,19,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-4.7285620190219895,7.04,6.4912503755655635,20504,100,233,8,3.4334763948497855,1.1928954196019212,15007|16641|16642|16643|17059|18646|27007|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Prf1|Klrk1|Klre1,-1.8269674911069926,0,1,0,0,-8.266712649935172,44.0,
1,-4.624983052857359,GO:0002218,M1,1,0,GO Biological Processes,19,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.624983052857359,10.352941176470589,7.169747502426411,20504,51,233,6,2.575107296137339,1.0376590359046085,15951|16641|16642|16643|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrk1|Klre1,-1.748751791945144,0,1,0,0,-8.266712649935172,44.0,
1,-4.615584213600929,GO:0002418,M1,1,0,GO Biological Processes,19,immune response to tumor cell,19_GO:0002376 immune system process,-4.615584213600929,14.193548387096774,7.881353321950233,20504,31,233,5,2.1459227467811157,0.9493329264987009,18646|26365|27007|140474|243655,Prf1|Ceacam1|Klrk1|Muc4|Klre1,-1.748751791945144,0,1,0,0,-8.266712649935172,44.0,
1,-4.5442113171476795,GO:0030101,M1,1,0,GO Biological Processes,19,natural killer cell activation,19_GO:0002376 immune system process,-4.5442113171476795,6.6415094339622645,6.243146659306894,20504,106,233,8,3.4334763948497855,1.1928954196019212,15902|16641|16642|17059|17101|18514|27007|243655,Id2|Klrc1|Klrc2|Klrb1c|Lyst|Pbx1|Klrk1|Klre1,-1.710565573014733,0,1,0,0,-8.266712649935172,44.0,
1,-4.471224314392919,GO:0002831,M1,1,0,GO Biological Processes,19,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-4.471224314392919,3.655786350148368,5.2703142968345755,20504,337,233,14,6.008583690987124,1.5568694393523623,15951|16641|16642|16643|17059|17916|19376|20304|22165|26365|27007|71648|140474|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Myo1f|Rab34|Ccl5|Txk|Ceacam1|Klrk1|Optn|Muc4|Klre1,-1.6945685230862222,0,1,0,0,-8.266712649935172,44.0,
1,-4.309595484685121,GO:0002835,M1,1,0,GO Biological Processes,19,negative regulation of response to tumor cell,19_GO:0048519 negative regulation of biological process,-4.309595484685121,37.714285714285715,10.415689681135877,20504,7,233,3,1.2875536480686696,0.7385683007060192,26365|140474|243655,Ceacam1|Muc4|Klre1,-1.571857759408794,0,1,0,0,-8.266712649935172,44.0,
1,-4.309595484685121,GO:0002838,M1,1,0,GO Biological Processes,19,negative regulation of immune response to tumor cell,19_GO:0002376 immune system process,-4.309595484685121,37.714285714285715,10.415689681135877,20504,7,233,3,1.2875536480686696,0.7385683007060192,26365|140474|243655,Ceacam1|Muc4|Klre1,-1.571857759408794,0,1,0,0,-8.266712649935172,44.0,
1,-4.241586895702785,GO:0002443,M1,1,0,GO Biological Processes,19,leukocyte mediated immunity,19_GO:0002376 immune system process,-4.241586895702785,2.795986622073579,4.778711025993992,20504,598,233,19,8.15450643776824,1.7928741503593322,12557|12628|12772|14130|14131|15007|16641|16642|16643|16904|17059|17101|17916|18646|26365|27007|140474|243655|628398,Cdh17|Cfh|Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Gzmm|Klrb1c|Lyst|Myo1f|Prf1|Ceacam1|Klrk1|Muc4|Klre1|Ighv6-4,-1.539564722692992,0,1,0,0,-8.266712649935172,44.0,
1,-4.155777358224411,GO:0001912,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-4.155777358224411,6.921348314606742,6.001917193345078,20504,89,233,7,3.004291845493562,1.1183284104942965,15007|16641|16642|16643|17059|27007|243655,H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-1.4760315799257702,0,1,0,0,-8.266712649935172,44.0,
1,-4.0112446273293205,GO:0002347,M1,1,0,GO Biological Processes,19,response to tumor cell,19_GO:0050896 response to stimulus,-4.0112446273293205,10.731707317073171,6.687216668453356,20504,41,233,5,2.1459227467811157,0.9493329264987009,18646|26365|27007|140474|243655,Prf1|Ceacam1|Klrk1|Muc4|Klre1,-1.3422227144224532,0,1,0,0,-8.266712649935172,44.0,
1,-3.890995189674531,GO:0045089,M1,1,0,GO Biological Processes,19,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.890995189674531,5.374045801526718,5.384440238038852,20504,131,233,8,3.4334763948497855,1.1928954196019212,15951|16641|16642|16643|17059|22165|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Txk|Klrk1|Klre1,-1.2624019338232717,0,1,0,0,-8.266712649935172,44.0,
1,-3.785462163749376,GO:0002420,M1,1,0,GO Biological Processes,19,natural killer cell mediated cytotoxicity directed against tumor cell target,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.785462163749376,26.4,8.613297150601545,20504,10,233,3,1.2875536480686696,0.7385683007060192,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.211506197711161,0,1,0,0,-8.266712649935172,44.0,
1,-3.785462163749376,GO:0002858,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.785462163749376,26.4,8.613297150601545,20504,10,233,3,1.2875536480686696,0.7385683007060192,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.211506197711161,0,1,0,0,-8.266712649935172,44.0,
1,-3.783158644150797,GO:0002703,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.783158644150797,3.5436241610738257,4.742092037739766,20504,298,233,12,5.150214592274678,1.4479477097964113,12772|14130|14131|15007|16641|16642|16643|17059|26365|27007|140474|243655,Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-1.211506197711161,0,1,0,0,-8.266712649935172,44.0,
1,-3.777024352462824,GO:0002833,M1,1,0,GO Biological Processes,19,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-3.777024352462824,4.578034682080924,5.0668413580275935,20504,173,233,9,3.8626609442060085,1.2624418481498911,15951|16641|16642|16643|17059|19376|22165|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Rab34|Txk|Klrk1|Klre1,-1.211506197711161,0,1,0,0,-8.266712649935172,44.0,
1,-3.7047075831209577,GO:0045088,M1,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.7047075831209577,4.055299539170507,4.8509168054139495,20504,217,233,10,4.291845493562231,1.3277568479496944,15951|16641|16642|16643|17059|17916|22165|26365|27007|243655,Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Myo1f|Txk|Ceacam1|Klrk1|Klre1,-1.1552955733173234,0,1,0,0,-8.266712649935172,44.0,
1,-3.6508154972172004,GO:0002423,M1,1,0,GO Biological Processes,19,natural killer cell mediated immune response to tumor cell,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6508154972172004,24.0,8.18032367778018,20504,11,233,3,1.2875536480686696,0.7385683007060192,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.1174172356662775,0,1,0,0,-8.266712649935172,44.0,
1,-3.6508154972172004,GO:0002855,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated immune response to tumor cell,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6508154972172004,24.0,8.18032367778018,20504,11,233,3,1.2875536480686696,0.7385683007060192,26365|27007|243655,Ceacam1|Klrk1|Klre1,-1.1174172356662775,0,1,0,0,-8.266712649935172,44.0,
1,-3.643348149620389,GO:0002704,M1,1,0,GO Biological Processes,19,negative regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.643348149620389,6.947368421052632,5.568879152964225,20504,76,233,6,2.575107296137339,1.0376590359046085,12772|14130|16643|26365|140474|243655,Ccr2|Fcgr2b|Klrd1|Ceacam1|Muc4|Klre1,-1.1174172356662775,0,1,0,0,-8.266712649935172,44.0,
1,-3.510424557911709,GO:0002834,M1,1,0,GO Biological Processes,19,regulation of response to tumor cell,19_GO:0050896 response to stimulus,-3.510424557911709,12.137931034482758,6.434882893299339,20504,29,233,4,1.7167381974248928,0.8509692270223523,26365|27007|140474|243655,Ceacam1|Klrk1|Muc4|Klre1,-1.0546935909859325,0,1,0,0,-8.266712649935172,44.0,
1,-3.510424557911709,GO:0002837,M1,1,0,GO Biological Processes,19,regulation of immune response to tumor cell,19_GO:0002376 immune system process,-3.510424557911709,12.137931034482758,6.434882893299339,20504,29,233,4,1.7167381974248928,0.8509692270223523,26365|27007|140474|243655,Ceacam1|Klrk1|Muc4|Klre1,-1.0546935909859325,0,1,0,0,-8.266712649935172,44.0,
1,-3.476172769582527,R-MMU-2424491,M1,1,0,Reactome Gene Sets,6,DAP12 signaling,,-3.476172769582527,8.30188679245283,5.7064344831422,20504,53,233,5,2.1459227467811157,0.9493329264987009,15007|16641|16642|16643|27007,H2-Q10|Klrc1|Klrc2|Klrd1|Klrk1,-1.0268759126621605,0,1,0,0,-8.266712649935172,44.0,
1,-3.4521414469702467,GO:0001911,M1,1,0,GO Biological Processes,19,negative regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-3.4521414469702467,11.733333333333333,6.30729253746651,20504,30,233,4,1.7167381974248928,0.8509692270223523,16643|26365|140474|243655,Klrd1|Ceacam1|Muc4|Klre1,-1.0091847680808992,0,1,0,0,-8.266712649935172,44.0,
1,-3.336952820759381,GO:0002708,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-3.336952820759381,4.455696202531645,4.674914352111191,20504,158,233,8,3.4334763948497855,1.1928954196019212,14131|15007|16641|16642|16643|17059|27007|243655,Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-0.9124795475640467,0,1,0,0,-8.266712649935172,44.0,
1,-3.190274651181766,GO:0031342,M1,1,0,GO Biological Processes,19,negative regulation of cell killing,19_GO:0048519 negative regulation of biological process,-3.190274651181766,10.057142857142857,5.749446095806563,20504,35,233,4,1.7167381974248928,0.8509692270223523,16643|26365|140474|243655,Klrd1|Ceacam1|Muc4|Klre1,-0.8222827339388797,0,1,0,0,-8.266712649935172,44.0,
1,-3.1589760638835327,R-MMU-2172127,M1,1,0,Reactome Gene Sets,6,DAP12 interactions,,-3.1589760638835327,7.096774193548387,5.154462004838413,20504,62,233,5,2.1459227467811157,0.9493329264987009,15007|16641|16642|16643|27007,H2-Q10|Klrc1|Klrc2|Klrd1|Klrk1,-0.8014495803188115,0,1,0,0,-8.266712649935172,44.0,
1,-3.1270516979591987,GO:0002707,M1,1,0,GO Biological Processes,19,negative regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-3.1270516979591987,6.984126984126984,5.099987197670726,20504,63,233,5,2.1459227467811157,0.9493329264987009,14130|16643|26365|140474|243655,Fcgr2b|Klrd1|Ceacam1|Muc4|Klre1,-0.7797443795761636,0,1,0,0,-8.266712649935172,44.0,
1,-3.064934853653369,ko05332,M1,1,0,KEGG Pathway,24,Graft-versus-host disease,,-3.064934853653369,6.769230769230769,4.994521041502568,20504,65,233,5,2.1459227467811157,0.9493329264987009,15007|16640|16641|16643|18646,H2-Q10|Klra9|Klrc1|Klrd1|Prf1,-0.7421704763478598,0,1,0,0,-8.266712649935172,44.0,
1,-3.005006640157365,mmu05332,M1,1,0,KEGG Pathway,24,Graft-versus-host disease,,-3.005006640157365,6.567164179104478,4.89341374511327,20504,67,233,5,2.1459227467811157,0.9493329264987009,15007|16640|16641|16643|18646,H2-Q10|Klra9|Klrc1|Klrd1|Prf1,-0.7054721035703307,0,1,0,0,-8.266712649935172,44.0,
1,-2.920517956184172,GO:0002705,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.920517956184172,3.8469945355191255,4.147522207120124,20504,183,233,8,3.4334763948497855,1.1928954196019212,14131|15007|16641|16642|16643|17059|27007|243655,Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Klrk1|Klre1,-0.6457244157374147,0,1,0,0,-8.266712649935172,44.0,
1,-2.907553050818318,GO:0002697,M1,1,0,GO Biological Processes,19,regulation of immune effector process,19_GO:0002376 immune system process,-2.907553050818318,2.6854460093896715,3.7688469312679502,20504,426,233,13,5.579399141630901,1.5036582277947483,12628|12772|14130|14131|15007|16641|16642|16643|17059|26365|27007|140474|243655,Cfh|Ccr2|Fcgr2b|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Muc4|Klre1,-0.6406236609143585,0,1,0,0,-8.266712649935172,44.0,
1,-2.667938325612443,GO:0002699,M1,1,0,GO Biological Processes,19,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.667938325612443,2.972972972972973,3.6656787719078796,20504,296,233,10,4.291845493562231,1.3277568479496944,12772|14131|15007|16641|16642|16643|17059|26365|27007|243655,Ccr2|Fcgr3|H2-Q10|Klrc1|Klrc2|Klrd1|Klrb1c|Ceacam1|Klrk1|Klre1,-0.4524225102027758,0,1,0,0,-8.266712649935172,44.0,
1,-2.609436366321598,GO:0045953,M1,1,0,GO Biological Processes,19,negative regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.609436366321598,11.0,5.255205752394477,20504,24,233,3,1.2875536480686696,0.7385683007060192,16643|26365|243655,Klrd1|Ceacam1|Klre1,-0.403177558087526,0,1,0,0,-8.266712649935172,44.0,
1,-2.5976510347447412,GO:0050777,M1,1,0,GO Biological Processes,19,negative regulation of immune response,19_GO:0002376 immune system process,-2.5976510347447412,3.4174757281553396,3.738679081362089,20504,206,233,8,3.4334763948497855,1.1928954196019212,12772|14130|15951|16643|26365|140474|243655|435653,Ccr2|Fcgr2b|Ifi204|Klrd1|Ceacam1|Muc4|Klre1|Fcrlb,-0.39863063543458854,0,1,0,0,-8.266712649935172,44.0,
1,-2.557547076127924,GO:0002716,M1,1,0,GO Biological Processes,19,negative regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.557547076127924,10.56,5.127699936552604,20504,25,233,3,1.2875536480686696,0.7385683007060192,16643|26365|243655,Klrd1|Ceacam1|Klre1,-0.3726513195093776,0,1,0,0,-8.266712649935172,44.0,
1,-2.4273617388614013,GO:0002698,M1,1,0,GO Biological Processes,19,negative regulation of immune effector process,19_GO:0002376 immune system process,-2.4273617388614013,4.061538461538461,3.754242523484716,20504,130,233,6,2.575107296137339,1.0376590359046085,12772|14130|16643|26365|140474|243655,Ccr2|Fcgr2b|Klrd1|Ceacam1|Muc4|Klre1,-0.2848820238346743,0,1,0,0,-8.266712649935172,44.0,
1,-2.2491323609124696,GO:0032816,M1,1,0,GO Biological Processes,19,positive regulation of natural killer cell activation,19_GO:0002376 immune system process,-2.2491323609124696,8.25,4.400296477749341,20504,32,233,3,1.2875536480686696,0.7385683007060192,16641|16642|17101,Klrc1|Klrc2|Lyst,-0.18481053549977303,0,1,0,0,-8.266712649935172,44.0,
1,-2.1926941882611186,GO:0050778,M1,1,0,GO Biological Processes,19,positive regulation of immune response,19_GO:0002376 immune system process,-2.1926941882611186,2.0143061516452074,2.9252925389569757,20504,699,233,16,6.866952789699571,1.6567461754690445,12273|12628|12772|14131|15007|15951|16641|16642|16643|17059|19376|22165|27007|72349|243655|628398,C5ar1|Cfh|Ccr2|Fcgr3|H2-Q10|Ifi204|Klrc1|Klrc2|Klrd1|Klrb1c|Rab34|Txk|Klrk1|Dusp3|Klre1|Ighv6-4,-0.1491055165229722,0,1,0,0,-8.266712649935172,44.0,
