_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-5.1,GO:0001775,cell activation,M1,1,0
1,-2.9,GO:0072507,divalent inorganic cation homeostasis,M1,1,0
1,-2.2,R-MMU-76002,"Platelet activation, signaling and aggregation",M1,1,0
1,-3,GO:0048008,platelet-derived growth factor receptor signaling pathway,M1,1,0
1,-4.2,GO:0050867,positive regulation of cell activation,M1,1,0
1,-2.4,mmu04664,Fc epsilon RI signaling pathway,M1,1,0
1,-2.3,GO:0018193,peptidyl-amino acid modification,M1,1,0
1,-2.7,GO:0051896,regulation of protein kinase B signaling,M1,1,0
1,-3.7,GO:2000147,positive regulation of cell motility,M1,1,0
1,-2.2,GO:0055065,metal ion homeostasis,M1,1,0
1,-3.7,GO:0070372,regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.7,R-MMU-5684996,MAPK1/MAPK3 signaling,M1,1,0
1,-3.3,mmu05205,Proteoglycans in cancer,M1,1,0
1,-3.2,GO:0007409,axonogenesis,M1,1,0
1,-2.3,GO:0071677,positive regulation of mononuclear cell migration,M1,1,0
1,-3.5,GO:0002360,T cell lineage commitment,M1,1,0
1,-2.5,GO:0034765,regulation of ion transmembrane transport,M1,1,0
1,-3.4,R-MMU-166520,Signaling by NTRKs,M1,1,0
1,-4.7,GO:0045580,regulation of T cell differentiation,M1,1,0
1,-3.8,GO:0040007,growth,M1,1,0
1,-2.3,GO:0051588,regulation of neurotransmitter transport,M1,1,0
1,-3.4,R-MMU-216083,Integrin cell surface interactions,M1,1,0
1,-3.7,GO:1901623,regulation of lymphocyte chemotaxis,M1,1,0
1,-2.3,GO:0010810,regulation of cell-substrate adhesion,M1,1,0
1,-3,GO:0001570,vasculogenesis,M1,1,0
1,-3.9,R-MMU-389513,CTLA4 inhibitory signaling,M1,1,0
1,-2.4,GO:0045661,regulation of myoblast differentiation,M1,1,0
1,-4.2,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-4.1,GO:1902532,negative regulation of intracellular signal transduction,M1,1,0
1,-2,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M1,1,0
1,-3.2,GO:2000406,positive regulation of T cell migration,M1,1,0
1,-2.8,GO:0032990,cell part morphogenesis,M1,1,0
1,-2.1,GO:0002687,positive regulation of leukocyte migration,M1,1,0
1,-4.4,WP85,Focal adhesion,M1,1,0
1,-5.7,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-2.7,WP572,EGFR1 signaling pathway,M1,1,0
1,-2.3,GO:0046488,phosphatidylinositol metabolic process,M1,1,0
1,-2.2,GO:0050671,positive regulation of lymphocyte proliferation,M1,1,0
1,-2.3,GO:0002521,leukocyte differentiation,M1,1,0
1,-4.3,R-MMU-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M1,1,0
1,-2.3,GO:1901888,regulation of cell junction assembly,M1,1,0
1,-2.5,R-MMU-5683057,MAPK family signaling cascades,M1,1,0
1,-3.1,GO:0055074,calcium ion homeostasis,M1,1,0
1,-2.2,R-MMU-168138,Toll Like Receptor 9 (TLR9) Cascade,M1,1,0
1,-2.1,GO:0044770,cell cycle phase transition,M1,1,0
1,-4,GO:0001764,neuron migration,M1,1,0
1,-2.5,mmu04611,Platelet activation,M1,1,0
1,-2.1,R-MMU-9013423,RAC3 GTPase cycle,M1,1,0
1,-3.5,R-MMU-9675108,Nervous system development,M1,1,0
1,-4,GO:0050921,positive regulation of chemotaxis,M1,1,0
1,-3.6,GO:0045596,negative regulation of cell differentiation,M1,1,0
1,-4.9,GO:0035767,endothelial cell chemotaxis,M1,1,0
1,-2.5,mmu04650,Natural killer cell mediated cytotoxicity,M1,1,0
1,-3.5,R-MMU-186763,Downstream signal transduction,M1,1,0
1,-2.2,GO:1903036,positive regulation of response to wounding,M1,1,0
1,-3.9,WP373,IL-3 signaling pathway,M1,1,0
1,-3.8,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-3.2,GO:0006954,inflammatory response,M1,1,0
1,-2.2,mmu04072,Phospholipase D signaling pathway,M1,1,0
1,-3,mmu04512,ECM-receptor interaction,M1,1,0
1,-2.2,GO:0002697,regulation of immune effector process,M1,1,0
1,-3.3,GO:1905475,regulation of protein localization to membrane,M1,1,0
1,-7.3,GO:0050865,regulation of cell activation,M1,1,0
1,-2.2,GO:0044772,mitotic cell cycle phase transition,M1,1,0
1,-4.4,GO:0045321,leukocyte activation,M1,1,0
1,-2.8,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-3.4,GO:0043534,blood vessel endothelial cell migration,M1,1,0
1,-2.2,GO:0032946,positive regulation of mononuclear cell proliferation,M1,1,0
1,-3.3,WP2573,Primary focal segmental glomerulosclerosis (FSGS),M1,1,0
1,-3,GO:0006935,chemotaxis,M1,1,0
1,-2.9,GO:0033627,cell adhesion mediated by integrin,M1,1,0
1,-4.8,GO:0050870,positive regulation of T cell activation,M1,1,0
1,-3.6,GO:0034330,cell junction organization,M1,1,0
1,-3.3,mmu05214,Glioma,M1,1,0
1,-2.1,R-MMU-372790,Signaling by GPCR,M1,1,0
1,-2.3,GO:0030098,lymphocyte differentiation,M1,1,0
1,-3.5,WP2292,Chemokine signaling pathway,M1,1,0
1,-6.2,WP193,Hepatocyte growth factor receptor signaling,M1,1,0
1,-2.8,R-MMU-199418,Negative regulation of the PI3K/AKT network,M1,1,0
1,-3.5,R-MMU-422475,Axon guidance,M1,1,0
1,-4.9,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-3.5,WP488,Alpha 6 beta 4 integrin signaling pathway,M1,1,0
1,-6.9,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.1,GO:0045471,response to ethanol,M1,1,0
1,-2.9,R-MMU-1227986,Signaling by ERBB2,M1,1,0
1,-2.8,GO:0106027,neuron projection organization,M1,1,0
1,-3,GO:0031175,neuron projection development,M1,1,0
1,-3.6,GO:0051272,positive regulation of cellular component movement,M1,1,0
1,-5.8,GO:0071363,cellular response to growth factor stimulus,M1,1,0
1,-2.1,R-MMU-166166,MyD88-independent TLR4 cascade,M1,1,0
1,-4.9,GO:0051058,negative regulation of small GTPase mediated signal transduction,M1,1,0
1,-3.5,GO:0043542,endothelial cell migration,M1,1,0
1,-5,WP6,Integrin-mediated cell adhesion,M1,1,0
1,-7.8,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-2.3,GO:0071774,response to fibroblast growth factor,M1,1,0
1,-2.3,GO:0021536,diencephalon development,M1,1,0
1,-3.4,GO:0097529,myeloid leukocyte migration,M1,1,0
1,-4.1,GO:1990266,neutrophil migration,M1,1,0
1,-3.9,R-MMU-380108,Chemokine receptors bind chemokines,M1,1,0
1,-2.6,GO:0016049,cell growth,M1,1,0
1,-2.9,WP65,Insulin signaling,M1,1,0
1,-3.4,GO:0001667,ameboidal-type cell migration,M1,1,0
1,-3,GO:0042330,taxis,M1,1,0
1,-3.3,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-2.9,mmu04070,Phosphatidylinositol signaling system,M1,1,0
1,-2.2,GO:0031346,positive regulation of cell projection organization,M1,1,0
1,-2,R-MMU-5673001,RAF/MAP kinase cascade,M1,1,0
1,-2.2,GO:0010975,regulation of neuron projection development,M1,1,0
1,-3.2,R-MMU-114604,GPVI-mediated activation cascade,M1,1,0
1,-3.4,GO:0043409,negative regulation of MAPK cascade,M1,1,0
1,-2.1,GO:2001234,negative regulation of apoptotic signaling pathway,M1,1,0
1,-5.7,GO:0070848,response to growth factor,M1,1,0
1,-2.2,GO:1990138,neuron projection extension,M1,1,0
1,-7.1,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-3.5,GO:0042129,regulation of T cell proliferation,M1,1,0
1,-4.3,GO:0010613,positive regulation of cardiac muscle hypertrophy,M1,1,0
1,-3.1,GO:0042832,defense response to protozoan,M1,1,0
1,-2.5,GO:0045621,positive regulation of lymphocyte differentiation,M1,1,0
1,-2,mmu04911,Insulin secretion,M1,1,0
1,-4.3,GO:0071621,granulocyte chemotaxis,M1,1,0
1,-5.5,GO:0007229,integrin-mediated signaling pathway,M1,1,0
1,-3.8,mmu04925,Aldosterone synthesis and secretion,M1,1,0
1,-2.6,GO:0032330,regulation of chondrocyte differentiation,M1,1,0
1,-2.8,GO:0090630,activation of GTPase activity,M1,1,0
1,-2.6,GO:0007167,enzyme linked receptor protein signaling pathway,M1,1,0
1,-4,mmu04015,Rap1 signaling pathway,M1,1,0
1,-3.8,GO:0007162,negative regulation of cell adhesion,M1,1,0
1,-3.9,GO:0045058,T cell selection,M1,1,0
1,-7.2,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-3.9,GO:0030335,positive regulation of cell migration,M1,1,0
1,-2.5,mmu04010,MAPK signaling pathway,M1,1,0
1,-3,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.2,GO:0046637,regulation of alpha-beta T cell differentiation,M1,1,0
1,-3.7,GO:0061564,axon development,M1,1,0
1,-3.7,GO:0051250,negative regulation of lymphocyte activation,M1,1,0
1,-3.3,GO:0006874,cellular calcium ion homeostasis,M1,1,0
1,-4.5,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-2.6,GO:0050864,regulation of B cell activation,M1,1,0
1,-4.4,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-2.3,mmu05031,Amphetamine addiction,M1,1,0
1,-2.7,R-MMU-375276,Peptide ligand-binding receptors,M1,1,0
1,-3.7,GO:0050670,regulation of lymphocyte proliferation,M1,1,0
1,-3,GO:0060419,heart growth,M1,1,0
1,-2.2,GO:0030003,cellular cation homeostasis,M1,1,0
1,-2.4,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-3.5,WP407,Kit receptor signaling pathway,M1,1,0
1,-4.5,R-MMU-8875878,MET promotes cell motility,M1,1,0
1,-2.4,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-2.7,GO:0035265,organ growth,M1,1,0
1,-3.4,mmu05211,Renal cell carcinoma,M1,1,0
1,-4.2,GO:0002695,negative regulation of leukocyte activation,M1,1,0
1,-3.3,GO:0002250,adaptive immune response,M1,1,0
1,-3.3,GO:0010611,regulation of cardiac muscle hypertrophy,M1,1,0
1,-2.8,GO:0099173,postsynapse organization,M1,1,0
1,-3.3,GO:0050868,negative regulation of T cell activation,M1,1,0
1,-3.6,GO:0034764,positive regulation of transmembrane transport,M1,1,0
1,-2.4,GO:1990868,response to chemokine,M1,1,0
1,-4.2,GO:0010819,regulation of T cell chemotaxis,M1,1,0
1,-2.5,GO:0002040,sprouting angiogenesis,M1,1,0
1,-4.5,GO:0030593,neutrophil chemotaxis,M1,1,0
1,-2.1,R-MMU-1266738,Developmental Biology,M1,1,0
1,-3.2,GO:1904375,regulation of protein localization to cell periphery,M1,1,0
1,-2.9,GO:0001562,response to protozoan,M1,1,0
1,-2.1,GO:0051057,positive regulation of small GTPase mediated signal transduction,M1,1,0
1,-2.3,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-3.4,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.3,GO:0000082,G1/S transition of mitotic cell cycle,M1,1,0
1,-4.7,mmu04014,Ras signaling pathway,M1,1,0
1,-2.2,R-MMU-388396,GPCR downstream signalling,M1,1,0
1,-2.6,mmu04625,C-type lectin receptor signaling pathway,M1,1,0
1,-2.1,mmu04012,ErbB signaling pathway,M1,1,0
1,-2.5,R-MMU-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-3.4,GO:0046324,regulation of glucose import,M1,1,0
1,-3.8,GO:0048534,hematopoietic or lymphoid organ development,M1,1,0
1,-2.8,GO:0014706,striated muscle tissue development,M1,1,0
1,-2.2,R-MMU-163685,Integration of energy metabolism,M1,1,0
1,-2.1,GO:0045446,endothelial cell differentiation,M1,1,0
1,-2.9,R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M1,1,0
1,-3,GO:2000403,positive regulation of lymphocyte migration,M1,1,0
1,-2.8,GO:0051090,regulation of DNA-binding transcription factor activity,M1,1,0
1,-4.5,R-MMU-6806834,Signaling by MET,M1,1,0
1,-6.6,GO:0051056,regulation of small GTPase mediated signal transduction,M1,1,0
1,-2.8,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,M1,1,0
1,-2.2,GO:0098609,cell-cell adhesion,M1,1,0
1,-3.9,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.8,GO:2000404,regulation of T cell migration,M1,1,0
1,-7.2,mmu04510,Focal adhesion,M1,1,0
1,-3.2,GO:0048667,cell morphogenesis involved in neuron differentiation,M1,1,0
1,-4.6,GO:0046649,lymphocyte activation,M1,1,0
1,-3.5,mmu04670,Leukocyte transendothelial migration,M1,1,0
1,-2.8,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-2.4,GO:0070302,regulation of stress-activated protein kinase signaling cascade,M1,1,0
1,-2.3,GO:0032989,cellular component morphogenesis,M1,1,0
1,-6.4,R-MMU-388841,Costimulation by the CD28 family,M1,1,0
1,-2.3,GO:0035264,multicellular organism growth,M1,1,0
1,-3.2,GO:0055017,cardiac muscle tissue growth,M1,1,0
1,-2.7,GO:0030099,myeloid cell differentiation,M1,1,0
1,-2.4,GO:1990869,cellular response to chemokine,M1,1,0
1,-7.2,GO:0046578,regulation of Ras protein signal transduction,M1,1,0
1,-2.7,GO:0001655,urogenital system development,M1,1,0
1,-4.3,GO:0014742,positive regulation of muscle hypertrophy,M1,1,0
1,-5.4,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1,1,0
1,-5.5,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-3.2,GO:0001944,vasculature development,M1,1,0
1,-5,GO:0060326,cell chemotaxis,M1,1,0
1,-2.3,GO:0044843,cell cycle G1/S phase transition,M1,1,0
1,-2.8,mmu04660,T cell receptor signaling pathway,M1,1,0
1,-2.7,GO:0045582,positive regulation of T cell differentiation,M1,1,0
1,-2.4,GO:0003279,cardiac septum development,M1,1,0
1,-2.3,GO:0061061,muscle structure development,M1,1,0
1,-2.6,GO:0007507,heart development,M1,1,0
1,-3.6,GO:0035024,negative regulation of Rho protein signal transduction,M1,1,0
1,-2.4,GO:0001819,positive regulation of cytokine production,M1,1,0
1,-3.6,GO:0038179,neurotrophin signaling pathway,M1,1,0
1,-3,mmu05410,Hypertrophic cardiomyopathy,M1,1,0
1,-3.8,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-3.4,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-3.4,mmu04062,Chemokine signaling pathway,M1,1,0
1,-3.2,mmu05412,Arrhythmogenic right ventricular cardiomyopathy,M1,1,0
1,-2.6,GO:1903076,regulation of protein localization to plasma membrane,M1,1,0
1,-2.9,GO:0048858,cell projection morphogenesis,M1,1,0
1,-2.7,R-MMU-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-2.1,R-MMU-9013404,RAC2 GTPase cycle,M1,1,0
1,-3,GO:0046328,regulation of JNK cascade,M1,1,0
1,-5.9,GO:0043087,regulation of GTPase activity,M1,1,0
1,-2.4,GO:0044344,cellular response to fibroblast growth factor stimulus,M1,1,0
1,-2.6,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-3,GO:0050920,regulation of chemotaxis,M1,1,0
1,-3,GO:0010827,regulation of glucose transmembrane transport,M1,1,0
1,-2.7,GO:0030217,T cell differentiation,M1,1,0
1,-3.6,GO:0032944,regulation of mononuclear cell proliferation,M1,1,0
1,-2.2,GO:0010632,regulation of epithelial cell migration,M1,1,0
1,-2.1,GO:0045787,positive regulation of cell cycle,M1,1,0
1,-4.2,GO:0030595,leukocyte chemotaxis,M1,1,0
1,-2,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M1,1,0
1,-2.2,GO:1901653,cellular response to peptide,M1,1,0
1,-2.2,GO:0060976,coronary vasculature development,M1,1,0
1,-2.1,WP1560,MicroRNAs in cardiomyocyte hypertrophy,M1,1,0
1,-3,GO:0030097,hemopoiesis,M1,1,0
1,-4.5,GO:0043368,positive T cell selection,M1,1,0
1,-2.3,GO:0061035,regulation of cartilage development,M1,1,0
1,-4.1,GO:0090132,epithelium migration,M1,1,0
1,-7,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.6,GO:0001885,endothelial cell development,M1,1,0
1,-3.7,GO:0034762,regulation of transmembrane transport,M1,1,0
1,-3.1,GO:0097061,dendritic spine organization,M1,1,0
1,-2.5,GO:0035914,skeletal muscle cell differentiation,M1,1,0
1,-2.9,mmu04061,Viral protein interaction with cytokine and cytokine receptor,M1,1,0
1,-2.6,GO:0043549,regulation of kinase activity,M1,1,0
1,-2.3,GO:0055082,cellular chemical homeostasis,M1,1,0
1,-2.5,GO:0007517,muscle organ development,M1,1,0
1,-2.1,GO:0048813,dendrite morphogenesis,M1,1,0
1,-2.6,GO:0048863,stem cell differentiation,M1,1,0
1,-3.9,GO:0097530,granulocyte migration,M1,1,0
1,-2.7,GO:0048588,developmental cell growth,M1,1,0
1,-2.6,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-3.5,mmu04722,Neurotrophin signaling pathway,M1,1,0
1,-3.9,GO:0050866,negative regulation of cell activation,M1,1,0
1,-3.1,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2.3,GO:0046579,positive regulation of Ras protein signal transduction,M1,1,0
1,-2,GO:0070665,positive regulation of leukocyte proliferation,M1,1,0
1,-2.5,R-MMU-422356,Regulation of insulin secretion,M1,1,0
1,-2.5,GO:0006875,cellular metal ion homeostasis,M1,1,0
1,-2.6,mmu04066,HIF-1 signaling pathway,M1,1,0
1,-6.8,GO:0050863,regulation of T cell activation,M1,1,0
1,-2.4,GO:2000401,regulation of lymphocyte migration,M1,1,0
1,-5,GO:0043410,positive regulation of MAPK cascade,M1,1,0
1,-3.6,mmu04725,Cholinergic synapse,M1,1,0
1,-3.9,GO:0001817,regulation of cytokine production,M1,1,0
1,-5.5,mmu04360,Axon guidance,M1,1,0
1,-2.9,mmu05414,Dilated cardiomyopathy,M1,1,0
1,-6.9,GO:1903037,regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2.3,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-3.1,GO:0072503,cellular divalent inorganic cation homeostasis,M1,1,0
1,-2.1,GO:0001505,regulation of neurotransmitter levels,M1,1,0
1,-2.3,mmu04024,cAMP signaling pathway,M1,1,0
1,-3.5,GO:0051345,positive regulation of hydrolase activity,M1,1,0
1,-2.1,mmu01521,EGFR tyrosine kinase inhibitor resistance,M1,1,0
1,-2.4,GO:0030010,establishment of cell polarity,M1,1,0
1,-5.1,GO:0046580,negative regulation of Ras protein signal transduction,M1,1,0
1,-3.1,GO:0002699,positive regulation of immune effector process,M1,1,0
1,-3.9,R-MMU-912631,Regulation of signaling by CBL,M1,1,0
1,-3,GO:0048247,lymphocyte chemotaxis,M1,1,0
1,-2.7,GO:0060537,muscle tissue development,M1,1,0
1,-4.7,R-MMU-1280218,Adaptive Immune System,M1,1,0
1,-3.1,GO:0000904,cell morphogenesis involved in differentiation,M1,1,0
1,-2.6,GO:1904062,regulation of cation transmembrane transport,M1,1,0
1,-3.5,GO:0072676,lymphocyte migration,M1,1,0
1,-3.9,GO:0042110,T cell activation,M1,1,0
1,-2,R-MMU-1474244,Extracellular matrix organization,M1,1,0
1,-2.4,R-MMU-168898,Toll-like Receptor Cascades,M1,1,0
1,-2.1,R-MMU-9006925,Intracellular signaling by second messengers,M1,1,0
1,-2.6,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.3,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-2.3,GO:0000902,cell morphogenesis,M1,1,0
1,-2.4,mmu04929,GnRH secretion,M1,1,0
1,-2.6,GO:0010828,positive regulation of glucose transmembrane transport,M1,1,0
1,-4,GO:0002042,cell migration involved in sprouting angiogenesis,M1,1,0
1,-2.1,mmu04934,Cushing syndrome,M1,1,0
1,-3.4,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.2,GO:0006873,cellular ion homeostasis,M1,1,0
1,-2.9,GO:0071674,mononuclear cell migration,M1,1,0
1,-2.5,GO:0002688,regulation of leukocyte chemotaxis,M1,1,0
1,-3.6,GO:0046634,regulation of alpha-beta T cell activation,M1,1,0
1,-2.8,GO:2001236,regulation of extrinsic apoptotic signaling pathway,M1,1,0
1,-2.6,GO:0070098,chemokine-mediated signaling pathway,M1,1,0
1,-3.4,GO:0002683,negative regulation of immune system process,M1,1,0
1,-3.4,mmu04151,PI3K-Akt signaling pathway,M1,1,0
1,-3,GO:0035023,regulation of Rho protein signal transduction,M1,1,0
1,-4,GO:0090130,tissue migration,M1,1,0
1,-4.4,R-MMU-1433557,Signaling by SCF-KIT,M1,1,0
1,-2.2,GO:0046632,alpha-beta T cell differentiation,M1,1,0
1,-2.9,GO:0048675,axon extension,M1,1,0
