_MEMBER_Geneid,_LogP_Geneid,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.3,GO:0050921,positive regulation of chemotaxis,M1,1,0
1,-2.3,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-2.2,GO:0042178,xenobiotic catabolic process,M1,1,0
1,-2.1,R-MMU-9675108,Nervous system development,M1,1,0
1,-2.1,GO:0048261,negative regulation of receptor-mediated endocytosis,M1,1,0
1,-2.1,GO:0032945,negative regulation of mononuclear cell proliferation,M1,1,0
1,-2.9,GO:0002683,negative regulation of immune system process,M1,1,0
1,-2.4,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,M1,1,0
1,-2.8,GO:0032649,regulation of interferon-gamma production,M1,1,0
1,-4,GO:0030100,regulation of endocytosis,M1,1,0
1,-4.2,GO:0032673,regulation of interleukin-4 production,M1,1,0
1,-2.8,GO:0061564,axon development,M1,1,0
1,-2.6,GO:0051250,negative regulation of lymphocyte activation,M1,1,0
1,-2.3,GO:0002521,leukocyte differentiation,M1,1,0
1,-2.4,GO:0002685,regulation of leukocyte migration,M1,1,0
1,-2.9,GO:0043030,regulation of macrophage activation,M1,1,0
1,-3,GO:0035710,"CD4-positive, alpha-beta T cell activation",M1,1,0
